team,player,position,count,probability
CIN,Jordyn Tyson,WR,58,0.0116
CIN,Carnell Tate,WR,54,0.0108
CIN,Kenyon Sadiq,TE,12,0.0024
CIN,Keldric Faulk,EDGE,10,0.002
CIN,Akheem Mesidor,EDGE,9,0.0018
CIN,Kadyn Proctor,OT,5,0.001
CLE,Carnell Tate,WR,1732,0.3464
CLE,Monroe Freeling,OT,1239,0.2478
CLE,Omar Cooper Jr.,WR,962,0.1924
CLE,Francis Mauigoa,OT,859,0.1718
CLE,Caleb Lomu,OT,813,0.1626
CLE,Denzel Boston,WR,771,0.1542
CLE,Kadyn Proctor,OT,686,0.1372
CLE,Kevin Concepcion,WR,366,0.0732
CLE,Olaivavega Ioane,IOL,318,0.0636
CLE,Makai Lemon,WR,314,0.0628
CLE,Jordyn Tyson,WR,289,0.0578
CLE,Spencer Fano,OT,198,0.0396
CLE,Blake Miller,OT,169,0.0338
CLE,Rueben Bain,EDGE,123,0.0246
CLE,Jeremiyah Love,RB,122,0.0244
CLE,David Bailey,EDGE,112,0.0224
CLE,Sonny Styles,LB,104,0.0208
CLE,Emmanuel McNeil-Warren,S,100,0.02
CLE,Avieon Terrell,CB,91,0.0182
CLE,Peter Woods,DT,83,0.0166
CLE,Kenyon Sadiq,TE,77,0.0154
CLE,T.J. Parker,EDGE,77,0.0154
CLE,C.J. Allen,LB,61,0.0122
CLE,Ty Simpson,QB,48,0.0096
CLE,Dillon Thieneman,S,46,0.0092
CLE,Keldric Faulk,EDGE,45,0.009
CLE,Mansoor Delane,CB,37,0.0074
CLE,Akheem Mesidor,EDGE,35,0.007
CLE,Caleb Banks,DT,34,0.0068
CLE,Caleb Downs,S,26,0.0052
CLE,Arvell Reese,EDGE,14,0.0028
CLE,Jermod McCoy,CB,13,0.0026
CLE,Emmanuel Pregnon,IOL,10,0.002
CLE,Cashius Howell,EDGE,7,0.0014
CLE,Max Iheanachor,OT,7,0.0014
CLE,Kayden McDonald,DT,6,0.0012
CLE,Zion Young,EDGE,3,0.0006
CLE,Lee Hunter,DT,2,0.0004
CLE,Colton Hood,CB,1,0.0002
DAL,Jermod McCoy,CB,2065,0.413
DAL,Avieon Terrell,CB,1040,0.208
DAL,Mansoor Delane,CB,871,0.1742
DAL,Keldric Faulk,EDGE,849,0.1698
DAL,Akheem Mesidor,EDGE,846,0.1692
DAL,Dillon Thieneman,S,601,0.1202
DAL,C.J. Allen,LB,478,0.0956
DAL,Peter Woods,DT,429,0.0858
DAL,Emmanuel McNeil-Warren,S,397,0.0794
DAL,Caleb Downs,S,357,0.0714
DAL,T.J. Parker,EDGE,247,0.0494
DAL,Spencer Fano,OT,208,0.0416
DAL,Sonny Styles,LB,196,0.0392
DAL,Monroe Freeling,OT,179,0.0358
DAL,Francis Mauigoa,OT,177,0.0354
DAL,Jeremiyah Love,RB,176,0.0352
DAL,Rueben Bain,EDGE,155,0.031
DAL,Caleb Lomu,OT,127,0.0254
DAL,Jordyn Tyson,WR,119,0.0238
DAL,Olaivavega Ioane,IOL,105,0.021
DAL,Kadyn Proctor,OT,98,0.0196
DAL,Makai Lemon,WR,93,0.0186
DAL,Kenyon Sadiq,TE,89,0.0178
DAL,Omar Cooper Jr.,WR,32,0.0064
DAL,Carnell Tate,WR,28,0.0056
DAL,Kayden McDonald,DT,10,0.002
DAL,Blake Miller,OT,9,0.0018
DAL,Caleb Banks,DT,7,0.0014
DAL,Kevin Concepcion,WR,7,0.0014
DAL,Denzel Boston,WR,5,0.001
DET,Spencer Fano,OT,1448,0.2896
DET,Monroe Freeling,OT,898,0.1796
DET,Kadyn Proctor,OT,828,0.1656
DET,Caleb Lomu,OT,814,0.1628
DET,Peter Woods,DT,313,0.0626
DET,Francis Mauigoa,OT,217,0.0434
DET,Akheem Mesidor,EDGE,120,0.024
DET,Keldric Faulk,EDGE,84,0.0168
DET,Kenyon Sadiq,TE,48,0.0096
DET,Dillon Thieneman,S,47,0.0094
DET,Jeremiyah Love,RB,32,0.0064
DET,Olaivavega Ioane,IOL,32,0.0064
DET,Caleb Downs,S,25,0.005
DET,Jermod McCoy,CB,24,0.0048
DET,Jordyn Tyson,WR,13,0.0026
DET,Avieon Terrell,CB,12,0.0024
DET,Makai Lemon,WR,10,0.002
DET,Emmanuel McNeil-Warren,S,9,0.0018
DET,T.J. Parker,EDGE,8,0.0016
DET,C.J. Allen,LB,7,0.0014
DET,Omar Cooper Jr.,WR,4,0.0008
DET,Mansoor Delane,CB,3,0.0006
DET,Rueben Bain,EDGE,3,0.0006
DET,Denzel Boston,WR,1,0.0002
HOU,Blake Miller,OT,1096,0.2192
HOU,Caleb Banks,DT,1010,0.202
HOU,Kayden McDonald,DT,972,0.1944
HOU,Peter Woods,DT,330,0.066
HOU,Caleb Lomu,OT,318,0.0636
HOU,Kadyn Proctor,OT,268,0.0536
HOU,Olaivavega Ioane,IOL,162,0.0324
HOU,Max Iheanachor,OT,160,0.032
HOU,C.J. Allen,LB,76,0.0152
HOU,Kevin Concepcion,WR,66,0.0132
HOU,Kenyon Sadiq,TE,56,0.0112
HOU,Denzel Boston,WR,55,0.011
HOU,Avieon Terrell,CB,54,0.0108
HOU,T.J. Parker,EDGE,52,0.0104
HOU,Emmanuel McNeil-Warren,S,45,0.009
HOU,Spencer Fano,OT,32,0.0064
HOU,Omar Cooper Jr.,WR,31,0.0062
HOU,Cashius Howell,EDGE,28,0.0056
HOU,Colton Hood,CB,25,0.005
HOU,Emmanuel Pregnon,IOL,24,0.0048
HOU,Chase Bisontis,IOL,22,0.0044
HOU,Lee Hunter,DT,20,0.004
HOU,Christen Miller,DT,19,0.0038
HOU,Dillon Thieneman,S,19,0.0038
HOU,Keldric Faulk,EDGE,16,0.0032
HOU,Akheem Mesidor,EDGE,9,0.0018
HOU,Monroe Freeling,OT,9,0.0018
HOU,Ty Simpson,QB,6,0.0012
HOU,Zion Young,EDGE,6,0.0012
HOU,Jermod McCoy,CB,5,0.001
HOU,Brandon Cisse,CB,4,0.0008
HOU,Jacob Rodriguez,LB,3,0.0006
HOU,Chris Johnson,CB,1,0.0002
HOU,Jordyn Tyson,WR,1,0.0002
KC,Mansoor Delane,CB,1095,0.219
KC,Francis Mauigoa,OT,878,0.1756
KC,Cashius Howell,EDGE,769,0.1538
KC,T.J. Parker,EDGE,689,0.1378
KC,Avieon Terrell,CB,549,0.1098
KC,Caleb Downs,S,514,0.1028
KC,Rueben Bain,EDGE,512,0.1024
KC,Monroe Freeling,OT,484,0.0968
KC,Kevin Concepcion,WR,426,0.0852
KC,Zion Young,EDGE,378,0.0756
KC,Denzel Boston,WR,338,0.0676
KC,Spencer Fano,OT,317,0.0634
KC,Colton Hood,CB,305,0.061
KC,Jermod McCoy,CB,282,0.0564
KC,Blake Miller,OT,271,0.0542
KC,Makai Lemon,WR,243,0.0486
KC,Emmanuel McNeil-Warren,S,242,0.0484
KC,Jordyn Tyson,WR,218,0.0436
KC,Carnell Tate,WR,201,0.0402
KC,Omar Cooper Jr.,WR,200,0.04
KC,Keldric Faulk,EDGE,190,0.038
KC,Akheem Mesidor,EDGE,161,0.0322
KC,Jeremiyah Love,RB,101,0.0202
KC,Dillon Thieneman,S,95,0.019
KC,Brandon Cisse,CB,85,0.017
KC,Sonny Styles,LB,78,0.0156
KC,Caleb Lomu,OT,62,0.0124
KC,Kadyn Proctor,OT,62,0.0124
KC,C.J. Allen,LB,56,0.0112
KC,Max Iheanachor,OT,48,0.0096
KC,Kenyon Sadiq,TE,42,0.0084
KC,Kayden McDonald,DT,25,0.005
KC,Caleb Banks,DT,22,0.0044
KC,Chris Johnson,CB,13,0.0026
KC,Olaivavega Ioane,IOL,13,0.0026
KC,Peter Woods,DT,13,0.0026
KC,David Bailey,EDGE,10,0.002
KC,Lee Hunter,DT,6,0.0012
KC,Ty Simpson,QB,3,0.0006
KC,Jadarian Price,RB,2,0.0004
KC,Christen Miller,DT,1,0.0002
KC,Emmanuel Pregnon,IOL,1,0.0002
LAC,Peter Woods,DT,925,0.185
LAC,Olaivavega Ioane,IOL,661,0.1322
LAC,Keldric Faulk,EDGE,657,0.1314
LAC,Akheem Mesidor,EDGE,561,0.1122
LAC,T.J. Parker,EDGE,436,0.0872
LAC,Omar Cooper Jr.,WR,348,0.0696
LAC,Emmanuel McNeil-Warren,S,252,0.0504
LAC,Dillon Thieneman,S,243,0.0486
LAC,Denzel Boston,WR,183,0.0366
LAC,Kevin Concepcion,WR,172,0.0344
LAC,Caleb Banks,DT,105,0.021
LAC,Kayden McDonald,DT,66,0.0132
LAC,Caleb Lomu,OT,49,0.0098
LAC,Kadyn Proctor,OT,47,0.0094
LAC,Avieon Terrell,CB,41,0.0082
LAC,Jordyn Tyson,WR,40,0.008
LAC,Spencer Fano,OT,32,0.0064
LAC,Caleb Downs,S,31,0.0062
LAC,Kenyon Sadiq,TE,31,0.0062
LAC,Makai Lemon,WR,30,0.006
LAC,Cashius Howell,EDGE,24,0.0048
LAC,C.J. Allen,LB,21,0.0042
LAC,Zion Young,EDGE,16,0.0032
LAC,Monroe Freeling,OT,11,0.0022
LAC,Blake Miller,OT,7,0.0014
LAC,Jermod McCoy,CB,5,0.001
LAC,Max Iheanachor,OT,3,0.0006
LAC,Carnell Tate,WR,2,0.0004
LAC,Jeremiyah Love,RB,1,0.0002
LAR,Jordyn Tyson,WR,1229,0.2458
LAR,Spencer Fano,OT,882,0.1764
LAR,Makai Lemon,WR,879,0.1758
LAR,Monroe Freeling,OT,761,0.1522
LAR,Francis Mauigoa,OT,557,0.1114
LAR,Carnell Tate,WR,175,0.035
LAR,Kadyn Proctor,OT,130,0.026
LAR,Jeremiyah Love,RB,94,0.0188
LAR,Caleb Lomu,OT,47,0.0094
LAR,Jermod McCoy,CB,31,0.0062
LAR,Caleb Downs,S,29,0.0058
LAR,Kenyon Sadiq,TE,28,0.0056
LAR,Olaivavega Ioane,IOL,28,0.0056
LAR,Sonny Styles,LB,28,0.0056
LAR,Dillon Thieneman,S,21,0.0042
LAR,Mansoor Delane,CB,19,0.0038
LAR,Omar Cooper Jr.,WR,16,0.0032
LAR,Akheem Mesidor,EDGE,15,0.003
LAR,Keldric Faulk,EDGE,13,0.0026
LAR,Rueben Bain,EDGE,13,0.0026
LAR,Avieon Terrell,CB,3,0.0006
LAR,Peter Woods,DT,1,0.0002
LAR,Ty Simpson,QB,1,0.0002
LV,Fernando Mendoza,QB,5000,1.0
MIA,Makai Lemon,WR,1169,0.2338
MIA,Mansoor Delane,CB,771,0.1542
MIA,Jordyn Tyson,WR,753,0.1506
MIA,Jermod McCoy,CB,698,0.1396
MIA,Kevin Concepcion,WR,641,0.1282
MIA,Kenyon Sadiq,TE,553,0.1106
MIA,Denzel Boston,WR,494,0.0988
MIA,Avieon Terrell,CB,452,0.0904
MIA,Cashius Howell,EDGE,451,0.0902
MIA,Colton Hood,CB,442,0.0884
MIA,T.J. Parker,EDGE,356,0.0712
MIA,Emmanuel McNeil-Warren,S,313,0.0626
MIA,Olaivavega Ioane,IOL,308,0.0616
MIA,Omar Cooper Jr.,WR,270,0.054
MIA,Carnell Tate,WR,239,0.0478
MIA,Zion Young,EDGE,239,0.0478
MIA,Caleb Downs,S,205,0.041
MIA,Dillon Thieneman,S,179,0.0358
MIA,Rueben Bain,EDGE,168,0.0336
MIA,Akheem Mesidor,EDGE,163,0.0326
MIA,Emmanuel Pregnon,IOL,138,0.0276
MIA,Brandon Cisse,CB,133,0.0266
MIA,Jeremiyah Love,RB,108,0.0216
MIA,C.J. Allen,LB,103,0.0206
MIA,Keldric Faulk,EDGE,90,0.018
MIA,Spencer Fano,OT,76,0.0152
MIA,Blake Miller,OT,69,0.0138
MIA,Caleb Banks,DT,69,0.0138
MIA,Francis Mauigoa,OT,68,0.0136
MIA,Monroe Freeling,OT,59,0.0118
MIA,Kayden McDonald,DT,42,0.0084
MIA,Max Iheanachor,OT,32,0.0064
MIA,Sonny Styles,LB,29,0.0058
MIA,Chris Johnson,CB,27,0.0054
MIA,Chase Bisontis,IOL,23,0.0046
MIA,Peter Woods,DT,17,0.0034
MIA,Ty Simpson,QB,17,0.0034
MIA,Caleb Lomu,OT,11,0.0022
MIA,Lee Hunter,DT,11,0.0022
MIA,Kadyn Proctor,OT,9,0.0018
MIA,Anthony Hill Jr.,LB,2,0.0004
MIA,Christen Miller,DT,1,0.0002
MIA,David Bailey,EDGE,1,0.0002
MIA,Jadarian Price,RB,1,0.0002
MIN,Dillon Thieneman,S,2265,0.453
MIN,Avieon Terrell,CB,679,0.1358
MIN,Emmanuel McNeil-Warren,S,526,0.1052
MIN,Caleb Downs,S,342,0.0684
MIN,Peter Woods,DT,331,0.0662
MIN,Jermod McCoy,CB,275,0.055
MIN,Jeremiyah Love,RB,114,0.0228
MIN,Akheem Mesidor,EDGE,59,0.0118
MIN,Keldric Faulk,EDGE,53,0.0106
MIN,Kenyon Sadiq,TE,53,0.0106
MIN,Spencer Fano,OT,53,0.0106
MIN,Monroe Freeling,OT,41,0.0082
MIN,Kadyn Proctor,OT,40,0.008
MIN,Caleb Lomu,OT,39,0.0078
MIN,Olaivavega Ioane,IOL,39,0.0078
MIN,Mansoor Delane,CB,36,0.0072
MIN,Francis Mauigoa,OT,14,0.0028
MIN,Jordyn Tyson,WR,14,0.0028
MIN,Omar Cooper Jr.,WR,14,0.0028
MIN,Makai Lemon,WR,5,0.001
MIN,C.J. Allen,LB,4,0.0008
MIN,Denzel Boston,WR,2,0.0004
MIN,Rueben Bain,EDGE,1,0.0002
MIN,T.J. Parker,EDGE,1,0.0002
NE,Cashius Howell,EDGE,795,0.159
NE,Caleb Banks,DT,505,0.101
NE,T.J. Parker,EDGE,472,0.0944
NE,Zion Young,EDGE,467,0.0934
NE,Kayden McDonald,DT,465,0.093
NE,Blake Miller,OT,453,0.0906
NE,Kevin Concepcion,WR,325,0.065
NE,Denzel Boston,WR,252,0.0504
NE,Kenyon Sadiq,TE,213,0.0426
NE,Max Iheanachor,OT,205,0.041
NE,C.J. Allen,LB,157,0.0314
NE,Omar Cooper Jr.,WR,138,0.0276
NE,Peter Woods,DT,95,0.019
NE,Caleb Lomu,OT,68,0.0136
NE,Kadyn Proctor,OT,60,0.012
NE,Keldric Faulk,EDGE,55,0.011
NE,Lee Hunter,DT,51,0.0102
NE,Colton Hood,CB,42,0.0084
NE,Akheem Mesidor,EDGE,36,0.0072
NE,R Mason Thomas,EDGE,27,0.0054
NE,Brandon Cisse,CB,22,0.0044
NE,Avieon Terrell,CB,21,0.0042
NE,Emmanuel McNeil-Warren,S,18,0.0036
NE,Christen Miller,DT,11,0.0022
NE,Ty Simpson,QB,11,0.0022
NE,Emmanuel Pregnon,IOL,9,0.0018
NE,Chris Johnson,CB,7,0.0014
NE,Dillon Thieneman,S,5,0.001
NE,Spencer Fano,OT,4,0.0008
NE,Anthony Hill Jr.,LB,3,0.0006
NE,Olaivavega Ioane,IOL,3,0.0006
NE,Jacob Rodriguez,LB,2,0.0004
NE,Jadarian Price,RB,1,0.0002
NE,Jermod McCoy,CB,1,0.0002
NE,Monroe Freeling,OT,1,0.0002
NO,Mansoor Delane,CB,1645,0.329
NO,Rueben Bain,EDGE,1027,0.2054
NO,Makai Lemon,WR,580,0.116
NO,Carnell Tate,WR,559,0.1118
NO,Jordyn Tyson,WR,251,0.0502
NO,Jermod McCoy,CB,224,0.0448
NO,Jeremiyah Love,RB,177,0.0354
NO,Sonny Styles,LB,157,0.0314
NO,Francis Mauigoa,OT,107,0.0214
NO,David Bailey,EDGE,91,0.0182
NO,Akheem Mesidor,EDGE,72,0.0144
NO,Caleb Downs,S,47,0.0094
NO,Spencer Fano,OT,28,0.0056
NO,Monroe Freeling,OT,25,0.005
NO,Arvell Reese,EDGE,4,0.0008
NO,Kenyon Sadiq,TE,4,0.0008
NO,Olaivavega Ioane,IOL,2,0.0004
NYG,Sonny Styles,LB,1538,0.3076
NYG,Caleb Downs,S,756,0.1512
NYG,Jeremiyah Love,RB,756,0.1512
NYG,Francis Mauigoa,OT,729,0.1458
NYG,Carnell Tate,WR,712,0.1424
NYG,Makai Lemon,WR,151,0.0302
NYG,Spencer Fano,OT,76,0.0152
NYG,Monroe Freeling,OT,74,0.0148
NYG,Rueben Bain,EDGE,73,0.0146
NYG,David Bailey,EDGE,57,0.0114
NYG,Jordyn Tyson,WR,44,0.0088
NYG,Mansoor Delane,CB,19,0.0038
NYG,Arvell Reese,EDGE,15,0.003
NYJ,Arvell Reese,EDGE,3420,0.684
NYJ,David Bailey,EDGE,1206,0.2412
NYJ,Olaivavega Ioane,IOL,853,0.1706
NYJ,Jordyn Tyson,WR,583,0.1166
NYJ,Jermod McCoy,CB,545,0.109
NYJ,Makai Lemon,WR,359,0.0718
NYJ,Avieon Terrell,CB,344,0.0688
NYJ,Omar Cooper Jr.,WR,261,0.0522
NYJ,Spencer Fano,OT,249,0.0498
NYJ,Akheem Mesidor,EDGE,222,0.0444
NYJ,Monroe Freeling,OT,215,0.043
NYJ,Keldric Faulk,EDGE,198,0.0396
NYJ,Sonny Styles,LB,173,0.0346
NYJ,C.J. Allen,LB,152,0.0304
NYJ,Jeremiyah Love,RB,138,0.0276
NYJ,Dillon Thieneman,S,137,0.0274
NYJ,Rueben Bain,EDGE,136,0.0272
NYJ,Kenyon Sadiq,TE,126,0.0252
NYJ,Kadyn Proctor,OT,119,0.0238
NYJ,Francis Mauigoa,OT,107,0.0214
NYJ,Mansoor Delane,CB,105,0.021
NYJ,Carnell Tate,WR,83,0.0166
NYJ,Ty Simpson,QB,72,0.0144
NYJ,Caleb Downs,S,62,0.0124
NYJ,Denzel Boston,WR,45,0.009
NYJ,Caleb Lomu,OT,43,0.0086
NYJ,Peter Woods,DT,27,0.0054
NYJ,Emmanuel McNeil-Warren,S,12,0.0024
NYJ,T.J. Parker,EDGE,5,0.001
NYJ,Drew Allar,QB,2,0.0004
NYJ,Garrett Nussmeier,QB,1,0.0002
PHI,Kadyn Proctor,OT,687,0.1374
PHI,Caleb Lomu,OT,686,0.1372
PHI,T.J. Parker,EDGE,556,0.1112
PHI,Omar Cooper Jr.,WR,516,0.1032
PHI,Keldric Faulk,EDGE,316,0.0632
PHI,Emmanuel McNeil-Warren,S,292,0.0584
PHI,Akheem Mesidor,EDGE,266,0.0532
PHI,Denzel Boston,WR,264,0.0528
PHI,Kevin Concepcion,WR,252,0.0504
PHI,Blake Miller,OT,242,0.0484
PHI,Spencer Fano,OT,209,0.0418
PHI,Kenyon Sadiq,TE,196,0.0392
PHI,Monroe Freeling,OT,140,0.028
PHI,Dillon Thieneman,S,128,0.0256
PHI,Cashius Howell,EDGE,62,0.0124
PHI,Jordyn Tyson,WR,40,0.008
PHI,Olaivavega Ioane,IOL,21,0.0042
PHI,Avieon Terrell,CB,20,0.004
PHI,Makai Lemon,WR,20,0.004
PHI,Peter Woods,DT,20,0.004
PHI,Caleb Downs,S,18,0.0036
PHI,C.J. Allen,LB,16,0.0032
PHI,Max Iheanachor,OT,16,0.0032
PHI,Zion Young,EDGE,11,0.0022
PHI,Caleb Banks,DT,3,0.0006
PHI,Francis Mauigoa,OT,2,0.0004
PHI,Jeremiyah Love,RB,1,0.0002
PIT,Caleb Lomu,OT,1173,0.2346
PIT,Kadyn Proctor,OT,1154,0.2308
PIT,Avieon Terrell,CB,625,0.125
PIT,Spencer Fano,OT,518,0.1036
PIT,Omar Cooper Jr.,WR,280,0.056
PIT,Olaivavega Ioane,IOL,276,0.0552
PIT,Monroe Freeling,OT,265,0.053
PIT,Denzel Boston,WR,128,0.0256
PIT,Blake Miller,OT,89,0.0178
PIT,Jermod McCoy,CB,83,0.0166
PIT,Jordyn Tyson,WR,57,0.0114
PIT,Kevin Concepcion,WR,50,0.01
PIT,Ty Simpson,QB,33,0.0066
PIT,Kenyon Sadiq,TE,31,0.0062
PIT,Makai Lemon,WR,30,0.006
PIT,Francis Mauigoa,OT,26,0.0052
PIT,Akheem Mesidor,EDGE,25,0.005
PIT,Keldric Faulk,EDGE,24,0.0048
PIT,Jeremiyah Love,RB,20,0.004
PIT,Colton Hood,CB,18,0.0036
PIT,Max Iheanachor,OT,18,0.0036
PIT,Dillon Thieneman,S,14,0.0028
PIT,C.J. Allen,LB,13,0.0026
PIT,Peter Woods,DT,12,0.0024
PIT,Emmanuel McNeil-Warren,S,11,0.0022
PIT,T.J. Parker,EDGE,9,0.0018
PIT,Mansoor Delane,CB,6,0.0012
PIT,Caleb Downs,S,3,0.0006
PIT,Carnell Tate,WR,3,0.0006
PIT,Garrett Nussmeier,QB,3,0.0006
PIT,Caleb Banks,DT,1,0.0002
PIT,Drew Allar,QB,1,0.0002
PIT,Rueben Bain,EDGE,1,0.0002
SEA,Colton Hood,CB,1114,0.2228
SEA,Cashius Howell,EDGE,1031,0.2062
SEA,Zion Young,EDGE,983,0.1966
SEA,Brandon Cisse,CB,523,0.1046
SEA,T.J. Parker,EDGE,287,0.0574
SEA,Avieon Terrell,CB,277,0.0554
SEA,Chris Johnson,CB,155,0.031
SEA,C.J. Allen,LB,81,0.0162
SEA,Blake Miller,OT,48,0.0096
SEA,Kayden McDonald,DT,47,0.0094
SEA,Caleb Banks,DT,44,0.0088
SEA,Emmanuel Pregnon,IOL,40,0.008
