pick,player,position,count,probability
8,Carnell Tate,WR,559,0.1118
8,Jordyn Tyson,WR,251,0.0502
8,Jermod McCoy,CB,224,0.0448
8,Jeremiyah Love,RB,177,0.0354
8,Sonny Styles,LB,157,0.0314
8,Francis Mauigoa,OT,107,0.0214
8,David Bailey,EDGE,91,0.0182
8,Akheem Mesidor,EDGE,72,0.0144
8,Caleb Downs,S,47,0.0094
8,Spencer Fano,OT,28,0.0056
8,Monroe Freeling,OT,25,0.005
8,Arvell Reese,EDGE,4,0.0008
8,Kenyon Sadiq,TE,4,0.0008
8,Olaivavega Ioane,IOL,2,0.0004
9,Mansoor Delane,CB,1094,0.2188
9,Francis Mauigoa,OT,878,0.1756
9,Caleb Downs,S,512,0.1024
9,Rueben Bain,EDGE,512,0.1024
9,Monroe Freeling,OT,483,0.0966
9,Spencer Fano,OT,312,0.0624
9,Makai Lemon,WR,242,0.0484
9,Jermod McCoy,CB,234,0.0468
9,Jordyn Tyson,WR,213,0.0426
9,Carnell Tate,WR,201,0.0402
9,Jeremiyah Love,RB,101,0.0202
9,Sonny Styles,LB,78,0.0156
9,Keldric Faulk,EDGE,55,0.011
9,Akheem Mesidor,EDGE,45,0.009
9,Dillon Thieneman,S,21,0.0042
9,David Bailey,EDGE,10,0.002
9,Olaivavega Ioane,IOL,5,0.001
9,Kenyon Sadiq,TE,4,0.0008
10,Caleb Downs,S,2119,0.4238
10,Sonny Styles,LB,1093,0.2186
10,Dillon Thieneman,S,381,0.0762
10,Jeremiyah Love,RB,238,0.0476
10,Francis Mauigoa,OT,224,0.0448
10,Olaivavega Ioane,IOL,188,0.0376
10,Spencer Fano,OT,161,0.0322
10,Monroe Freeling,OT,126,0.0252
10,Mansoor Delane,CB,121,0.0242
10,Rueben Bain,EDGE,73,0.0146
10,Makai Lemon,WR,70,0.014
10,Jermod McCoy,CB,58,0.0116
10,Jordyn Tyson,WR,58,0.0116
10,Carnell Tate,WR,54,0.0108
10,Kenyon Sadiq,TE,12,0.0024
10,Keldric Faulk,EDGE,10,0.002
10,Akheem Mesidor,EDGE,9,0.0018
10,Kadyn Proctor,OT,5,0.001
11,Makai Lemon,WR,1169,0.2338
11,Mansoor Delane,CB,770,0.154
11,Jordyn Tyson,WR,752,0.1504
11,Jermod McCoy,CB,673,0.1346
11,Olaivavega Ioane,IOL,245,0.049
11,Carnell Tate,WR,239,0.0478
11,Caleb Downs,S,205,0.041
11,Kenyon Sadiq,TE,182,0.0364
11,Rueben Bain,EDGE,168,0.0336
11,Akheem Mesidor,EDGE,123,0.0246
11,Jeremiyah Love,RB,108,0.0216
11,Dillon Thieneman,S,86,0.0172
11,Spencer Fano,OT,76,0.0152
11,Francis Mauigoa,OT,68,0.0136
11,Monroe Freeling,OT,59,0.0118
11,Sonny Styles,LB,29,0.0058
11,Keldric Faulk,EDGE,28,0.0056
11,Avieon Terrell,CB,14,0.0028
11,Kadyn Proctor,OT,4,0.0008
11,David Bailey,EDGE,1,0.0002
11,Peter Woods,DT,1,0.0002
12,Jermod McCoy,CB,1839,0.3678
12,Mansoor Delane,CB,859,0.1718
12,Caleb Downs,S,291,0.0582
12,Avieon Terrell,CB,240,0.048
12,Keldric Faulk,EDGE,196,0.0392
12,Sonny Styles,LB,194,0.0388
12,Akheem Mesidor,EDGE,193,0.0386
12,Francis Mauigoa,OT,170,0.034
12,Jeremiyah Love,RB,167,0.0334
12,Dillon Thieneman,S,160,0.032
12,Rueben Bain,EDGE,150,0.03
12,Spencer Fano,OT,117,0.0234
12,Monroe Freeling,OT,112,0.0224
12,Jordyn Tyson,WR,100,0.02
12,Makai Lemon,WR,87,0.0174
12,Olaivavega Ioane,IOL,37,0.0074
12,Kenyon Sadiq,TE,35,0.007
12,Carnell Tate,WR,28,0.0056
12,Kadyn Proctor,OT,7,0.0014
12,Peter Woods,DT,7,0.0014
12,Caleb Lomu,OT,6,0.0012
12,Emmanuel McNeil-Warren,S,5,0.001
13,Jordyn Tyson,WR,1229,0.2458
13,Spencer Fano,OT,882,0.1764
13,Makai Lemon,WR,879,0.1758
13,Monroe Freeling,OT,761,0.1522
13,Francis Mauigoa,OT,557,0.1114
13,Carnell Tate,WR,175,0.035
13,Kadyn Proctor,OT,130,0.026
13,Jeremiyah Love,RB,94,0.0188
13,Caleb Lomu,OT,47,0.0094
13,Jermod McCoy,CB,31,0.0062
13,Caleb Downs,S,29,0.0058
13,Kenyon Sadiq,TE,28,0.0056
13,Olaivavega Ioane,IOL,28,0.0056
13,Sonny Styles,LB,28,0.0056
13,Dillon Thieneman,S,21,0.0042
13,Mansoor Delane,CB,19,0.0038
13,Omar Cooper Jr.,WR,16,0.0032
13,Akheem Mesidor,EDGE,15,0.003
13,Keldric Faulk,EDGE,13,0.0026
13,Rueben Bain,EDGE,13,0.0026
13,Avieon Terrell,CB,3,0.0006
13,Peter Woods,DT,1,0.0002
13,Ty Simpson,QB,1,0.0002
14,Olaivavega Ioane,IOL,1196,0.2392
14,Jordyn Tyson,WR,983,0.1966
14,Kenyon Sadiq,TE,902,0.1804
14,Makai Lemon,WR,746,0.1492
14,Akheem Mesidor,EDGE,161,0.0322
14,Spencer Fano,OT,150,0.03
14,Jeremiyah Love,RB,143,0.0286
14,Monroe Freeling,OT,127,0.0254
14,Francis Mauigoa,OT,99,0.0198
14,Carnell Tate,WR,81,0.0162
14,Keldric Faulk,EDGE,72,0.0144
14,Jermod McCoy,CB,67,0.0134
14,Dillon Thieneman,S,44,0.0088
14,Caleb Downs,S,43,0.0086
14,Rueben Bain,EDGE,40,0.008
14,Omar Cooper Jr.,WR,33,0.0066
14,Kadyn Proctor,OT,32,0.0064
14,Caleb Lomu,OT,26,0.0052
14,Mansoor Delane,CB,24,0.0048
14,Peter Woods,DT,14,0.0028
14,Sonny Styles,LB,7,0.0014
14,Emmanuel McNeil-Warren,S,5,0.001
14,Avieon Terrell,CB,3,0.0006
14,C.J. Allen,LB,1,0.0002
14,Ty Simpson,QB,1,0.0002
15,Keldric Faulk,EDGE,1251,0.2502
15,Akheem Mesidor,EDGE,1210,0.242
15,Kenyon Sadiq,TE,895,0.179
15,Jermod McCoy,CB,537,0.1074
15,Olaivavega Ioane,IOL,272,0.0544
15,Avieon Terrell,CB,226,0.0452
15,Mansoor Delane,CB,147,0.0294
15,Rueben Bain,EDGE,101,0.0202
15,Jeremiyah Love,RB,67,0.0134
15,Spencer Fano,OT,63,0.0126
15,Monroe Freeling,OT,55,0.011
15,Francis Mauigoa,OT,36,0.0072
15,T.J. Parker,EDGE,30,0.006
15,Caleb Downs,S,20,0.004
15,Jordyn Tyson,WR,19,0.0038
15,Dillon Thieneman,S,18,0.0036
15,Kadyn Proctor,OT,16,0.0032
15,Caleb Lomu,OT,15,0.003
15,Makai Lemon,WR,11,0.0022
15,Sonny Styles,LB,5,0.001
15,Carnell Tate,WR,2,0.0004
15,Peter Woods,DT,2,0.0004
15,Emmanuel McNeil-Warren,S,1,0.0002
15,Omar Cooper Jr.,WR,1,0.0002
16,Olaivavega Ioane,IOL,853,0.1706
16,Jordyn Tyson,WR,583,0.1166
16,Jermod McCoy,CB,545,0.109
16,Makai Lemon,WR,359,0.0718
16,Avieon Terrell,CB,344,0.0688
16,Omar Cooper Jr.,WR,261,0.0522
16,Spencer Fano,OT,249,0.0498
16,Akheem Mesidor,EDGE,222,0.0444
16,Monroe Freeling,OT,215,0.043
16,Keldric Faulk,EDGE,198,0.0396
16,C.J. Allen,LB,152,0.0304
16,Dillon Thieneman,S,137,0.0274
16,Kenyon Sadiq,TE,126,0.0252
16,Jeremiyah Love,RB,121,0.0242
16,Kadyn Proctor,OT,119,0.0238
16,Francis Mauigoa,OT,104,0.0208
16,Mansoor Delane,CB,88,0.0176
16,Ty Simpson,QB,72,0.0144
16,Caleb Downs,S,61,0.0122
16,Denzel Boston,WR,45,0.009
16,Caleb Lomu,OT,43,0.0086
16,Carnell Tate,WR,32,0.0064
16,Peter Woods,DT,27,0.0054
16,Sonny Styles,LB,13,0.0026
16,Emmanuel McNeil-Warren,S,12,0.0024
16,Rueben Bain,EDGE,11,0.0022
16,T.J. Parker,EDGE,5,0.001
16,Drew Allar,QB,2,0.0004
16,Garrett Nussmeier,QB,1,0.0002
17,Spencer Fano,OT,1448,0.2896
17,Monroe Freeling,OT,898,0.1796
17,Kadyn Proctor,OT,828,0.1656
17,Caleb Lomu,OT,814,0.1628
17,Peter Woods,DT,313,0.0626
17,Francis Mauigoa,OT,217,0.0434
17,Akheem Mesidor,EDGE,120,0.024
17,Keldric Faulk,EDGE,84,0.0168
17,Kenyon Sadiq,TE,48,0.0096
17,Dillon Thieneman,S,47,0.0094
17,Jeremiyah Love,RB,32,0.0064
17,Olaivavega Ioane,IOL,32,0.0064
17,Caleb Downs,S,25,0.005
17,Jermod McCoy,CB,24,0.0048
17,Jordyn Tyson,WR,13,0.0026
17,Avieon Terrell,CB,12,0.0024
17,Makai Lemon,WR,10,0.002
17,Emmanuel McNeil-Warren,S,9,0.0018
17,T.J. Parker,EDGE,8,0.0016
17,C.J. Allen,LB,7,0.0014
17,Omar Cooper Jr.,WR,4,0.0008
17,Mansoor Delane,CB,3,0.0006
17,Rueben Bain,EDGE,3,0.0006
17,Denzel Boston,WR,1,0.0002
18,Dillon Thieneman,S,2265,0.453
18,Avieon Terrell,CB,679,0.1358
18,Emmanuel McNeil-Warren,S,526,0.1052
18,Caleb Downs,S,342,0.0684
18,Peter Woods,DT,331,0.0662
18,Jermod McCoy,CB,275,0.055
18,Jeremiyah Love,RB,114,0.0228
18,Akheem Mesidor,EDGE,59,0.0118
18,Keldric Faulk,EDGE,53,0.0106
18,Kenyon Sadiq,TE,53,0.0106
18,Spencer Fano,OT,53,0.0106
18,Monroe Freeling,OT,41,0.0082
18,Kadyn Proctor,OT,40,0.008
18,Caleb Lomu,OT,39,0.0078
18,Olaivavega Ioane,IOL,39,0.0078
18,Mansoor Delane,CB,36,0.0072
18,Francis Mauigoa,OT,14,0.0028
18,Jordyn Tyson,WR,14,0.0028
18,Omar Cooper Jr.,WR,14,0.0028
18,Makai Lemon,WR,5,0.001
18,C.J. Allen,LB,4,0.0008
18,Denzel Boston,WR,2,0.0004
18,Rueben Bain,EDGE,1,0.0002
18,T.J. Parker,EDGE,1,0.0002
19,Kenyon Sadiq,TE,1212,0.2424
19,Peter Woods,DT,891,0.1782
19,Keldric Faulk,EDGE,701,0.1402
19,Akheem Mesidor,EDGE,684,0.1368
19,Kadyn Proctor,OT,234,0.0468
19,Omar Cooper Jr.,WR,221,0.0442
19,Spencer Fano,OT,160,0.032
19,Monroe Freeling,OT,122,0.0244
19,Caleb Lomu,OT,115,0.023
19,Jordyn Tyson,WR,99,0.0198
19,Avieon Terrell,CB,77,0.0154
19,T.J. Parker,EDGE,70,0.014
19,Makai Lemon,WR,60,0.012
19,Denzel Boston,WR,54,0.0108
19,Kevin Concepcion,WR,53,0.0106
19,Olaivavega Ioane,IOL,49,0.0098
19,Jermod McCoy,CB,47,0.0094
19,Dillon Thieneman,S,39,0.0078
19,Francis Mauigoa,OT,26,0.0052
19,Caleb Banks,DT,18,0.0036
19,C.J. Allen,LB,15,0.003
19,Caleb Downs,S,14,0.0028
19,Emmanuel McNeil-Warren,S,10,0.002
19,Jeremiyah Love,RB,9,0.0018
19,Rueben Bain,EDGE,7,0.0014
19,Blake Miller,OT,5,0.001
19,Carnell Tate,WR,5,0.001
19,Mansoor Delane,CB,2,0.0004
19,Sonny Styles,LB,1,0.0002
20,Avieon Terrell,CB,800,0.16
20,Akheem Mesidor,EDGE,653,0.1306
20,Keldric Faulk,EDGE,653,0.1306
20,C.J. Allen,LB,478,0.0956
20,Dillon Thieneman,S,441,0.0882
20,Peter Woods,DT,422,0.0844
20,Emmanuel McNeil-Warren,S,392,0.0784
20,T.J. Parker,EDGE,247,0.0494
20,Jermod McCoy,CB,226,0.0452
20,Caleb Lomu,OT,121,0.0242
20,Kadyn Proctor,OT,91,0.0182
20,Spencer Fano,OT,91,0.0182
20,Olaivavega Ioane,IOL,68,0.0136
20,Monroe Freeling,OT,67,0.0134
20,Caleb Downs,S,66,0.0132
20,Kenyon Sadiq,TE,54,0.0108
20,Omar Cooper Jr.,WR,32,0.0064
20,Jordyn Tyson,WR,19,0.0038
20,Mansoor Delane,CB,12,0.0024
20,Kayden McDonald,DT,10,0.002
20,Blake Miller,OT,9,0.0018
20,Jeremiyah Love,RB,9,0.0018
20,Caleb Banks,DT,7,0.0014
20,Francis Mauigoa,OT,7,0.0014
20,Kevin Concepcion,WR,7,0.0014
20,Makai Lemon,WR,6,0.0012
20,Denzel Boston,WR,5,0.001
20,Rueben Bain,EDGE,5,0.001
20,Sonny Styles,LB,2,0.0004
21,Caleb Lomu,OT,1173,0.2346
21,Kadyn Proctor,OT,1154,0.2308
21,Avieon Terrell,CB,625,0.125
21,Spencer Fano,OT,518,0.1036
21,Omar Cooper Jr.,WR,280,0.056
21,Olaivavega Ioane,IOL,276,0.0552
21,Monroe Freeling,OT,265,0.053
21,Denzel Boston,WR,128,0.0256
21,Blake Miller,OT,89,0.0178
21,Jermod McCoy,CB,83,0.0166
21,Jordyn Tyson,WR,57,0.0114
21,Kevin Concepcion,WR,50,0.01
21,Ty Simpson,QB,33,0.0066
21,Kenyon Sadiq,TE,31,0.0062
21,Makai Lemon,WR,30,0.006
21,Francis Mauigoa,OT,26,0.0052
21,Akheem Mesidor,EDGE,25,0.005
21,Keldric Faulk,EDGE,24,0.0048
21,Jeremiyah Love,RB,20,0.004
21,Colton Hood,CB,18,0.0036
21,Max Iheanachor,OT,18,0.0036
21,Dillon Thieneman,S,14,0.0028
21,C.J. Allen,LB,13,0.0026
21,Peter Woods,DT,12,0.0024
21,Emmanuel McNeil-Warren,S,11,0.0022
21,T.J. Parker,EDGE,9,0.0018
21,Mansoor Delane,CB,6,0.0012
21,Caleb Downs,S,3,0.0006
21,Carnell Tate,WR,3,0.0006
21,Garrett Nussmeier,QB,3,0.0006
21,Caleb Banks,DT,1,0.0002
21,Drew Allar,QB,1,0.0002
21,Rueben Bain,EDGE,1,0.0002
22,Peter Woods,DT,925,0.185
22,Olaivavega Ioane,IOL,661,0.1322
22,Keldric Faulk,EDGE,657,0.1314
22,Akheem Mesidor,EDGE,561,0.1122
22,T.J. Parker,EDGE,436,0.0872
22,Omar Cooper Jr.,WR,348,0.0696
22,Emmanuel McNeil-Warren,S,252,0.0504
22,Dillon Thieneman,S,243,0.0486
22,Denzel Boston,WR,183,0.0366
22,Kevin Concepcion,WR,172,0.0344
22,Caleb Banks,DT,105,0.021
22,Kayden McDonald,DT,66,0.0132
22,Caleb Lomu,OT,49,0.0098
22,Kadyn Proctor,OT,47,0.0094
22,Avieon Terrell,CB,41,0.0082
22,Jordyn Tyson,WR,40,0.008
22,Spencer Fano,OT,32,0.0064
22,Caleb Downs,S,31,0.0062
22,Kenyon Sadiq,TE,31,0.0062
22,Makai Lemon,WR,30,0.006
22,Cashius Howell,EDGE,24,0.0048
22,C.J. Allen,LB,21,0.0042
22,Zion Young,EDGE,16,0.0032
22,Monroe Freeling,OT,11,0.0022
22,Blake Miller,OT,7,0.0014
22,Jermod McCoy,CB,5,0.001
22,Max Iheanachor,OT,3,0.0006
22,Carnell Tate,WR,2,0.0004
22,Jeremiyah Love,RB,1,0.0002
23,Kadyn Proctor,OT,687,0.1374
23,Caleb Lomu,OT,686,0.1372
23,T.J. Parker,EDGE,556,0.1112
23,Omar Cooper Jr.,WR,516,0.1032
23,Keldric Faulk,EDGE,316,0.0632
23,Emmanuel McNeil-Warren,S,292,0.0584
23,Akheem Mesidor,EDGE,266,0.0532
23,Denzel Boston,WR,264,0.0528
23,Kevin Concepcion,WR,252,0.0504
23,Blake Miller,OT,242,0.0484
23,Spencer Fano,OT,209,0.0418
23,Kenyon Sadiq,TE,196,0.0392
23,Monroe Freeling,OT,140,0.028
23,Dillon Thieneman,S,128,0.0256
23,Cashius Howell,EDGE,62,0.0124
23,Jordyn Tyson,WR,40,0.008
23,Olaivavega Ioane,IOL,21,0.0042
23,Avieon Terrell,CB,20,0.004
23,Makai Lemon,WR,20,0.004
23,Peter Woods,DT,20,0.004
23,Caleb Downs,S,18,0.0036
23,C.J. Allen,LB,16,0.0032
23,Max Iheanachor,OT,16,0.0032
23,Zion Young,EDGE,11,0.0022
23,Caleb Banks,DT,3,0.0006
23,Francis Mauigoa,OT,2,0.0004
23,Jeremiyah Love,RB,1,0.0002
24,Omar Cooper Jr.,WR,962,0.1924
24,Caleb Lomu,OT,813,0.1626
24,Denzel Boston,WR,771,0.1542
24,Kadyn Proctor,OT,686,0.1372
24,Kevin Concepcion,WR,366,0.0732
24,Olaivavega Ioane,IOL,306,0.0612
24,Blake Miller,OT,169,0.0338
24,Emmanuel McNeil-Warren,S,100,0.02
24,Avieon Terrell,CB,91,0.0182
24,Peter Woods,DT,83,0.0166
24,Monroe Freeling,OT,78,0.0156
24,T.J. Parker,EDGE,77,0.0154
24,Kenyon Sadiq,TE,74,0.0148
24,C.J. Allen,LB,61,0.0122
24,Spencer Fano,OT,61,0.0122
24,Ty Simpson,QB,48,0.0096
24,Dillon Thieneman,S,46,0.0092
24,Keldric Faulk,EDGE,45,0.009
24,Akheem Mesidor,EDGE,35,0.007
24,Caleb Banks,DT,34,0.0068
24,Jordyn Tyson,WR,26,0.0052
24,Makai Lemon,WR,19,0.0038
24,Jermod McCoy,CB,11,0.0022
24,Emmanuel Pregnon,IOL,10,0.002
24,Cashius Howell,EDGE,7,0.0014
24,Max Iheanachor,OT,7,0.0014
24,Kayden McDonald,DT,6,0.0012
24,Zion Young,EDGE,3,0.0006
24,Lee Hunter,DT,2,0.0004
24,Caleb Downs,S,1,0.0002
24,Colton Hood,CB,1,0.0002
24,Francis Mauigoa,OT,1,0.0002
25,Emmanuel McNeil-Warren,S,1188,0.2376
25,Peter Woods,DT,1104,0.2208
25,Caleb Banks,DT,894,0.1788
25,Kayden McDonald,DT,795,0.159
25,Dillon Thieneman,S,401,0.0802
25,Avieon Terrell,CB,103,0.0206
25,C.J. Allen,LB,54,0.0108
25,Omar Cooper Jr.,WR,49,0.0098
25,T.J. Parker,EDGE,46,0.0092
25,Lee Hunter,DT,44,0.0088
25,Kenyon Sadiq,TE,40,0.008
25,Kevin Concepcion,WR,40,0.008
25,Denzel Boston,WR,37,0.0074
25,Caleb Lomu,OT,33,0.0066
25,Kadyn Proctor,OT,28,0.0056
25,Olaivavega Ioane,IOL,24,0.0048
25,Keldric Faulk,EDGE,22,0.0044
25,Akheem Mesidor,EDGE,20,0.004
25,Blake Miller,OT,16,0.0032
25,Caleb Downs,S,15,0.003
25,Colton Hood,CB,12,0.0024
25,Jermod McCoy,CB,12,0.0024
25,Spencer Fano,OT,10,0.002
25,Cashius Howell,EDGE,3,0.0006
25,Monroe Freeling,OT,3,0.0006
25,Mansoor Delane,CB,2,0.0004
25,Brandon Cisse,CB,1,0.0002
25,Chris Johnson,CB,1,0.0002
25,Jordyn Tyson,WR,1,0.0002
25,Max Iheanachor,OT,1,0.0002
25,Ty Simpson,QB,1,0.0002
26,T.J. Parker,EDGE,993,0.1986
26,Kevin Concepcion,WR,701,0.1402
26,Omar Cooper Jr.,WR,696,0.1392
26,Denzel Boston,WR,604,0.1208
26,Cashius Howell,EDGE,301,0.0602
26,Emmanuel McNeil-Warren,S,260,0.052
26,Olaivavega Ioane,IOL,231,0.0462
26,Keldric Faulk,EDGE,230,0.046
26,Akheem Mesidor,EDGE,217,0.0434
26,Kayden McDonald,DT,120,0.024
26,C.J. Allen,LB,103,0.0206
26,Peter Woods,DT,98,0.0196
26,Dillon Thieneman,S,91,0.0182
26,Caleb Banks,DT,90,0.018
26,Zion Young,EDGE,83,0.0166
26,Blake Miller,OT,31,0.0062
26,Avieon Terrell,CB,27,0.0054
26,Kenyon Sadiq,TE,26,0.0052
26,Caleb Lomu,OT,22,0.0044
26,Kadyn Proctor,OT,21,0.0042
26,Emmanuel Pregnon,IOL,15,0.003
26,Jordyn Tyson,WR,11,0.0022
26,Spencer Fano,OT,6,0.0012
26,Colton Hood,CB,5,0.001
26,Lee Hunter,DT,5,0.001
26,Jacob Rodriguez,LB,3,0.0006
26,Makai Lemon,WR,3,0.0006
26,Ty Simpson,QB,2,0.0004
26,Caleb Downs,S,1,0.0002
26,Chris Johnson,CB,1,0.0002
26,Jermod McCoy,CB,1,0.0002
26,Max Iheanachor,OT,1,0.0002
26,Monroe Freeling,OT,1,0.0002
27,Denzel Boston,WR,800,0.16
27,Blake Miller,OT,766,0.1532
27,Kevin Concepcion,WR,582,0.1164
27,Omar Cooper Jr.,WR,489,0.0978
27,Caleb Lomu,OT,376,0.0752
27,Kadyn Proctor,OT,351,0.0702
27,T.J. Parker,EDGE,335,0.067
27,Emmanuel McNeil-Warren,S,238,0.0476
27,Olaivavega Ioane,IOL,171,0.0342
27,Cashius Howell,EDGE,147,0.0294
27,Max Iheanachor,OT,117,0.0234
27,Keldric Faulk,EDGE,87,0.0174
27,Avieon Terrell,CB,85,0.017
27,Dillon Thieneman,S,74,0.0148
27,Akheem Mesidor,EDGE,69,0.0138
27,Spencer Fano,OT,64,0.0128
27,C.J. Allen,LB,45,0.009
27,Zion Young,EDGE,40,0.008
27,Kenyon Sadiq,TE,33,0.0066
27,Caleb Banks,DT,24,0.0048
27,Monroe Freeling,OT,23,0.0046
27,Kayden McDonald,DT,14,0.0028
27,Peter Woods,DT,13,0.0026
27,Emmanuel Pregnon,IOL,11,0.0022
27,Ty Simpson,QB,8,0.0016
27,Jermod McCoy,CB,7,0.0014
27,Makai Lemon,WR,7,0.0014
27,Chase Bisontis,IOL,6,0.0012
27,Colton Hood,CB,6,0.0012
27,Caleb Downs,S,4,0.0008
27,Jordyn Tyson,WR,4,0.0008
27,Chris Johnson,CB,2,0.0004
27,Brandon Cisse,CB,1,0.0002
27,Mansoor Delane,CB,1,0.0002
28,Blake Miller,OT,1096,0.2192
28,Caleb Banks,DT,1010,0.202
28,Kayden McDonald,DT,972,0.1944
28,Peter Woods,DT,330,0.066
28,Caleb Lomu,OT,318,0.0636
28,Kadyn Proctor,OT,268,0.0536
28,Olaivavega Ioane,IOL,162,0.0324
28,Max Iheanachor,OT,160,0.032
28,C.J. Allen,LB,76,0.0152
28,Kevin Concepcion,WR,66,0.0132
28,Kenyon Sadiq,TE,56,0.0112
28,Denzel Boston,WR,55,0.011
28,Avieon Terrell,CB,54,0.0108
28,T.J. Parker,EDGE,52,0.0104
28,Emmanuel McNeil-Warren,S,45,0.009
28,Spencer Fano,OT,32,0.0064
28,Omar Cooper Jr.,WR,31,0.0062
28,Cashius Howell,EDGE,28,0.0056
28,Colton Hood,CB,25,0.005
28,Emmanuel Pregnon,IOL,24,0.0048
28,Chase Bisontis,IOL,22,0.0044
28,Lee Hunter,DT,20,0.004
28,Christen Miller,DT,19,0.0038
28,Dillon Thieneman,S,19,0.0038
28,Keldric Faulk,EDGE,16,0.0032
28,Akheem Mesidor,EDGE,9,0.0018
28,Monroe Freeling,OT,9,0.0018
28,Ty Simpson,QB,6,0.0012
28,Zion Young,EDGE,6,0.0012
28,Jermod McCoy,CB,5,0.001
28,Brandon Cisse,CB,4,0.0008
28,Jacob Rodriguez,LB,3,0.0006
28,Chris Johnson,CB,1,0.0002
28,Jordyn Tyson,WR,1,0.0002
29,Cashius Howell,EDGE,769,0.1538
29,T.J. Parker,EDGE,689,0.1378
29,Avieon Terrell,CB,549,0.1098
29,Kevin Concepcion,WR,426,0.0852
29,Zion Young,EDGE,378,0.0756
29,Denzel Boston,WR,338,0.0676
29,Colton Hood,CB,305,0.061
29,Blake Miller,OT,271,0.0542
29,Emmanuel McNeil-Warren,S,242,0.0484
29,Omar Cooper Jr.,WR,200,0.04
29,Keldric Faulk,EDGE,135,0.027
29,Akheem Mesidor,EDGE,116,0.0232
29,Brandon Cisse,CB,85,0.017
29,Dillon Thieneman,S,74,0.0148
29,Caleb Lomu,OT,62,0.0124
29,Kadyn Proctor,OT,62,0.0124
29,C.J. Allen,LB,56,0.0112
29,Jermod McCoy,CB,48,0.0096
29,Max Iheanachor,OT,48,0.0096
29,Kenyon Sadiq,TE,38,0.0076
29,Kayden McDonald,DT,25,0.005
29,Caleb Banks,DT,22,0.0044
29,Chris Johnson,CB,13,0.0026
29,Peter Woods,DT,13,0.0026
