team,player,position,count,probability,moneyline
CLE,Denzel Boston,WR,771,0.1542,+549
CLE,Kadyn Proctor,OT,686,0.1372,+629
CLE,Kevin Concepcion,WR,366,0.0732,+1266
CLE,Olaivavega Ioane,IOL,318,0.0636,+1472
CLE,Makai Lemon,WR,314,0.0628,+1492
CLE,Jordyn Tyson,WR,289,0.0578,+1630
CLE,Spencer Fano,OT,198,0.0396,+2425
CLE,Blake Miller,OT,169,0.0338,+2859
CLE,Rueben Bain,EDGE,123,0.0246,+3965
CLE,Jeremiyah Love,RB,122,0.0244,+3998
CLE,David Bailey,EDGE,112,0.0224,+4364
CLE,Sonny Styles,LB,104,0.0208,+4708
CLE,Emmanuel McNeil-Warren,S,100,0.02,+4900
CLE,Avieon Terrell,CB,91,0.0182,+5395
CLE,Peter Woods,DT,83,0.0166,+5924
CLE,Kenyon Sadiq,TE,77,0.0154,+6394
CLE,T.J. Parker,EDGE,77,0.0154,+6394
CLE,C.J. Allen,LB,61,0.0122,+8097
CLE,Ty Simpson,QB,48,0.0096,+10317
CLE,Dillon Thieneman,S,46,0.0092,+10770
CLE,Keldric Faulk,EDGE,45,0.009,+11011
CLE,Mansoor Delane,CB,37,0.0074,+13414
CLE,Akheem Mesidor,EDGE,35,0.007,+14186
CLE,Caleb Banks,DT,34,0.0068,+14606
CLE,Caleb Downs,S,26,0.0052,+19131
CLE,Arvell Reese,EDGE,14,0.0028,+35614
CLE,Jermod McCoy,CB,13,0.0026,+38362
CLE,Emmanuel Pregnon,IOL,10,0.002,+49900
CLE,Cashius Howell,EDGE,7,0.0014,+71329
CLE,Max Iheanachor,OT,7,0.0014,+71329
CLE,Kayden McDonald,DT,6,0.0012,+83233
CLE,Zion Young,EDGE,3,0.0006,+166567
CLE,Lee Hunter,DT,2,0.0004,+249900
CLE,Colton Hood,CB,1,0.0002,+499900
DAL,Jermod McCoy,CB,2065,0.413,+142
DAL,Avieon Terrell,CB,1040,0.208,+381
DAL,Mansoor Delane,CB,871,0.1742,+474
DAL,Keldric Faulk,EDGE,849,0.1698,+489
DAL,Akheem Mesidor,EDGE,846,0.1692,+491
DAL,Dillon Thieneman,S,601,0.1202,+732
DAL,C.J. Allen,LB,478,0.0956,+946
DAL,Peter Woods,DT,429,0.0858,+1066
DAL,Emmanuel McNeil-Warren,S,397,0.0794,+1159
DAL,Caleb Downs,S,357,0.0714,+1301
DAL,T.J. Parker,EDGE,247,0.0494,+1924
DAL,Spencer Fano,OT,208,0.0416,+2304
DAL,Sonny Styles,LB,196,0.0392,+2451
DAL,Monroe Freeling,OT,179,0.0358,+2693
DAL,Francis Mauigoa,OT,177,0.0354,+2725
DAL,Jeremiyah Love,RB,176,0.0352,+2741
DAL,Rueben Bain,EDGE,155,0.031,+3126
DAL,Caleb Lomu,OT,127,0.0254,+3837
DAL,Jordyn Tyson,WR,119,0.0238,+4102
DAL,Olaivavega Ioane,IOL,105,0.021,+4662
DAL,Kadyn Proctor,OT,98,0.0196,+5002
DAL,Makai Lemon,WR,93,0.0186,+5276
DAL,Kenyon Sadiq,TE,89,0.0178,+5518
DAL,Omar Cooper Jr.,WR,32,0.0064,+15525
DAL,Carnell Tate,WR,28,0.0056,+17757
DAL,Kayden McDonald,DT,10,0.002,+49900
DAL,Blake Miller,OT,9,0.0018,+55456
DAL,Caleb Banks,DT,7,0.0014,+71329
DAL,Kevin Concepcion,WR,7,0.0014,+71329
DAL,Denzel Boston,WR,5,0.001,+99900
DET,Spencer Fano,OT,1448,0.2896,+245
DET,Monroe Freeling,OT,898,0.1796,+457
DET,Kadyn Proctor,OT,828,0.1656,+504
DET,Caleb Lomu,OT,814,0.1628,+514
DET,Peter Woods,DT,313,0.0626,+1497
DET,Francis Mauigoa,OT,217,0.0434,+2204
DET,Akheem Mesidor,EDGE,120,0.024,+4067
DET,Keldric Faulk,EDGE,84,0.0168,+5852
DET,Kenyon Sadiq,TE,48,0.0096,+10317
DET,Dillon Thieneman,S,47,0.0094,+10538
DET,Jeremiyah Love,RB,32,0.0064,+15525
DET,Olaivavega Ioane,IOL,32,0.0064,+15525
DET,Caleb Downs,S,25,0.005,+19900
DET,Jermod McCoy,CB,24,0.0048,+20733
DET,Jordyn Tyson,WR,13,0.0026,+38362
DET,Avieon Terrell,CB,12,0.0024,+41567
DET,Makai Lemon,WR,10,0.002,+49900
DET,Emmanuel McNeil-Warren,S,9,0.0018,+55456
DET,T.J. Parker,EDGE,8,0.0016,+62400
DET,C.J. Allen,LB,7,0.0014,+71329
DET,Omar Cooper Jr.,WR,4,0.0008,+124900
DET,Mansoor Delane,CB,3,0.0006,+166567
DET,Rueben Bain,EDGE,3,0.0006,+166567
DET,Denzel Boston,WR,1,0.0002,+499900
HOU,Blake Miller,OT,1096,0.2192,+356
HOU,Caleb Banks,DT,1010,0.202,+395
HOU,Kayden McDonald,DT,972,0.1944,+414
HOU,Peter Woods,DT,330,0.066,+1415
HOU,Caleb Lomu,OT,318,0.0636,+1472
HOU,Kadyn Proctor,OT,268,0.0536,+1766
HOU,Olaivavega Ioane,IOL,162,0.0324,+2986
HOU,Max Iheanachor,OT,160,0.032,+3025
HOU,C.J. Allen,LB,76,0.0152,+6479
HOU,Kevin Concepcion,WR,66,0.0132,+7476
HOU,Kenyon Sadiq,TE,56,0.0112,+8829
HOU,Denzel Boston,WR,55,0.011,+8991
HOU,Avieon Terrell,CB,54,0.0108,+9159
HOU,T.J. Parker,EDGE,52,0.0104,+9515
HOU,Emmanuel McNeil-Warren,S,45,0.009,+11011
HOU,Spencer Fano,OT,32,0.0064,+15525
HOU,Omar Cooper Jr.,WR,31,0.0062,+16029
HOU,Cashius Howell,EDGE,28,0.0056,+17757
HOU,Colton Hood,CB,25,0.005,+19900
HOU,Emmanuel Pregnon,IOL,24,0.0048,+20733
HOU,Chase Bisontis,IOL,22,0.0044,+22627
HOU,Lee Hunter,DT,20,0.004,+24900
HOU,Christen Miller,DT,19,0.0038,+26216
HOU,Dillon Thieneman,S,19,0.0038,+26216
HOU,Keldric Faulk,EDGE,16,0.0032,+31150
HOU,Akheem Mesidor,EDGE,9,0.0018,+55456
HOU,Monroe Freeling,OT,9,0.0018,+55456
HOU,Ty Simpson,QB,6,0.0012,+83233
HOU,Zion Young,EDGE,6,0.0012,+83233
HOU,Jermod McCoy,CB,5,0.001,+99900
HOU,Brandon Cisse,CB,4,0.0008,+124900
HOU,Jacob Rodriguez,LB,3,0.0006,+166567
HOU,Chris Johnson,CB,1,0.0002,+499900
HOU,Jordyn Tyson,WR,1,0.0002,+499900
KC,Mansoor Delane,CB,1095,0.219,+357
KC,Francis Mauigoa,OT,878,0.1756,+469
KC,Cashius Howell,EDGE,769,0.1538,+550
KC,T.J. Parker,EDGE,689,0.1378,+626
KC,Avieon Terrell,CB,549,0.1098,+811
KC,Caleb Downs,S,514,0.1028,+873
KC,Rueben Bain,EDGE,512,0.1024,+877
KC,Monroe Freeling,OT,484,0.0968,+933
KC,Kevin Concepcion,WR,426,0.0852,+1074
KC,Zion Young,EDGE,378,0.0756,+1223
KC,Denzel Boston,WR,338,0.0676,+1379
KC,Spencer Fano,OT,317,0.0634,+1477
KC,Colton Hood,CB,305,0.061,+1539
KC,Jermod McCoy,CB,282,0.0564,+1673
KC,Blake Miller,OT,271,0.0542,+1745
KC,Makai Lemon,WR,243,0.0486,+1958
KC,Emmanuel McNeil-Warren,S,242,0.0484,+1966
KC,Jordyn Tyson,WR,218,0.0436,+2194
KC,Carnell Tate,WR,201,0.0402,+2388
KC,Omar Cooper Jr.,WR,200,0.04,+2400
KC,Keldric Faulk,EDGE,190,0.038,+2532
KC,Akheem Mesidor,EDGE,161,0.0322,+3006
KC,Jeremiyah Love,RB,101,0.0202,+4850
KC,Dillon Thieneman,S,95,0.019,+5163
KC,Brandon Cisse,CB,85,0.017,+5782
KC,Sonny Styles,LB,78,0.0156,+6310
KC,Caleb Lomu,OT,62,0.0124,+7965
KC,Kadyn Proctor,OT,62,0.0124,+7965
KC,C.J. Allen,LB,56,0.0112,+8829
KC,Max Iheanachor,OT,48,0.0096,+10317
KC,Kenyon Sadiq,TE,42,0.0084,+11805
KC,Kayden McDonald,DT,25,0.005,+19900
KC,Caleb Banks,DT,22,0.0044,+22627
KC,Chris Johnson,CB,13,0.0026,+38362
KC,Olaivavega Ioane,IOL,13,0.0026,+38362
KC,Peter Woods,DT,13,0.0026,+38362
KC,David Bailey,EDGE,10,0.002,+49900
KC,Lee Hunter,DT,6,0.0012,+83233
KC,Ty Simpson,QB,3,0.0006,+166567
KC,Jadarian Price,RB,2,0.0004,+249900
KC,Christen Miller,DT,1,0.0002,+499900
KC,Emmanuel Pregnon,IOL,1,0.0002,+499900
LAC,Peter Woods,DT,925,0.185,+441
LAC,Olaivavega Ioane,IOL,661,0.1322,+656
LAC,Keldric Faulk,EDGE,657,0.1314,+661
LAC,Akheem Mesidor,EDGE,561,0.1122,+791
LAC,T.J. Parker,EDGE,436,0.0872,+1047
LAC,Omar Cooper Jr.,WR,348,0.0696,+1337
LAC,Emmanuel McNeil-Warren,S,252,0.0504,+1884
LAC,Dillon Thieneman,S,243,0.0486,+1958
LAC,Denzel Boston,WR,183,0.0366,+2632
LAC,Kevin Concepcion,WR,172,0.0344,+2807
LAC,Caleb Banks,DT,105,0.021,+4662
LAC,Kayden McDonald,DT,66,0.0132,+7476
LAC,Caleb Lomu,OT,49,0.0098,+10104
LAC,Kadyn Proctor,OT,47,0.0094,+10538
LAC,Avieon Terrell,CB,41,0.0082,+12095
LAC,Jordyn Tyson,WR,40,0.008,+12400
LAC,Spencer Fano,OT,32,0.0064,+15525
LAC,Caleb Downs,S,31,0.0062,+16029
LAC,Kenyon Sadiq,TE,31,0.0062,+16029
LAC,Makai Lemon,WR,30,0.006,+16567
LAC,Cashius Howell,EDGE,24,0.0048,+20733
LAC,C.J. Allen,LB,21,0.0042,+23710
LAC,Zion Young,EDGE,16,0.0032,+31150
LAC,Monroe Freeling,OT,11,0.0022,+45355
LAC,Blake Miller,OT,7,0.0014,+71329
LAC,Jermod McCoy,CB,5,0.001,+99900
LAC,Max Iheanachor,OT,3,0.0006,+166567
LAC,Carnell Tate,WR,2,0.0004,+249900
LAC,Jeremiyah Love,RB,1,0.0002,+499900
LAR,Jordyn Tyson,WR,1229,0.2458,+307
LAR,Spencer Fano,OT,882,0.1764,+467
LAR,Makai Lemon,WR,879,0.1758,+469
LAR,Monroe Freeling,OT,761,0.1522,+557
LAR,Francis Mauigoa,OT,557,0.1114,+798
LAR,Carnell Tate,WR,175,0.035,+2757
LAR,Kadyn Proctor,OT,130,0.026,+3746
LAR,Jeremiyah Love,RB,94,0.0188,+5219
LAR,Caleb Lomu,OT,47,0.0094,+10538
LAR,Jermod McCoy,CB,31,0.0062,+16029
LAR,Caleb Downs,S,29,0.0058,+17141
LAR,Kenyon Sadiq,TE,28,0.0056,+17757
LAR,Olaivavega Ioane,IOL,28,0.0056,+17757
LAR,Sonny Styles,LB,28,0.0056,+17757
LAR,Dillon Thieneman,S,21,0.0042,+23710
LAR,Mansoor Delane,CB,19,0.0038,+26216
LAR,Omar Cooper Jr.,WR,16,0.0032,+31150
LAR,Akheem Mesidor,EDGE,15,0.003,+33233
LAR,Keldric Faulk,EDGE,13,0.0026,+38362
LAR,Rueben Bain,EDGE,13,0.0026,+38362
LAR,Avieon Terrell,CB,3,0.0006,+166567
LAR,Peter Woods,DT,1,0.0002,+499900
LAR,Ty Simpson,QB,1,0.0002,+499900
LV,Fernando Mendoza,QB,5000,1.0,-inf
MIA,Makai Lemon,WR,1169,0.2338,+328
MIA,Mansoor Delane,CB,771,0.1542,+549
MIA,Jordyn Tyson,WR,753,0.1506,+564
MIA,Jermod McCoy,CB,698,0.1396,+616
MIA,Kevin Concepcion,WR,641,0.1282,+680
MIA,Kenyon Sadiq,TE,553,0.1106,+804
MIA,Denzel Boston,WR,494,0.0988,+912
MIA,Avieon Terrell,CB,452,0.0904,+1006
MIA,Cashius Howell,EDGE,451,0.0902,+1009
MIA,Colton Hood,CB,442,0.0884,+1031
MIA,T.J. Parker,EDGE,356,0.0712,+1304
MIA,Emmanuel McNeil-Warren,S,313,0.0626,+1497
MIA,Olaivavega Ioane,IOL,308,0.0616,+1523
MIA,Omar Cooper Jr.,WR,270,0.054,+1752
MIA,Carnell Tate,WR,239,0.0478,+1992
MIA,Zion Young,EDGE,239,0.0478,+1992
MIA,Caleb Downs,S,205,0.041,+2339
MIA,Dillon Thieneman,S,179,0.0358,+2693
MIA,Rueben Bain,EDGE,168,0.0336,+2876
MIA,Akheem Mesidor,EDGE,163,0.0326,+2967
MIA,Emmanuel Pregnon,IOL,138,0.0276,+3523
MIA,Brandon Cisse,CB,133,0.0266,+3659
MIA,Jeremiyah Love,RB,108,0.0216,+4530
MIA,C.J. Allen,LB,103,0.0206,+4754
MIA,Keldric Faulk,EDGE,90,0.018,+5456
MIA,Spencer Fano,OT,76,0.0152,+6479
MIA,Blake Miller,OT,69,0.0138,+7146
MIA,Caleb Banks,DT,69,0.0138,+7146
MIA,Francis Mauigoa,OT,68,0.0136,+7253
MIA,Monroe Freeling,OT,59,0.0118,+8375
MIA,Kayden McDonald,DT,42,0.0084,+11805
MIA,Max Iheanachor,OT,32,0.0064,+15525
MIA,Sonny Styles,LB,29,0.0058,+17141
MIA,Chris Johnson,CB,27,0.0054,+18419
MIA,Chase Bisontis,IOL,23,0.0046,+21639
MIA,Peter Woods,DT,17,0.0034,+29312
MIA,Ty Simpson,QB,17,0.0034,+29312
MIA,Caleb Lomu,OT,11,0.0022,+45355
MIA,Lee Hunter,DT,11,0.0022,+45355
MIA,Kadyn Proctor,OT,9,0.0018,+55456
MIA,Anthony Hill Jr.,LB,2,0.0004,+249900
MIA,Christen Miller,DT,1,0.0002,+499900
MIA,David Bailey,EDGE,1,0.0002,+499900
MIA,Jadarian Price,RB,1,0.0002,+499900
MIN,Dillon Thieneman,S,2265,0.453,+121
MIN,Avieon Terrell,CB,679,0.1358,+636
MIN,Emmanuel McNeil-Warren,S,526,0.1052,+851
MIN,Caleb Downs,S,342,0.0684,+1362
MIN,Peter Woods,DT,331,0.0662,+1411
MIN,Jermod McCoy,CB,275,0.055,+1718
MIN,Jeremiyah Love,RB,114,0.0228,+4286
MIN,Akheem Mesidor,EDGE,59,0.0118,+8375
MIN,Keldric Faulk,EDGE,53,0.0106,+9334
MIN,Kenyon Sadiq,TE,53,0.0106,+9334
MIN,Spencer Fano,OT,53,0.0106,+9334
MIN,Monroe Freeling,OT,41,0.0082,+12095
MIN,Kadyn Proctor,OT,40,0.008,+12400
MIN,Caleb Lomu,OT,39,0.0078,+12721
MIN,Olaivavega Ioane,IOL,39,0.0078,+12721
MIN,Mansoor Delane,CB,36,0.0072,+13789
MIN,Francis Mauigoa,OT,14,0.0028,+35614
MIN,Jordyn Tyson,WR,14,0.0028,+35614
MIN,Omar Cooper Jr.,WR,14,0.0028,+35614
MIN,Makai Lemon,WR,5,0.001,+99900
MIN,C.J. Allen,LB,4,0.0008,+124900
MIN,Denzel Boston,WR,2,0.0004,+249900
MIN,Rueben Bain,EDGE,1,0.0002,+499900
MIN,T.J. Parker,EDGE,1,0.0002,+499900
NE,Cashius Howell,EDGE,795,0.159,+529
NE,Caleb Banks,DT,505,0.101,+890
NE,T.J. Parker,EDGE,472,0.0944,+959
NE,Zion Young,EDGE,467,0.0934,+971
NE,Kayden McDonald,DT,465,0.093,+975
NE,Blake Miller,OT,453,0.0906,+1004
NE,Kevin Concepcion,WR,325,0.065,+1438
NE,Denzel Boston,WR,252,0.0504,+1884
NE,Kenyon Sadiq,TE,213,0.0426,+2247
NE,Max Iheanachor,OT,205,0.041,+2339
NE,C.J. Allen,LB,157,0.0314,+3085
NE,Omar Cooper Jr.,WR,138,0.0276,+3523
NE,Peter Woods,DT,95,0.019,+5163
NE,Caleb Lomu,OT,68,0.0136,+7253
NE,Kadyn Proctor,OT,60,0.012,+8233
NE,Keldric Faulk,EDGE,55,0.011,+8991
NE,Lee Hunter,DT,51,0.0102,+9704
NE,Colton Hood,CB,42,0.0084,+11805
NE,Akheem Mesidor,EDGE,36,0.0072,+13789
NE,R Mason Thomas,EDGE,27,0.0054,+18419
NE,Brandon Cisse,CB,22,0.0044,+22627
NE,Avieon Terrell,CB,21,0.0042,+23710
NE,Emmanuel McNeil-Warren,S,18,0.0036,+27678
NE,Christen Miller,DT,11,0.0022,+45355
NE,Ty Simpson,QB,11,0.0022,+45355
NE,Emmanuel Pregnon,IOL,9,0.0018,+55456
NE,Chris Johnson,CB,7,0.0014,+71329
NE,Dillon Thieneman,S,5,0.001,+99900
NE,Spencer Fano,OT,4,0.0008,+124900
NE,Anthony Hill Jr.,LB,3,0.0006,+166567
NE,Olaivavega Ioane,IOL,3,0.0006,+166567
NE,Jacob Rodriguez,LB,2,0.0004,+249900
NE,Jadarian Price,RB,1,0.0002,+499900
NE,Jermod McCoy,CB,1,0.0002,+499900
NE,Monroe Freeling,OT,1,0.0002,+499900
NO,Mansoor Delane,CB,1645,0.329,+204
NO,Rueben Bain,EDGE,1027,0.2054,+387
NO,Makai Lemon,WR,580,0.116,+762
NO,Carnell Tate,WR,559,0.1118,+794
NO,Jordyn Tyson,WR,251,0.0502,+1892
NO,Jermod McCoy,CB,224,0.0448,+2132
NO,Jeremiyah Love,RB,177,0.0354,+2725
NO,Sonny Styles,LB,157,0.0314,+3085
NO,Francis Mauigoa,OT,107,0.0214,+4573
NO,David Bailey,EDGE,91,0.0182,+5395
NO,Akheem Mesidor,EDGE,72,0.0144,+6844
NO,Caleb Downs,S,47,0.0094,+10538
NO,Spencer Fano,OT,28,0.0056,+17757
NO,Monroe Freeling,OT,25,0.005,+19900
NO,Arvell Reese,EDGE,4,0.0008,+124900
NO,Kenyon Sadiq,TE,4,0.0008,+124900
NO,Olaivavega Ioane,IOL,2,0.0004,+249900
NYG,Sonny Styles,LB,1538,0.3076,+225
NYG,Caleb Downs,S,756,0.1512,+561
NYG,Jeremiyah Love,RB,756,0.1512,+561
NYG,Francis Mauigoa,OT,729,0.1458,+586
NYG,Carnell Tate,WR,712,0.1424,+602
NYG,Makai Lemon,WR,151,0.0302,+3211
NYG,Spencer Fano,OT,76,0.0152,+6479
NYG,Monroe Freeling,OT,74,0.0148,+6657
NYG,Rueben Bain,EDGE,73,0.0146,+6749
NYG,David Bailey,EDGE,57,0.0114,+8672
NYG,Jordyn Tyson,WR,44,0.0088,+11264
NYG,Mansoor Delane,CB,19,0.0038,+26216
NYG,Arvell Reese,EDGE,15,0.003,+33233
NYJ,Arvell Reese,EDGE,3420,0.684,-216
NYJ,David Bailey,EDGE,1206,0.2412,+315
NYJ,Olaivavega Ioane,IOL,853,0.1706,+486
NYJ,Jordyn Tyson,WR,583,0.1166,+758
NYJ,Jermod McCoy,CB,545,0.109,+817
NYJ,Makai Lemon,WR,359,0.0718,+1293
NYJ,Avieon Terrell,CB,344,0.0688,+1353
NYJ,Omar Cooper Jr.,WR,261,0.0522,+1816
NYJ,Spencer Fano,OT,249,0.0498,+1908
NYJ,Akheem Mesidor,EDGE,222,0.0444,+2152
NYJ,Monroe Freeling,OT,215,0.043,+2226
NYJ,Keldric Faulk,EDGE,198,0.0396,+2425
NYJ,Sonny Styles,LB,173,0.0346,+2790
NYJ,C.J. Allen,LB,152,0.0304,+3189
NYJ,Jeremiyah Love,RB,138,0.0276,+3523
NYJ,Dillon Thieneman,S,137,0.0274,+3550
NYJ,Rueben Bain,EDGE,136,0.0272,+3576
