pick,player,position,count,probability,moneyline
13,Olaivavega Ioane,IOL,28,0.0056,+17757
13,Sonny Styles,LB,28,0.0056,+17757
13,Dillon Thieneman,S,21,0.0042,+23710
13,Mansoor Delane,CB,19,0.0038,+26216
13,Omar Cooper Jr.,WR,16,0.0032,+31150
13,Akheem Mesidor,EDGE,15,0.003,+33233
13,Keldric Faulk,EDGE,13,0.0026,+38362
13,Rueben Bain,EDGE,13,0.0026,+38362
13,Avieon Terrell,CB,3,0.0006,+166567
13,Peter Woods,DT,1,0.0002,+499900
13,Ty Simpson,QB,1,0.0002,+499900
14,Olaivavega Ioane,IOL,1196,0.2392,+318
14,Jordyn Tyson,WR,983,0.1966,+409
14,Kenyon Sadiq,TE,902,0.1804,+454
14,Makai Lemon,WR,746,0.1492,+570
14,Akheem Mesidor,EDGE,161,0.0322,+3006
14,Spencer Fano,OT,150,0.03,+3233
14,Jeremiyah Love,RB,143,0.0286,+3397
14,Monroe Freeling,OT,127,0.0254,+3837
14,Francis Mauigoa,OT,99,0.0198,+4951
14,Carnell Tate,WR,81,0.0162,+6073
14,Keldric Faulk,EDGE,72,0.0144,+6844
14,Jermod McCoy,CB,67,0.0134,+7363
14,Dillon Thieneman,S,44,0.0088,+11264
14,Caleb Downs,S,43,0.0086,+11528
14,Rueben Bain,EDGE,40,0.008,+12400
14,Omar Cooper Jr.,WR,33,0.0066,+15052
14,Kadyn Proctor,OT,32,0.0064,+15525
14,Caleb Lomu,OT,26,0.0052,+19131
14,Mansoor Delane,CB,24,0.0048,+20733
14,Peter Woods,DT,14,0.0028,+35614
14,Sonny Styles,LB,7,0.0014,+71329
14,Emmanuel McNeil-Warren,S,5,0.001,+99900
14,Avieon Terrell,CB,3,0.0006,+166567
14,C.J. Allen,LB,1,0.0002,+499900
14,Ty Simpson,QB,1,0.0002,+499900
15,Keldric Faulk,EDGE,1251,0.2502,+300
15,Akheem Mesidor,EDGE,1210,0.242,+313
15,Kenyon Sadiq,TE,895,0.179,+459
15,Jermod McCoy,CB,537,0.1074,+831
15,Olaivavega Ioane,IOL,272,0.0544,+1738
15,Avieon Terrell,CB,226,0.0452,+2112
15,Mansoor Delane,CB,147,0.0294,+3301
15,Rueben Bain,EDGE,101,0.0202,+4850
15,Jeremiyah Love,RB,67,0.0134,+7363
15,Spencer Fano,OT,63,0.0126,+7837
15,Monroe Freeling,OT,55,0.011,+8991
15,Francis Mauigoa,OT,36,0.0072,+13789
15,T.J. Parker,EDGE,30,0.006,+16567
15,Caleb Downs,S,20,0.004,+24900
15,Jordyn Tyson,WR,19,0.0038,+26216
15,Dillon Thieneman,S,18,0.0036,+27678
15,Kadyn Proctor,OT,16,0.0032,+31150
15,Caleb Lomu,OT,15,0.003,+33233
15,Makai Lemon,WR,11,0.0022,+45355
15,Sonny Styles,LB,5,0.001,+99900
15,Carnell Tate,WR,2,0.0004,+249900
15,Peter Woods,DT,2,0.0004,+249900
15,Emmanuel McNeil-Warren,S,1,0.0002,+499900
15,Omar Cooper Jr.,WR,1,0.0002,+499900
16,Olaivavega Ioane,IOL,853,0.1706,+486
16,Jordyn Tyson,WR,583,0.1166,+758
16,Jermod McCoy,CB,545,0.109,+817
16,Makai Lemon,WR,359,0.0718,+1293
16,Avieon Terrell,CB,344,0.0688,+1353
16,Omar Cooper Jr.,WR,261,0.0522,+1816
16,Spencer Fano,OT,249,0.0498,+1908
16,Akheem Mesidor,EDGE,222,0.0444,+2152
16,Monroe Freeling,OT,215,0.043,+2226
16,Keldric Faulk,EDGE,198,0.0396,+2425
16,C.J. Allen,LB,152,0.0304,+3189
16,Dillon Thieneman,S,137,0.0274,+3550
16,Kenyon Sadiq,TE,126,0.0252,+3868
16,Jeremiyah Love,RB,121,0.0242,+4032
16,Kadyn Proctor,OT,119,0.0238,+4102
16,Francis Mauigoa,OT,104,0.0208,+4708
16,Mansoor Delane,CB,88,0.0176,+5582
16,Ty Simpson,QB,72,0.0144,+6844
16,Caleb Downs,S,61,0.0122,+8097
16,Denzel Boston,WR,45,0.009,+11011
16,Caleb Lomu,OT,43,0.0086,+11528
16,Carnell Tate,WR,32,0.0064,+15525
16,Peter Woods,DT,27,0.0054,+18419
16,Sonny Styles,LB,13,0.0026,+38362
16,Emmanuel McNeil-Warren,S,12,0.0024,+41567
16,Rueben Bain,EDGE,11,0.0022,+45355
16,T.J. Parker,EDGE,5,0.001,+99900
16,Drew Allar,QB,2,0.0004,+249900
16,Garrett Nussmeier,QB,1,0.0002,+499900
17,Spencer Fano,OT,1448,0.2896,+245
17,Monroe Freeling,OT,898,0.1796,+457
17,Kadyn Proctor,OT,828,0.1656,+504
17,Caleb Lomu,OT,814,0.1628,+514
17,Peter Woods,DT,313,0.0626,+1497
17,Francis Mauigoa,OT,217,0.0434,+2204
17,Akheem Mesidor,EDGE,120,0.024,+4067
17,Keldric Faulk,EDGE,84,0.0168,+5852
17,Kenyon Sadiq,TE,48,0.0096,+10317
17,Dillon Thieneman,S,47,0.0094,+10538
17,Jeremiyah Love,RB,32,0.0064,+15525
17,Olaivavega Ioane,IOL,32,0.0064,+15525
17,Caleb Downs,S,25,0.005,+19900
17,Jermod McCoy,CB,24,0.0048,+20733
17,Jordyn Tyson,WR,13,0.0026,+38362
17,Avieon Terrell,CB,12,0.0024,+41567
17,Makai Lemon,WR,10,0.002,+49900
17,Emmanuel McNeil-Warren,S,9,0.0018,+55456
17,T.J. Parker,EDGE,8,0.0016,+62400
17,C.J. Allen,LB,7,0.0014,+71329
17,Omar Cooper Jr.,WR,4,0.0008,+124900
17,Mansoor Delane,CB,3,0.0006,+166567
17,Rueben Bain,EDGE,3,0.0006,+166567
17,Denzel Boston,WR,1,0.0002,+499900
18,Dillon Thieneman,S,2265,0.453,+121
18,Avieon Terrell,CB,679,0.1358,+636
18,Emmanuel McNeil-Warren,S,526,0.1052,+851
18,Caleb Downs,S,342,0.0684,+1362
18,Peter Woods,DT,331,0.0662,+1411
18,Jermod McCoy,CB,275,0.055,+1718
18,Jeremiyah Love,RB,114,0.0228,+4286
18,Akheem Mesidor,EDGE,59,0.0118,+8375
18,Keldric Faulk,EDGE,53,0.0106,+9334
18,Kenyon Sadiq,TE,53,0.0106,+9334
18,Spencer Fano,OT,53,0.0106,+9334
18,Monroe Freeling,OT,41,0.0082,+12095
18,Kadyn Proctor,OT,40,0.008,+12400
18,Caleb Lomu,OT,39,0.0078,+12721
18,Olaivavega Ioane,IOL,39,0.0078,+12721
18,Mansoor Delane,CB,36,0.0072,+13789
18,Francis Mauigoa,OT,14,0.0028,+35614
18,Jordyn Tyson,WR,14,0.0028,+35614
18,Omar Cooper Jr.,WR,14,0.0028,+35614
18,Makai Lemon,WR,5,0.001,+99900
18,C.J. Allen,LB,4,0.0008,+124900
18,Denzel Boston,WR,2,0.0004,+249900
18,Rueben Bain,EDGE,1,0.0002,+499900
18,T.J. Parker,EDGE,1,0.0002,+499900
19,Kenyon Sadiq,TE,1212,0.2424,+313
19,Peter Woods,DT,891,0.1782,+461
19,Keldric Faulk,EDGE,701,0.1402,+613
19,Akheem Mesidor,EDGE,684,0.1368,+631
19,Kadyn Proctor,OT,234,0.0468,+2037
19,Omar Cooper Jr.,WR,221,0.0442,+2162
19,Spencer Fano,OT,160,0.032,+3025
19,Monroe Freeling,OT,122,0.0244,+3998
19,Caleb Lomu,OT,115,0.023,+4248
19,Jordyn Tyson,WR,99,0.0198,+4951
19,Avieon Terrell,CB,77,0.0154,+6394
19,T.J. Parker,EDGE,70,0.014,+7043
19,Makai Lemon,WR,60,0.012,+8233
19,Denzel Boston,WR,54,0.0108,+9159
19,Kevin Concepcion,WR,53,0.0106,+9334
19,Olaivavega Ioane,IOL,49,0.0098,+10104
19,Jermod McCoy,CB,47,0.0094,+10538
19,Dillon Thieneman,S,39,0.0078,+12721
19,Francis Mauigoa,OT,26,0.0052,+19131
19,Caleb Banks,DT,18,0.0036,+27678
19,C.J. Allen,LB,15,0.003,+33233
19,Caleb Downs,S,14,0.0028,+35614
19,Emmanuel McNeil-Warren,S,10,0.002,+49900
19,Jeremiyah Love,RB,9,0.0018,+55456
19,Rueben Bain,EDGE,7,0.0014,+71329
19,Blake Miller,OT,5,0.001,+99900
19,Carnell Tate,WR,5,0.001,+99900
19,Mansoor Delane,CB,2,0.0004,+249900
19,Sonny Styles,LB,1,0.0002,+499900
20,Avieon Terrell,CB,800,0.16,+525
20,Akheem Mesidor,EDGE,653,0.1306,+666
20,Keldric Faulk,EDGE,653,0.1306,+666
20,C.J. Allen,LB,478,0.0956,+946
20,Dillon Thieneman,S,441,0.0882,+1034
20,Peter Woods,DT,422,0.0844,+1085
20,Emmanuel McNeil-Warren,S,392,0.0784,+1176
20,T.J. Parker,EDGE,247,0.0494,+1924
20,Jermod McCoy,CB,226,0.0452,+2112
20,Caleb Lomu,OT,121,0.0242,+4032
20,Kadyn Proctor,OT,91,0.0182,+5395
20,Spencer Fano,OT,91,0.0182,+5395
20,Olaivavega Ioane,IOL,68,0.0136,+7253
20,Monroe Freeling,OT,67,0.0134,+7363
20,Caleb Downs,S,66,0.0132,+7476
20,Kenyon Sadiq,TE,54,0.0108,+9159
20,Omar Cooper Jr.,WR,32,0.0064,+15525
20,Jordyn Tyson,WR,19,0.0038,+26216
20,Mansoor Delane,CB,12,0.0024,+41567
20,Kayden McDonald,DT,10,0.002,+49900
20,Blake Miller,OT,9,0.0018,+55456
20,Jeremiyah Love,RB,9,0.0018,+55456
20,Caleb Banks,DT,7,0.0014,+71329
20,Francis Mauigoa,OT,7,0.0014,+71329
20,Kevin Concepcion,WR,7,0.0014,+71329
20,Makai Lemon,WR,6,0.0012,+83233
20,Denzel Boston,WR,5,0.001,+99900
20,Rueben Bain,EDGE,5,0.001,+99900
20,Sonny Styles,LB,2,0.0004,+249900
21,Caleb Lomu,OT,1173,0.2346,+326
21,Kadyn Proctor,OT,1154,0.2308,+333
21,Avieon Terrell,CB,625,0.125,+700
21,Spencer Fano,OT,518,0.1036,+865
21,Omar Cooper Jr.,WR,280,0.056,+1686
21,Olaivavega Ioane,IOL,276,0.0552,+1712
21,Monroe Freeling,OT,265,0.053,+1787
21,Denzel Boston,WR,128,0.0256,+3806
21,Blake Miller,OT,89,0.0178,+5518
21,Jermod McCoy,CB,83,0.0166,+5924
21,Jordyn Tyson,WR,57,0.0114,+8672
21,Kevin Concepcion,WR,50,0.01,+9900
21,Ty Simpson,QB,33,0.0066,+15052
21,Kenyon Sadiq,TE,31,0.0062,+16029
21,Makai Lemon,WR,30,0.006,+16567
21,Francis Mauigoa,OT,26,0.0052,+19131
21,Akheem Mesidor,EDGE,25,0.005,+19900
21,Keldric Faulk,EDGE,24,0.0048,+20733
21,Jeremiyah Love,RB,20,0.004,+24900
21,Colton Hood,CB,18,0.0036,+27678
21,Max Iheanachor,OT,18,0.0036,+27678
21,Dillon Thieneman,S,14,0.0028,+35614
21,C.J. Allen,LB,13,0.0026,+38362
21,Peter Woods,DT,12,0.0024,+41567
21,Emmanuel McNeil-Warren,S,11,0.0022,+45355
21,T.J. Parker,EDGE,9,0.0018,+55456
21,Mansoor Delane,CB,6,0.0012,+83233
21,Caleb Downs,S,3,0.0006,+166567
21,Carnell Tate,WR,3,0.0006,+166567
21,Garrett Nussmeier,QB,3,0.0006,+166567
21,Caleb Banks,DT,1,0.0002,+499900
21,Drew Allar,QB,1,0.0002,+499900
21,Rueben Bain,EDGE,1,0.0002,+499900
22,Peter Woods,DT,925,0.185,+441
22,Olaivavega Ioane,IOL,661,0.1322,+656
22,Keldric Faulk,EDGE,657,0.1314,+661
22,Akheem Mesidor,EDGE,561,0.1122,+791
22,T.J. Parker,EDGE,436,0.0872,+1047
22,Omar Cooper Jr.,WR,348,0.0696,+1337
22,Emmanuel McNeil-Warren,S,252,0.0504,+1884
22,Dillon Thieneman,S,243,0.0486,+1958
22,Denzel Boston,WR,183,0.0366,+2632
22,Kevin Concepcion,WR,172,0.0344,+2807
22,Caleb Banks,DT,105,0.021,+4662
22,Kayden McDonald,DT,66,0.0132,+7476
22,Caleb Lomu,OT,49,0.0098,+10104
22,Kadyn Proctor,OT,47,0.0094,+10538
22,Avieon Terrell,CB,41,0.0082,+12095
22,Jordyn Tyson,WR,40,0.008,+12400
22,Spencer Fano,OT,32,0.0064,+15525
22,Caleb Downs,S,31,0.0062,+16029
22,Kenyon Sadiq,TE,31,0.0062,+16029
22,Makai Lemon,WR,30,0.006,+16567
22,Cashius Howell,EDGE,24,0.0048,+20733
22,C.J. Allen,LB,21,0.0042,+23710
22,Zion Young,EDGE,16,0.0032,+31150
22,Monroe Freeling,OT,11,0.0022,+45355
22,Blake Miller,OT,7,0.0014,+71329
22,Jermod McCoy,CB,5,0.001,+99900
22,Max Iheanachor,OT,3,0.0006,+166567
22,Carnell Tate,WR,2,0.0004,+249900
22,Jeremiyah Love,RB,1,0.0002,+499900
23,Kadyn Proctor,OT,687,0.1374,+628
23,Caleb Lomu,OT,686,0.1372,+629
23,T.J. Parker,EDGE,556,0.1112,+799
23,Omar Cooper Jr.,WR,516,0.1032,+869
23,Keldric Faulk,EDGE,316,0.0632,+1482
23,Emmanuel McNeil-Warren,S,292,0.0584,+1612
23,Akheem Mesidor,EDGE,266,0.0532,+1780
23,Denzel Boston,WR,264,0.0528,+1794
23,Kevin Concepcion,WR,252,0.0504,+1884
23,Blake Miller,OT,242,0.0484,+1966
23,Spencer Fano,OT,209,0.0418,+2292
23,Kenyon Sadiq,TE,196,0.0392,+2451
23,Monroe Freeling,OT,140,0.028,+3471
23,Dillon Thieneman,S,128,0.0256,+3806
23,Cashius Howell,EDGE,62,0.0124,+7965
23,Jordyn Tyson,WR,40,0.008,+12400
23,Olaivavega Ioane,IOL,21,0.0042,+23710
23,Avieon Terrell,CB,20,0.004,+24900
23,Makai Lemon,WR,20,0.004,+24900
23,Peter Woods,DT,20,0.004,+24900
23,Caleb Downs,S,18,0.0036,+27678
23,C.J. Allen,LB,16,0.0032,+31150
23,Max Iheanachor,OT,16,0.0032,+31150
23,Zion Young,EDGE,11,0.0022,+45355
23,Caleb Banks,DT,3,0.0006,+166567
23,Francis Mauigoa,OT,2,0.0004,+249900
23,Jeremiyah Love,RB,1,0.0002,+499900
24,Omar Cooper Jr.,WR,962,0.1924,+420
24,Caleb Lomu,OT,813,0.1626,+515
24,Denzel Boston,WR,771,0.1542,+549
24,Kadyn Proctor,OT,686,0.1372,+629
24,Kevin Concepcion,WR,366,0.0732,+1266
24,Olaivavega Ioane,IOL,306,0.0612,+1534
24,Blake Miller,OT,169,0.0338,+2859
24,Emmanuel McNeil-Warren,S,100,0.02,+4900
24,Avieon Terrell,CB,91,0.0182,+5395
24,Peter Woods,DT,83,0.0166,+5924
24,Monroe Freeling,OT,78,0.0156,+6310
24,T.J. Parker,EDGE,77,0.0154,+6394
24,Kenyon Sadiq,TE,74,0.0148,+6657
24,C.J. Allen,LB,61,0.0122,+8097
24,Spencer Fano,OT,61,0.0122,+8097
24,Ty Simpson,QB,48,0.0096,+10317
24,Dillon Thieneman,S,46,0.0092,+10770
24,Keldric Faulk,EDGE,45,0.009,+11011
24,Akheem Mesidor,EDGE,35,0.007,+14186
24,Caleb Banks,DT,34,0.0068,+14606
24,Jordyn Tyson,WR,26,0.0052,+19131
24,Makai Lemon,WR,19,0.0038,+26216
24,Jermod McCoy,CB,11,0.0022,+45355
24,Emmanuel Pregnon,IOL,10,0.002,+49900
24,Cashius Howell,EDGE,7,0.0014,+71329
24,Max Iheanachor,OT,7,0.0014,+71329
24,Kayden McDonald,DT,6,0.0012,+83233
24,Zion Young,EDGE,3,0.0006,+166567
24,Lee Hunter,DT,2,0.0004,+249900
24,Caleb Downs,S,1,0.0002,+499900
24,Colton Hood,CB,1,0.0002,+499900
24,Francis Mauigoa,OT,1,0.0002,+499900
25,Emmanuel McNeil-Warren,S,1188,0.2376,+321
25,Peter Woods,DT,1104,0.2208,+353
25,Caleb Banks,DT,894,0.1788,+459
25,Kayden McDonald,DT,795,0.159,+529
25,Dillon Thieneman,S,401,0.0802,+1147
25,Avieon Terrell,CB,103,0.0206,+4754
25,C.J. Allen,LB,54,0.0108,+9159
25,Omar Cooper Jr.,WR,49,0.0098,+10104
25,T.J. Parker,EDGE,46,0.0092,+10770
25,Lee Hunter,DT,44,0.0088,+11264
25,Kenyon Sadiq,TE,40,0.008,+12400
25,Kevin Concepcion,WR,40,0.008,+12400
25,Denzel Boston,WR,37,0.0074,+13414
25,Caleb Lomu,OT,33,0.0066,+15052
25,Kadyn Proctor,OT,28,0.0056,+17757
25,Olaivavega Ioane,IOL,24,0.0048,+20733
25,Keldric Faulk,EDGE,22,0.0044,+22627
25,Akheem Mesidor,EDGE,20,0.004,+24900
25,Blake Miller,OT,16,0.0032,+31150
25,Caleb Downs,S,15,0.003,+33233
25,Colton Hood,CB,12,0.0024,+41567
25,Jermod McCoy,CB,12,0.0024,+41567
25,Spencer Fano,OT,10,0.002,+49900
25,Cashius Howell,EDGE,3,0.0006,+166567
25,Monroe Freeling,OT,3,0.0006,+166567
25,Mansoor Delane,CB,2,0.0004,+249900
25,Brandon Cisse,CB,1,0.0002,+499900
25,Chris Johnson,CB,1,0.0002,+499900
25,Jordyn Tyson,WR,1,0.0002,+499900
25,Max Iheanachor,OT,1,0.0002,+499900
25,Ty Simpson,QB,1,0.0002,+499900
26,T.J. Parker,EDGE,993,0.1986,+404
26,Kevin Concepcion,WR,701,0.1402,+613
26,Omar Cooper Jr.,WR,696,0.1392,+618
26,Denzel Boston,WR,604,0.1208,+728
26,Cashius Howell,EDGE,301,0.0602,+1561
26,Emmanuel McNeil-Warren,S,260,0.052,+1823
26,Olaivavega Ioane,IOL,231,0.0462,+2065
26,Keldric Faulk,EDGE,230,0.046,+2074
26,Akheem Mesidor,EDGE,217,0.0434,+2204
26,Kayden McDonald,DT,120,0.024,+4067
26,C.J. Allen,LB,103,0.0206,+4754
26,Peter Woods,DT,98,0.0196,+5002
26,Dillon Thieneman,S,91,0.0182,+5395
26,Caleb Banks,DT,90,0.018,+5456
26,Zion Young,EDGE,83,0.0166,+5924
26,Blake Miller,OT,31,0.0062,+16029
26,Avieon Terrell,CB,27,0.0054,+18419
26,Kenyon Sadiq,TE,26,0.0052,+19131
26,Caleb Lomu,OT,22,0.0044,+22627
26,Kadyn Proctor,OT,21,0.0042,+23710
26,Emmanuel Pregnon,IOL,15,0.003,+33233
26,Jordyn Tyson,WR,11,0.0022,+45355
26,Spencer Fano,OT,6,0.0012,+83233
