pick,team,player,previous_probability,current_probability,diff,abs_diff,previous_run,current_run
24,CLE,Caleb Lomu,0.252,0.307,0.05499999999999999,0.05499999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
20,DAL,Emmanuel McNeil-Warren,0.059,0.113,0.054000000000000006,0.054000000000000006,2026-04-23_074002_v1,2026-04-23_135814_v1
23,PHI,Max Iheanachor,0.0574,0.1114,0.054,0.054,2026-04-23_074002_v1,2026-04-23_135814_v1
13,LAR,Omar Cooper Jr.,0.0322,0.0854,0.053200000000000004,0.053200000000000004,2026-04-23_074002_v1,2026-04-23_135814_v1
14,BAL,Kevin Concepcion,0.0266,0.0778,0.051199999999999996,0.051199999999999996,2026-04-23_074002_v1,2026-04-23_135814_v1
11,MIA,Jermod McCoy,0.0496,0.0,-0.0496,0.0496,2026-04-23_074002_v1,2026-04-23_135814_v1
22,LAC,Omar Cooper Jr.,0.1196,0.071,-0.048600000000000004,0.048600000000000004,2026-04-23_074002_v1,2026-04-23_135814_v1
12,DAL,Akheem Mesidor,0.012,0.0602,0.04819999999999999,0.04819999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
27,SF,Denzel Boston,0.079,0.032,-0.047,0.047,2026-04-23_074002_v1,2026-04-23_135814_v1
13,LAR,Kadyn Proctor,0.0482,0.0938,0.045599999999999995,0.045599999999999995,2026-04-23_074002_v1,2026-04-23_135814_v1
18,MIN,Emmanuel McNeil-Warren,0.1012,0.1458,0.044600000000000015,0.044600000000000015,2026-04-23_074002_v1,2026-04-23_135814_v1
19,CAR,Denzel Boston,0.0588,0.0998,0.041,0.041,2026-04-23_074002_v1,2026-04-23_135814_v1
27,SF,Caleb Lomu,0.1728,0.132,-0.0408,0.0408,2026-04-23_074002_v1,2026-04-23_135814_v1
28,HOU,Kayden McDonald,0.1376,0.0972,-0.040400000000000005,0.040400000000000005,2026-04-23_074002_v1,2026-04-23_135814_v1
22,LAC,Keldric Faulk,0.0748,0.0354,-0.039400000000000004,0.039400000000000004,2026-04-23_074002_v1,2026-04-23_135814_v1
17,DET,Kadyn Proctor,0.4354,0.3962,-0.03920000000000001,0.03920000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
23,PHI,Akheem Mesidor,0.0546,0.0156,-0.03900000000000001,0.03900000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
24,CLE,Omar Cooper Jr.,0.0602,0.0222,-0.03799999999999999,0.03799999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
29,KC,T.J. Parker,0.1704,0.133,-0.03739999999999999,0.03739999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
31,NE,Max Iheanachor,0.059,0.0218,-0.0372,0.0372,2026-04-23_074002_v1,2026-04-23_135814_v1
28,HOU,Max Iheanachor,0.2394,0.203,-0.03639999999999999,0.03639999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
12,DAL,Keldric Faulk,0.0628,0.0982,0.0354,0.0354,2026-04-23_074002_v1,2026-04-23_135814_v1
20,DAL,Akheem Mesidor,0.1838,0.149,-0.0348,0.0348,2026-04-23_074002_v1,2026-04-23_135814_v1
19,CAR,Keldric Faulk,0.1446,0.11,-0.034600000000000006,0.034600000000000006,2026-04-23_074002_v1,2026-04-23_135814_v1
22,LAC,Akheem Mesidor,0.1506,0.1172,-0.03340000000000001,0.03340000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
26,BUF,Denzel Boston,0.1766,0.1434,-0.03320000000000001,0.03320000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
26,BUF,Kayden McDonald,0.0808,0.0476,-0.03319999999999999,0.03319999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
20,DAL,Jermod McCoy,0.0828,0.1154,0.032600000000000004,0.032600000000000004,2026-04-23_074002_v1,2026-04-23_135814_v1
30,MIA,Chris Johnson,0.2518,0.2194,-0.03240000000000001,0.03240000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
29,KC,Colton Hood,0.1672,0.135,-0.03219999999999998,0.03219999999999998,2026-04-23_074002_v1,2026-04-23_135814_v1
28,HOU,Peter Woods,0.175,0.2066,0.03160000000000002,0.03160000000000002,2026-04-23_074002_v1,2026-04-23_135814_v1
13,LAR,Spencer Fano,0.2554,0.2244,-0.031000000000000028,0.031000000000000028,2026-04-23_074002_v1,2026-04-23_135814_v1
28,HOU,Caleb Lomu,0.14,0.109,-0.031000000000000014,0.031000000000000014,2026-04-23_074002_v1,2026-04-23_135814_v1
25,CHI,Emmanuel McNeil-Warren,0.2342,0.2044,-0.029799999999999993,0.029799999999999993,2026-04-23_074002_v1,2026-04-23_135814_v1
25,CHI,Kayden McDonald,0.3192,0.3484,0.029200000000000004,0.029200000000000004,2026-04-23_074002_v1,2026-04-23_135814_v1
30,MIA,T.J. Parker,0.0922,0.0644,-0.027800000000000005,0.027800000000000005,2026-04-23_074002_v1,2026-04-23_135814_v1
18,MIN,Dillon Thieneman,0.515,0.4876,-0.027400000000000035,0.027400000000000035,2026-04-23_074002_v1,2026-04-23_135814_v1
27,SF,Max Iheanachor,0.2618,0.2886,0.026800000000000046,0.026800000000000046,2026-04-23_074002_v1,2026-04-23_135814_v1
16,NYJ,Akheem Mesidor,0.1182,0.0916,-0.0266,0.0266,2026-04-23_074002_v1,2026-04-23_135814_v1
12,DAL,Sonny Styles,0.105,0.131,0.02600000000000001,0.02600000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
13,LAR,Monroe Freeling,0.1984,0.1732,-0.0252,0.0252,2026-04-23_074002_v1,2026-04-23_135814_v1
22,LAC,Denzel Boston,0.0992,0.1236,0.024400000000000005,0.024400000000000005,2026-04-23_074002_v1,2026-04-23_135814_v1
9,KC,Jermod McCoy,0.0244,0.0,-0.0244,0.0244,2026-04-23_074002_v1,2026-04-23_135814_v1
27,SF,Jermod McCoy,0.002,0.0254,0.023399999999999997,0.023399999999999997,2026-04-23_074002_v1,2026-04-23_135814_v1
21,PIT,Omar Cooper Jr.,0.0936,0.0706,-0.023000000000000007,0.023000000000000007,2026-04-23_074002_v1,2026-04-23_135814_v1
23,PHI,Denzel Boston,0.15,0.127,-0.022999999999999993,0.022999999999999993,2026-04-23_074002_v1,2026-04-23_135814_v1
29,KC,Caleb Lomu,0.0298,0.0074,-0.0224,0.0224,2026-04-23_074002_v1,2026-04-23_135814_v1
18,MIN,Peter Woods,0.0018,0.0238,0.022000000000000002,0.022000000000000002,2026-04-23_074002_v1,2026-04-23_135814_v1
11,MIA,Keldric Faulk,0.0092,0.0308,0.0216,0.0216,2026-04-23_074002_v1,2026-04-23_135814_v1
12,DAL,Rueben Bain,0.041,0.0622,0.021199999999999997,0.021199999999999997,2026-04-23_074002_v1,2026-04-23_135814_v1
32,SEA,Cashius Howell,0.12,0.0988,-0.021199999999999997,0.021199999999999997,2026-04-23_074002_v1,2026-04-23_135814_v1
28,HOU,Jermod McCoy,0.0006,0.0216,0.021,0.021,2026-04-23_074002_v1,2026-04-23_135814_v1
19,CAR,Akheem Mesidor,0.1508,0.1298,-0.02099999999999999,0.02099999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
12,DAL,Spencer Fano,0.0498,0.0704,0.020600000000000007,0.020600000000000007,2026-04-23_074002_v1,2026-04-23_135814_v1
14,BAL,Olaivavega Ioane,0.382,0.3616,-0.02040000000000003,0.02040000000000003,2026-04-23_074002_v1,2026-04-23_135814_v1
29,KC,Chris Johnson,0.1284,0.1086,-0.019799999999999984,0.019799999999999984,2026-04-23_074002_v1,2026-04-23_135814_v1
32,SEA,T.J. Parker,0.058,0.039,-0.019000000000000003,0.019000000000000003,2026-04-23_074002_v1,2026-04-23_135814_v1
27,SF,Blake Miller,0.0656,0.047,-0.018600000000000005,0.018600000000000005,2026-04-23_074002_v1,2026-04-23_135814_v1
32,SEA,Malachi Lawrence,0.1442,0.1256,-0.018600000000000005,0.018600000000000005,2026-04-23_074002_v1,2026-04-23_135814_v1
30,MIA,Cashius Howell,0.078,0.0598,-0.0182,0.0182,2026-04-23_074002_v1,2026-04-23_135814_v1
23,PHI,Omar Cooper Jr.,0.086,0.0678,-0.018199999999999994,0.018199999999999994,2026-04-23_074002_v1,2026-04-23_135814_v1
31,NE,Jermod McCoy,0.0008,0.0186,0.0178,0.0178,2026-04-23_074002_v1,2026-04-23_135814_v1
24,CLE,Blake Miller,0.0872,0.0698,-0.0174,0.0174,2026-04-23_074002_v1,2026-04-23_135814_v1
24,CLE,Denzel Boston,0.1266,0.1092,-0.017399999999999985,0.017399999999999985,2026-04-23_074002_v1,2026-04-23_135814_v1
28,HOU,Kadyn Proctor,0.028,0.0448,0.0168,0.0168,2026-04-23_074002_v1,2026-04-23_135814_v1
19,CAR,Jermod McCoy,0.0174,0.001,-0.016399999999999998,0.016399999999999998,2026-04-23_074002_v1,2026-04-23_135814_v1
30,MIA,Malachi Lawrence,0.0626,0.0464,-0.016200000000000006,0.016200000000000006,2026-04-23_074002_v1,2026-04-23_135814_v1
22,LAC,Kevin Concepcion,0.1206,0.1046,-0.016,0.016,2026-04-23_074002_v1,2026-04-23_135814_v1
12,DAL,Caleb Downs,0.054,0.0694,0.015400000000000004,0.015400000000000004,2026-04-23_074002_v1,2026-04-23_135814_v1
24,CLE,Kadyn Proctor,0.0438,0.0592,0.015400000000000004,0.015400000000000004,2026-04-23_074002_v1,2026-04-23_135814_v1
17,DET,Max Iheanachor,0.005,0.0196,0.014599999999999998,0.014599999999999998,2026-04-23_074002_v1,2026-04-23_135814_v1
27,SF,Kadyn Proctor,0.024,0.0382,0.014199999999999997,0.014199999999999997,2026-04-23_074002_v1,2026-04-23_135814_v1
20,DAL,Keldric Faulk,0.1264,0.1126,-0.013800000000000007,0.013800000000000007,2026-04-23_074002_v1,2026-04-23_135814_v1
13,LAR,Makai Lemon,0.1884,0.175,-0.013400000000000023,0.013400000000000023,2026-04-23_074002_v1,2026-04-23_135814_v1
14,BAL,Keldric Faulk,0.0156,0.029,0.013400000000000002,0.013400000000000002,2026-04-23_074002_v1,2026-04-23_135814_v1
31,NE,Cashius Howell,0.177,0.1902,0.013200000000000017,0.013200000000000017,2026-04-23_074002_v1,2026-04-23_135814_v1
32,SEA,Zion Young,0.0622,0.049,-0.013199999999999996,0.013199999999999996,2026-04-23_074002_v1,2026-04-23_135814_v1
30,MIA,Colton Hood,0.1686,0.1556,-0.013000000000000012,0.013000000000000012,2026-04-23_074002_v1,2026-04-23_135814_v1
13,LAR,Denzel Boston,0.0036,0.0166,0.013000000000000001,0.013000000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
26,BUF,Jermod McCoy,0.0004,0.0134,0.013000000000000001,0.013000000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
16,NYJ,Keldric Faulk,0.1138,0.1008,-0.012999999999999998,0.012999999999999998,2026-04-23_074002_v1,2026-04-23_135814_v1
23,PHI,Blake Miller,0.157,0.1442,-0.012800000000000006,0.012800000000000006,2026-04-23_074002_v1,2026-04-23_135814_v1
32,SEA,Chris Johnson,0.1596,0.147,-0.0126,0.0126,2026-04-23_074002_v1,2026-04-23_135814_v1
20,DAL,Kevin Concepcion,0.02,0.0326,0.012599999999999997,0.012599999999999997,2026-04-23_074002_v1,2026-04-23_135814_v1
23,PHI,Emmanuel McNeil-Warren,0.0304,0.043,0.012599999999999997,0.012599999999999997,2026-04-23_074002_v1,2026-04-23_135814_v1
29,KC,Cashius Howell,0.1236,0.1112,-0.012400000000000008,0.012400000000000008,2026-04-23_074002_v1,2026-04-23_135814_v1
14,BAL,Omar Cooper Jr.,0.1166,0.1042,-0.012399999999999994,0.012399999999999994,2026-04-23_074002_v1,2026-04-23_135814_v1
26,BUF,Cashius Howell,0.1008,0.113,0.012200000000000003,0.012200000000000003,2026-04-23_074002_v1,2026-04-23_135814_v1
32,SEA,Avieon Terrell,0.1662,0.154,-0.012199999999999989,0.012199999999999989,2026-04-23_074002_v1,2026-04-23_135814_v1
14,BAL,Kenyon Sadiq,0.1688,0.1568,-0.01200000000000001,0.01200000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
12,DAL,Monroe Freeling,0.0334,0.0454,0.012000000000000004,0.012000000000000004,2026-04-23_074002_v1,2026-04-23_135814_v1
27,SF,Monroe Freeling,0.0422,0.0542,0.011999999999999997,0.011999999999999997,2026-04-23_074002_v1,2026-04-23_135814_v1
25,CHI,Jermod McCoy,0.0022,0.014,0.0118,0.0118,2026-04-23_074002_v1,2026-04-23_135814_v1
12,DAL,Makai Lemon,0.0182,0.0298,0.0116,0.0116,2026-04-23_074002_v1,2026-04-23_135814_v1
26,BUF,Kevin Concepcion,0.0478,0.0362,-0.0116,0.0116,2026-04-23_074002_v1,2026-04-23_135814_v1
10,NYG,Omar Cooper Jr.,0.0,0.0114,0.0114,0.0114,2026-04-23_074002_v1,2026-04-23_135814_v1
28,HOU,T.J. Parker,0.0114,0.0228,0.0114,0.0114,2026-04-23_074002_v1,2026-04-23_135814_v1
31,NE,Kayden McDonald,0.017,0.0058,-0.011200000000000002,0.011200000000000002,2026-04-23_074002_v1,2026-04-23_135814_v1
8,NO,Keldric Faulk,0.0,0.0112,0.0112,0.0112,2026-04-23_074002_v1,2026-04-23_135814_v1
15,TB,Keldric Faulk,0.3292,0.3182,-0.01100000000000001,0.01100000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
18,MIN,Kayden McDonald,0.0228,0.0338,0.010999999999999996,0.010999999999999996,2026-04-23_074002_v1,2026-04-23_135814_v1
29,KC,Avieon Terrell,0.0824,0.0714,-0.010999999999999996,0.010999999999999996,2026-04-23_074002_v1,2026-04-23_135814_v1
11,MIA,Kevin Concepcion,0.0026,0.0134,0.0108,0.0108,2026-04-23_074002_v1,2026-04-23_135814_v1
21,PIT,Denzel Boston,0.0612,0.0504,-0.010799999999999997,0.010799999999999997,2026-04-23_074002_v1,2026-04-23_135814_v1
12,DAL,Jeremiyah Love,0.019,0.0296,0.010600000000000002,0.010600000000000002,2026-04-23_074002_v1,2026-04-23_135814_v1
19,CAR,T.J. Parker,0.0038,0.0144,0.0106,0.0106,2026-04-23_074002_v1,2026-04-23_135814_v1
29,KC,Max Iheanachor,0.0418,0.0312,-0.010599999999999998,0.010599999999999998,2026-04-23_074002_v1,2026-04-23_135814_v1
17,DET,Keldric Faulk,0.018,0.0284,0.010400000000000003,0.010400000000000003,2026-04-23_074002_v1,2026-04-23_135814_v1
31,NE,Zion Young,0.124,0.1342,0.010200000000000015,0.010200000000000015,2026-04-23_074002_v1,2026-04-23_135814_v1
21,PIT,Jermod McCoy,0.0076,0.0178,0.0102,0.0102,2026-04-23_074002_v1,2026-04-23_135814_v1
27,SF,Cashius Howell,0.025,0.0352,0.0102,0.0102,2026-04-23_074002_v1,2026-04-23_135814_v1
22,LAC,Emmanuel McNeil-Warren,0.065,0.0552,-0.009800000000000003,0.009800000000000003,2026-04-23_074002_v1,2026-04-23_135814_v1
9,KC,Dillon Thieneman,0.005,0.0148,0.0098,0.0098,2026-04-23_074002_v1,2026-04-23_135814_v1
19,CAR,Kadyn Proctor,0.0484,0.0386,-0.009799999999999996,0.009799999999999996,2026-04-23_074002_v1,2026-04-23_135814_v1
20,DAL,Colton Hood,0.0128,0.0224,0.0096,0.0096,2026-04-23_074002_v1,2026-04-23_135814_v1
23,PHI,Caleb Lomu,0.1066,0.116,0.009400000000000006,0.009400000000000006,2026-04-23_074002_v1,2026-04-23_135814_v1
15,TB,Kenyon Sadiq,0.2294,0.2386,0.009200000000000014,0.009200000000000014,2026-04-23_074002_v1,2026-04-23_135814_v1
13,LAR,Sonny Styles,0.0278,0.0186,-0.0092,0.0092,2026-04-23_074002_v1,2026-04-23_135814_v1
26,BUF,Max Iheanachor,0.0134,0.0224,0.009,0.009,2026-04-23_074002_v1,2026-04-23_135814_v1
8,NO,Jermod McCoy,0.0088,0.0,-0.0088,0.0088,2026-04-23_074002_v1,2026-04-23_135814_v1
18,MIN,Blake Miller,0.0036,0.0124,0.008799999999999999,0.008799999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
26,BUF,Emmanuel McNeil-Warren,0.0644,0.073,0.008599999999999997,0.008599999999999997,2026-04-23_074002_v1,2026-04-23_135814_v1
29,KC,Emmanuel McNeil-Warren,0.0152,0.0068,-0.008400000000000001,0.008400000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
10,NYG,Kadyn Proctor,0.0078,0.0162,0.0084,0.0084,2026-04-23_074002_v1,2026-04-23_135814_v1
20,DAL,Max Iheanachor,0.0032,0.0112,0.008,0.008,2026-04-23_074002_v1,2026-04-23_135814_v1
23,PHI,Monroe Freeling,0.0414,0.0494,0.008,0.008,2026-04-23_074002_v1,2026-04-23_135814_v1
12,DAL,Olaivavega Ioane,0.0168,0.0244,0.007600000000000003,0.007600000000000003,2026-04-23_074002_v1,2026-04-23_135814_v1
27,SF,Malachi Lawrence,0.0136,0.0212,0.007600000000000001,0.007600000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
19,CAR,Kenyon Sadiq,0.1244,0.1168,-0.007599999999999996,0.007599999999999996,2026-04-23_074002_v1,2026-04-23_135814_v1
21,PIT,Kevin Concepcion,0.0868,0.0792,-0.007599999999999996,0.007599999999999996,2026-04-23_074002_v1,2026-04-23_135814_v1
26,BUF,Malachi Lawrence,0.0354,0.043,0.007599999999999996,0.007599999999999996,2026-04-23_074002_v1,2026-04-23_135814_v1
31,NE,T.J. Parker,0.1378,0.1302,-0.007599999999999996,0.007599999999999996,2026-04-23_074002_v1,2026-04-23_135814_v1
13,LAR,Jordyn Tyson,0.0818,0.0744,-0.007400000000000004,0.007400000000000004,2026-04-23_074002_v1,2026-04-23_135814_v1
15,TB,Olaivavega Ioane,0.0754,0.0828,0.007400000000000004,0.007400000000000004,2026-04-23_074002_v1,2026-04-23_135814_v1
12,DAL,Jordyn Tyson,0.0116,0.019,0.0074,0.0074,2026-04-23_074002_v1,2026-04-23_135814_v1
26,BUF,Keldric Faulk,0.0128,0.0202,0.007399999999999999,0.007399999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
10,NYG,Makai Lemon,0.1064,0.099,-0.00739999999999999,0.00739999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
30,MIA,Chase Bisontis,0.0264,0.0192,-0.0072000000000000015,0.0072000000000000015,2026-04-23_074002_v1,2026-04-23_135814_v1
28,HOU,Emmanuel McNeil-Warren,0.0098,0.0026,-0.0072,0.0072,2026-04-23_074002_v1,2026-04-23_135814_v1
16,NYJ,Kevin Concepcion,0.111,0.1038,-0.007199999999999998,0.007199999999999998,2026-04-23_074002_v1,2026-04-23_135814_v1
26,BUF,Blake Miller,0.0118,0.0048,-0.007,0.007,2026-04-23_074002_v1,2026-04-23_135814_v1
24,CLE,Peter Woods,0.0046,0.0116,0.006999999999999999,0.006999999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
11,MIA,Makai Lemon,0.2058,0.2126,0.0068000000000000005,0.0068000000000000005,2026-04-23_074002_v1,2026-04-23_135814_v1
18,MIN,Jeremiyah Love,0.06,0.0668,0.0068000000000000005,0.0068000000000000005,2026-04-23_074002_v1,2026-04-23_135814_v1
24,CLE,Max Iheanachor,0.0714,0.0646,-0.0068000000000000005,0.0068000000000000005,2026-04-23_074002_v1,2026-04-23_135814_v1
9,KC,Akheem Mesidor,0.0,0.0068,0.0068,0.0068,2026-04-23_074002_v1,2026-04-23_135814_v1
25,CHI,Kevin Concepcion,0.0098,0.003,-0.0068,0.0068,2026-04-23_074002_v1,2026-04-23_135814_v1
12,DAL,Mansoor Delane,0.1208,0.1274,0.006600000000000009,0.006600000000000009,2026-04-23_074002_v1,2026-04-23_135814_v1
13,LAR,Francis Mauigoa,0.0502,0.0436,-0.006600000000000002,0.006600000000000002,2026-04-23_074002_v1,2026-04-23_135814_v1
17,DET,Jermod McCoy,0.0066,0.0,-0.0066,0.0066,2026-04-23_074002_v1,2026-04-23_135814_v1
17,DET,Francis Mauigoa,0.0734,0.08,0.006599999999999995,0.006599999999999995,2026-04-23_074002_v1,2026-04-23_135814_v1
29,KC,Malachi Lawrence,0.089,0.0824,-0.006599999999999995,0.006599999999999995,2026-04-23_074002_v1,2026-04-23_135814_v1
13,LAR,Jeremiyah Love,0.0166,0.0102,-0.0063999999999999994,0.0063999999999999994,2026-04-23_074002_v1,2026-04-23_135814_v1
16,NYJ,Sonny Styles,0.0242,0.018,-0.006200000000000001,0.006200000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
20,DAL,Denzel Boston,0.019,0.0252,0.006200000000000001,0.006200000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
26,BUF,Makai Lemon,0.0094,0.0156,0.006199999999999999,0.006199999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
17,DET,Spencer Fano,0.0862,0.0924,0.006199999999999997,0.006199999999999997,2026-04-23_074002_v1,2026-04-23_135814_v1
24,CLE,Jermod McCoy,0.0016,0.0076,0.006,0.006,2026-04-23_074002_v1,2026-04-23_135814_v1
30,MIA,Kayden McDonald,0.0064,0.0004,-0.006,0.006,2026-04-23_074002_v1,2026-04-23_135814_v1
18,MIN,Kadyn Proctor,0.016,0.022,0.005999999999999998,0.005999999999999998,2026-04-23_074002_v1,2026-04-23_135814_v1
17,DET,Blake Miller,0.083,0.089,0.0059999999999999915,0.0059999999999999915,2026-04-23_074002_v1,2026-04-23_135814_v1
12,DAL,Kenyon Sadiq,0.0142,0.02,0.0058,0.0058,2026-04-23_074002_v1,2026-04-23_135814_v1
19,CAR,Peter Woods,0.026,0.0202,-0.0058,0.0058,2026-04-23_074002_v1,2026-04-23_135814_v1
31,NE,Keldric Faulk,0.0066,0.0124,0.0058,0.0058,2026-04-23_074002_v1,2026-04-23_135814_v1
15,TB,Dillon Thieneman,0.0048,0.0104,0.0056,0.0056,2026-04-23_074002_v1,2026-04-23_135814_v1
12,DAL,Francis Mauigoa,0.0082,0.0138,0.005599999999999999,0.005599999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
21,PIT,Monroe Freeling,0.0624,0.0568,-0.005599999999999994,0.005599999999999994,2026-04-23_074002_v1,2026-04-23_135814_v1
25,CHI,Peter Woods,0.2932,0.2878,-0.005400000000000016,0.005400000000000016,2026-04-23_074002_v1,2026-04-23_135814_v1
16,NYJ,Kadyn Proctor,0.0274,0.0328,0.005400000000000002,0.005400000000000002,2026-04-23_074002_v1,2026-04-23_135814_v1
29,KC,Blake Miller,0.014,0.0086,-0.0054,0.0054,2026-04-23_074002_v1,2026-04-23_135814_v1
22,LAC,Olaivavega Ioane,0.0292,0.0346,0.0053999999999999986,0.0053999999999999986,2026-04-23_074002_v1,2026-04-23_135814_v1
23,PHI,Kevin Concepcion,0.1098,0.1044,-0.005399999999999988,0.005399999999999988,2026-04-23_074002_v1,2026-04-23_135814_v1
20,DAL,Kadyn Proctor,0.0344,0.0396,0.005200000000000003,0.005200000000000003,2026-04-23_074002_v1,2026-04-23_135814_v1
25,CHI,T.J. Parker,0.005,0.0102,0.005200000000000001,0.005200000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
12,DAL,Kadyn Proctor,0.0082,0.0134,0.0052,0.0052,2026-04-23_074002_v1,2026-04-23_135814_v1
23,PHI,Kadyn Proctor,0.0214,0.0264,0.005000000000000001,0.005000000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
13,LAR,Jermod McCoy,0.005,0.0,-0.005,0.005,2026-04-23_074002_v1,2026-04-23_135814_v1
14,BAL,Dillon Thieneman,0.0126,0.0076,-0.005,0.005,2026-04-23_074002_v1,2026-04-23_135814_v1
18,MIN,Keldric Faulk,0.014,0.019,0.004999999999999999,0.004999999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
30,MIA,Zion Young,0.0174,0.0124,-0.004999999999999999,0.004999999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
28,HOU,Monroe Freeling,0.043,0.0478,0.004800000000000006,0.004800000000000006,2026-04-23_074002_v1,2026-04-23_135814_v1
14,BAL,Jermod McCoy,0.0048,0.0,-0.0048,0.0048,2026-04-23_074002_v1,2026-04-23_135814_v1
10,NYG,Jordyn Tyson,0.1686,0.1638,-0.004799999999999999,0.004799999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
20,DAL,Blake Miller,0.0212,0.026,0.004799999999999999,0.004799999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
31,NE,Malachi Lawrence,0.155,0.1598,0.004799999999999999,0.004799999999999999,2026-04-23_074002_v1,2026-04-23_135814_v1
24,CLE,Emmanuel McNeil-Warren,0.0176,0.013,-0.004600000000000002,0.004600000000000002,2026-04-23_074002_v1,2026-04-23_135814_v1
18,MIN,Kenyon Sadiq,0.0142,0.0188,0.0046,0.0046,2026-04-23_074002_v1,2026-04-23_135814_v1
20,DAL,Caleb Downs,0.0278,0.0232,-0.0046,0.0046,2026-04-23_074002_v1,2026-04-23_135814_v1
31,NE,Kadyn Proctor,0.0066,0.0112,0.0046,0.0046,2026-04-23_074002_v1,2026-04-23_135814_v1
21,PIT,Jeremiyah Love,0.0262,0.0218,-0.004400000000000001,0.004400000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
23,PHI,T.J. Parker,0.0474,0.0518,0.004400000000000001,0.004400000000000001,2026-04-23_074002_v1,2026-04-23_135814_v1
