team,player,probability,config_version
CAR,Jermod McCoy,0.0022,v1
CAR,Olaivavega Ioane,0.0008,v1
CHI,Peter Woods,0.3882,v1
CHI,Kayden McDonald,0.2948,v1
CHI,Emmanuel McNeil-Warren,0.067,v1
CHI,Avieon Terrell,0.0512,v1
CHI,Dillon Thieneman,0.0368,v1
CHI,Caleb Downs,0.0184,v1
CHI,Blake Miller,0.0174,v1
CHI,Caleb Banks,0.0166,v1
CHI,Kevin Concepcion,0.016,v1
CHI,T.J. Parker,0.0156,v1
CHI,Caleb Lomu,0.0112,v1
CHI,Denzel Boston,0.0106,v1
CHI,Jeremiyah Love,0.0078,v1
CHI,Cashius Howell,0.0072,v1
CHI,Spencer Fano,0.007,v1
CHI,Colton Hood,0.0052,v1
CHI,C.J. Allen,0.0034,v1
CHI,Kenyon Sadiq,0.0034,v1
CHI,Max Iheanachor,0.0024,v1
CHI,Olaivavega Ioane,0.002,v1
CHI,Sonny Styles,0.002,v1
CHI,Omar Cooper Jr.,0.0018,v1
CHI,Jermod McCoy,0.0016,v1
CHI,Kadyn Proctor,0.0016,v1
CHI,Monroe Freeling,0.0016,v1
CHI,Akheem Mesidor,0.0014,v1
CHI,Mansoor Delane,0.0014,v1
CHI,Chris Johnson,0.0012,v1
CHI,Jordyn Tyson,0.001,v1
CHI,Keldric Faulk,0.001,v1
CHI,Ty Simpson,0.001,v1
CHI,Brandon Cisse,0.0006,v1
CHI,Rueben Bain,0.0006,v1
CHI,Makai Lemon,0.0004,v1
CHI,Chase Bisontis,0.0002,v1
CHI,Emmanuel Pregnon,0.0002,v1
CHI,Francis Mauigoa,0.0002,v1
CIN,Caleb Downs,0.4184,v1
CIN,Sonny Styles,0.1388,v1
CIN,Dillon Thieneman,0.109,v1
CIN,Arvell Reese,0.0518,v1
CIN,Spencer Fano,0.0498,v1
CIN,Olaivavega Ioane,0.0496,v1
CIN,Monroe Freeling,0.041,v1
CIN,Mansoor Delane,0.0282,v1
CIN,Jeremiyah Love,0.0232,v1
CIN,Jordyn Tyson,0.0194,v1
CIN,Makai Lemon,0.0188,v1
CIN,Jermod McCoy,0.0172,v1
CIN,Francis Mauigoa,0.0148,v1
CIN,Kenyon Sadiq,0.0046,v1
CIN,Rueben Bain,0.0042,v1
CIN,David Bailey,0.0036,v1
CIN,Kadyn Proctor,0.0024,v1
CIN,Keldric Faulk,0.0024,v1
CIN,Carnell Tate,0.0014,v1
CIN,Akheem Mesidor,0.0012,v1
CIN,Ty Simpson,0.0002,v1
CLE,Carnell Tate,0.344,v1
CLE,Francis Mauigoa,0.2174,v1
CLE,Monroe Freeling,0.2114,v1
CLE,Caleb Lomu,0.2104,v1
CLE,Kevin Concepcion,0.2032,v1
CLE,Denzel Boston,0.1158,v1
CLE,Spencer Fano,0.1088,v1
CLE,Makai Lemon,0.0938,v1
CLE,Blake Miller,0.0672,v1
CLE,Kadyn Proctor,0.0524,v1
CLE,Sonny Styles,0.038,v1
CLE,Jordyn Tyson,0.0346,v1
CLE,Omar Cooper Jr.,0.0336,v1
CLE,Rueben Bain,0.0334,v1
CLE,Olaivavega Ioane,0.0266,v1
CLE,Jeremiyah Love,0.022,v1
CLE,Avieon Terrell,0.0214,v1
CLE,Emmanuel McNeil-Warren,0.0184,v1
CLE,T.J. Parker,0.0174,v1
CLE,Peter Woods,0.0172,v1
CLE,Ty Simpson,0.0172,v1
CLE,Mansoor Delane,0.016,v1
CLE,Caleb Downs,0.013,v1
CLE,Kayden McDonald,0.0102,v1
CLE,Arvell Reese,0.01,v1
CLE,Cashius Howell,0.0098,v1
CLE,David Bailey,0.0058,v1
CLE,Kenyon Sadiq,0.005,v1
CLE,Max Iheanachor,0.0038,v1
CLE,Chase Bisontis,0.0034,v1
CLE,Emmanuel Pregnon,0.0034,v1
CLE,Jermod McCoy,0.0034,v1
CLE,Colton Hood,0.0032,v1
CLE,Dillon Thieneman,0.0024,v1
CLE,C.J. Allen,0.002,v1
CLE,Akheem Mesidor,0.0016,v1
CLE,Keldric Faulk,0.0016,v1
CLE,Zion Young,0.0006,v1
CLE,Caleb Banks,0.0004,v1
CLE,Garrett Nussmeier,0.0002,v1
DAL,Jermod McCoy,0.4764,v1
DAL,Avieon Terrell,0.168,v1
DAL,Sonny Styles,0.162,v1
DAL,Akheem Mesidor,0.1572,v1
DAL,Keldric Faulk,0.1538,v1
DAL,Emmanuel McNeil-Warren,0.1346,v1
DAL,Mansoor Delane,0.0958,v1
DAL,Dillon Thieneman,0.086,v1
DAL,Peter Woods,0.0712,v1
DAL,Spencer Fano,0.0552,v1
DAL,Monroe Freeling,0.048,v1
DAL,Caleb Downs,0.042,v1
DAL,Jeremiyah Love,0.0398,v1
DAL,Kadyn Proctor,0.0342,v1
DAL,Omar Cooper Jr.,0.0304,v1
DAL,Rueben Bain,0.027,v1
DAL,Blake Miller,0.0238,v1
DAL,Caleb Lomu,0.0238,v1
DAL,T.J. Parker,0.0236,v1
DAL,Francis Mauigoa,0.0222,v1
DAL,Kayden McDonald,0.0212,v1
DAL,Makai Lemon,0.0212,v1
DAL,Jordyn Tyson,0.019,v1
DAL,Kenyon Sadiq,0.0172,v1
DAL,Olaivavega Ioane,0.0144,v1
DAL,Kevin Concepcion,0.0106,v1
DAL,Arvell Reese,0.0082,v1
DAL,David Bailey,0.005,v1
DAL,Cashius Howell,0.0038,v1
DAL,Denzel Boston,0.0034,v1
DAL,Carnell Tate,0.001,v1
DET,Kadyn Proctor,0.412,v1
DET,Blake Miller,0.1096,v1
DET,Caleb Lomu,0.1032,v1
DET,Spencer Fano,0.0996,v1
DET,Monroe Freeling,0.0674,v1
DET,Francis Mauigoa,0.0588,v1
DET,Peter Woods,0.0248,v1
DET,Akheem Mesidor,0.0218,v1
DET,Dillon Thieneman,0.0166,v1
DET,Jeremiyah Love,0.0166,v1
DET,Keldric Faulk,0.0156,v1
DET,Kenyon Sadiq,0.0122,v1
DET,Omar Cooper Jr.,0.0088,v1
DET,Sonny Styles,0.0086,v1
DET,Olaivavega Ioane,0.0072,v1
DET,Emmanuel McNeil-Warren,0.0044,v1
DET,Rueben Bain,0.0036,v1
DET,Caleb Downs,0.0016,v1
DET,Kevin Concepcion,0.0016,v1
DET,Avieon Terrell,0.0014,v1
DET,Jordyn Tyson,0.0014,v1
DET,Mansoor Delane,0.001,v1
DET,Jermod McCoy,0.0008,v1
DET,Makai Lemon,0.0006,v1
DET,T.J. Parker,0.0006,v1
DET,Carnell Tate,0.0002,v1
HOU,Kayden McDonald,0.2038,v1
HOU,Max Iheanachor,0.188,v1
HOU,Peter Woods,0.123,v1
HOU,Spencer Fano,0.063,v1
HOU,Caleb Banks,0.0494,v1
HOU,Kadyn Proctor,0.0458,v1
HOU,Blake Miller,0.0446,v1
HOU,Monroe Freeling,0.0438,v1
HOU,Olaivavega Ioane,0.0368,v1
HOU,Avieon Terrell,0.0312,v1
HOU,Caleb Lomu,0.0284,v1
HOU,Jeremiyah Love,0.0208,v1
HOU,T.J. Parker,0.0188,v1
HOU,Denzel Boston,0.0152,v1
HOU,Cashius Howell,0.0138,v1
HOU,Chase Bisontis,0.012,v1
HOU,Colton Hood,0.0088,v1
HOU,C.J. Allen,0.0072,v1
HOU,Emmanuel Pregnon,0.0072,v1
HOU,Kenyon Sadiq,0.0048,v1
HOU,Sonny Styles,0.004,v1
HOU,Ty Simpson,0.0038,v1
HOU,Jadarian Price,0.0032,v1
HOU,Zion Young,0.0032,v1
HOU,Akheem Mesidor,0.0024,v1
HOU,Kevin Concepcion,0.0022,v1
HOU,Chris Johnson,0.0018,v1
HOU,Dillon Thieneman,0.0018,v1
HOU,Keldric Faulk,0.0016,v1
HOU,Caleb Downs,0.0014,v1
HOU,Omar Cooper Jr.,0.0014,v1
HOU,Emmanuel McNeil-Warren,0.001,v1
HOU,Francis Mauigoa,0.001,v1
HOU,Jermod McCoy,0.001,v1
HOU,Brandon Cisse,0.0008,v1
HOU,Malachi Lawrence,0.0008,v1
HOU,Mansoor Delane,0.0008,v1
HOU,Jacob Rodriguez,0.0006,v1
HOU,Jordyn Tyson,0.0004,v1
HOU,Makai Lemon,0.0004,v1
KC,Mansoor Delane,0.2312,v1
KC,Cashius Howell,0.1906,v1
KC,T.J. Parker,0.1592,v1
KC,Spencer Fano,0.158,v1
KC,Jermod McCoy,0.1436,v1
KC,Caleb Downs,0.1388,v1
KC,Zion Young,0.1172,v1
KC,Rueben Bain,0.1086,v1
KC,Colton Hood,0.0922,v1
KC,Monroe Freeling,0.0898,v1
KC,Denzel Boston,0.0808,v1
KC,Avieon Terrell,0.0754,v1
KC,Makai Lemon,0.0566,v1
KC,Max Iheanachor,0.0436,v1
KC,Francis Mauigoa,0.033,v1
KC,Jordyn Tyson,0.031,v1
KC,Chris Johnson,0.0308,v1
KC,Keldric Faulk,0.0288,v1
KC,Dillon Thieneman,0.0178,v1
KC,Kadyn Proctor,0.0174,v1
KC,David Bailey,0.016,v1
KC,Akheem Mesidor,0.0128,v1
KC,Blake Miller,0.0126,v1
KC,C.J. Allen,0.0124,v1
KC,Emmanuel McNeil-Warren,0.0122,v1
KC,Kayden McDonald,0.0086,v1
KC,Caleb Lomu,0.0078,v1
KC,Carnell Tate,0.0078,v1
KC,Jeremiyah Love,0.0076,v1
KC,Malachi Lawrence,0.0076,v1
KC,Omar Cooper Jr.,0.0076,v1
KC,Brandon Cisse,0.0066,v1
KC,Sonny Styles,0.0062,v1
KC,Kevin Concepcion,0.0052,v1
KC,Kenyon Sadiq,0.0046,v1
KC,Olaivavega Ioane,0.0038,v1
KC,Peter Woods,0.0038,v1
KC,Arvell Reese,0.0036,v1
KC,Ty Simpson,0.0036,v1
KC,Chase Bisontis,0.0022,v1
KC,Caleb Banks,0.002,v1
KC,Jadarian Price,0.0004,v1
KC,Christen Miller,0.0002,v1
KC,Emmanuel Pregnon,0.0002,v1
KC,Jacob Rodriguez,0.0002,v1
LAC,T.J. Parker,0.1348,v1
LAC,Akheem Mesidor,0.1144,v1
LAC,Kevin Concepcion,0.1076,v1
LAC,Peter Woods,0.1072,v1
LAC,Emmanuel McNeil-Warren,0.1058,v1
LAC,Omar Cooper Jr.,0.1042,v1
LAC,Denzel Boston,0.057,v1
LAC,Keldric Faulk,0.0392,v1
LAC,Cashius Howell,0.0364,v1
LAC,Kayden McDonald,0.0364,v1
LAC,Olaivavega Ioane,0.0342,v1
LAC,Blake Miller,0.0212,v1
LAC,Dillon Thieneman,0.0142,v1
LAC,Caleb Downs,0.0118,v1
LAC,Caleb Lomu,0.0092,v1
LAC,Avieon Terrell,0.0078,v1
LAC,Rueben Bain,0.007,v1
LAC,Jordyn Tyson,0.0066,v1
LAC,Zion Young,0.0064,v1
LAC,Jeremiyah Love,0.0058,v1
LAC,Caleb Banks,0.0056,v1
LAC,Makai Lemon,0.0056,v1
LAC,Spencer Fano,0.005,v1
LAC,Monroe Freeling,0.0044,v1
LAC,Kenyon Sadiq,0.0036,v1
LAC,Kadyn Proctor,0.002,v1
LAC,Sonny Styles,0.0018,v1
LAC,Francis Mauigoa,0.0016,v1
LAC,Carnell Tate,0.0012,v1
LAC,C.J. Allen,0.0006,v1
LAC,Max Iheanachor,0.0006,v1
LAC,Mansoor Delane,0.0004,v1
LAC,Chris Johnson,0.0002,v1
LAC,Colton Hood,0.0002,v1
LAR,Jordyn Tyson,0.2938,v1
LAR,Monroe Freeling,0.2102,v1
LAR,Makai Lemon,0.1832,v1
LAR,Spencer Fano,0.0642,v1
LAR,Francis Mauigoa,0.0524,v1
LAR,Kadyn Proctor,0.0472,v1
LAR,Sonny Styles,0.03,v1
LAR,Omar Cooper Jr.,0.0248,v1
LAR,Jeremiyah Love,0.0152,v1
LAR,Carnell Tate,0.012,v1
LAR,Blake Miller,0.01,v1
LAR,Dillon Thieneman,0.0098,v1
LAR,Kenyon Sadiq,0.0088,v1
LAR,Olaivavega Ioane,0.0088,v1
LAR,Jermod McCoy,0.0062,v1
LAR,Keldric Faulk,0.0056,v1
LAR,Kevin Concepcion,0.0054,v1
LAR,Akheem Mesidor,0.0044,v1
LAR,Caleb Lomu,0.0022,v1
LAR,Arvell Reese,0.0014,v1
LAR,Mansoor Delane,0.0012,v1
LAR,Caleb Downs,0.001,v1
LAR,Rueben Bain,0.001,v1
LAR,Emmanuel McNeil-Warren,0.0008,v1
LAR,David Bailey,0.0002,v1
LAR,Ty Simpson,0.0002,v1
LV,Fernando Mendoza,1.0,v1
MIA,Makai Lemon,0.2376,v1
MIA,Colton Hood,0.2178,v1
MIA,Jordyn Tyson,0.1708,v1
MIA,Jermod McCoy,0.1612,v1
MIA,Olaivavega Ioane,0.1484,v1
MIA,Mansoor Delane,0.1466,v1
MIA,Cashius Howell,0.1426,v1
MIA,Denzel Boston,0.0884,v1
MIA,Zion Young,0.075,v1
MIA,T.J. Parker,0.0666,v1
MIA,Kenyon Sadiq,0.0648,v1
MIA,Avieon Terrell,0.0422,v1
MIA,Chris Johnson,0.0374,v1
MIA,Chase Bisontis,0.037,v1
MIA,Dillon Thieneman,0.0364,v1
MIA,Emmanuel Pregnon,0.0356,v1
MIA,Omar Cooper Jr.,0.0306,v1
MIA,Spencer Fano,0.0226,v1
MIA,Caleb Downs,0.0214,v1
MIA,Monroe Freeling,0.02,v1
MIA,Emmanuel McNeil-Warren,0.0198,v1
MIA,Keldric Faulk,0.0192,v1
MIA,Akheem Mesidor,0.0162,v1
MIA,C.J. Allen,0.016,v1
MIA,Kayden McDonald,0.0146,v1
MIA,Kevin Concepcion,0.0102,v1
MIA,Carnell Tate,0.0092,v1
MIA,Jeremiyah Love,0.0088,v1
MIA,Rueben Bain,0.0088,v1
MIA,Brandon Cisse,0.0084,v1
MIA,Max Iheanachor,0.0076,v1
MIA,Caleb Banks,0.0074,v1
MIA,Ty Simpson,0.0068,v1
MIA,David Bailey,0.0066,v1
MIA,R Mason Thomas,0.006,v1
MIA,Francis Mauigoa,0.0058,v1
MIA,Kadyn Proctor,0.0052,v1
MIA,Malachi Lawrence,0.005,v1
MIA,Sonny Styles,0.005,v1
MIA,Caleb Lomu,0.0026,v1
MIA,Arvell Reese,0.0022,v1
MIA,Blake Miller,0.0022,v1
MIA,Peter Woods,0.0014,v1
MIA,Christen Miller,0.0008,v1
MIA,Jacob Rodriguez,0.0006,v1
MIA,Jadarian Price,0.0006,v1
MIN,Dillon Thieneman,0.4346,v1
MIN,Emmanuel McNeil-Warren,0.2854,v1
MIN,Jeremiyah Love,0.0758,v1
MIN,Caleb Downs,0.0414,v1
MIN,Peter Woods,0.0262,v1
MIN,Avieon Terrell,0.0222,v1
MIN,Mansoor Delane,0.0168,v1
MIN,Keldric Faulk,0.0124,v1
MIN,Kadyn Proctor,0.0114,v1
MIN,Kenyon Sadiq,0.0098,v1
MIN,Akheem Mesidor,0.0088,v1
MIN,Jermod McCoy,0.0088,v1
MIN,Omar Cooper Jr.,0.0076,v1
MIN,Kevin Concepcion,0.0064,v1
MIN,Spencer Fano,0.0056,v1
MIN,Blake Miller,0.0052,v1
MIN,Caleb Lomu,0.0042,v1
MIN,Francis Mauigoa,0.0036,v1
MIN,Kayden McDonald,0.0032,v1
MIN,Olaivavega Ioane,0.003,v1
MIN,Monroe Freeling,0.0026,v1
MIN,Sonny Styles,0.0024,v1
MIN,Carnell Tate,0.0008,v1
MIN,T.J. Parker,0.0008,v1
MIN,Jordyn Tyson,0.0004,v1
MIN,Rueben Bain,0.0004,v1
MIN,Denzel Boston,0.0002,v1
NE,Cashius Howell,0.175,v1
NE,Zion Young,0.1454,v1
NE,Max Iheanachor,0.1248,v1
NE,Kayden McDonald,0.0886,v1
NE,Caleb Banks,0.0604,v1
NE,Denzel Boston,0.0546,v1
NE,Kenyon Sadiq,0.043,v1
NE,T.J. Parker,0.0386,v1
NE,C.J. Allen,0.0384,v1
NE,Kadyn Proctor,0.0214,v1
NE,Blake Miller,0.021,v1
NE,Spencer Fano,0.0172,v1
NE,Akheem Mesidor,0.0158,v1
NE,Keldric Faulk,0.015,v1
NE,Caleb Lomu,0.0138,v1
NE,Colton Hood,0.0138,v1
NE,Monroe Freeling,0.0118,v1
NE,R Mason Thomas,0.0116,v1
NE,Malachi Lawrence,0.0102,v1
NE,Omar Cooper Jr.,0.0102,v1
NE,Kevin Concepcion,0.0078,v1
NE,Peter Woods,0.0078,v1
NE,Ty Simpson,0.0076,v1
NE,Chris Johnson,0.0068,v1
NE,Sonny Styles,0.0066,v1
NE,Avieon Terrell,0.0048,v1
NE,Christen Miller,0.0038,v1
NE,Brandon Cisse,0.0034,v1
NE,Emmanuel Pregnon,0.0028,v1
NE,Makai Lemon,0.0024,v1
NE,Emmanuel McNeil-Warren,0.0022,v1
NE,Olaivavega Ioane,0.0022,v1
NE,Chase Bisontis,0.002,v1
NE,Jordyn Tyson,0.002,v1
NE,Anthony Hill Jr.,0.0014,v1
NE,Jacob Rodriguez,0.0014,v1
NE,Jermod McCoy,0.0012,v1
NE,Dillon Thieneman,0.001,v1
NE,Jeremiyah Love,0.001,v1
NE,Jadarian Price,0.0006,v1
NE,Rueben Bain,0.0004,v1
NE,Mansoor Delane,0.0002,v1
NO,Mansoor Delane,0.3788,v1
NO,Rueben Bain,0.2044,v1
NO,Makai Lemon,0.1204,v1
NO,Carnell Tate,0.068,v1
NO,Jermod McCoy,0.0602,v1
NO,Jordyn Tyson,0.0598,v1
NO,David Bailey,0.0312,v1
NO,Sonny Styles,0.0148,v1
NO,Jeremiyah Love,0.0134,v1
NO,Caleb Downs,0.0126,v1
NO,Spencer Fano,0.0104,v1
NO,Arvell Reese,0.0096,v1
NO,Monroe Freeling,0.0094,v1
NO,Francis Mauigoa,0.004,v1
NO,Olaivavega Ioane,0.002,v1
NO,Kadyn Proctor,0.0004,v1
NO,Kenyon Sadiq,0.0004,v1
NO,Dillon Thieneman,0.0002,v1
NYG,Carnell Tate,0.2414,v1
NYG,Sonny Styles,0.1902,v1
NYG,Francis Mauigoa,0.1626,v1
NYG,Jeremiyah Love,0.1356,v1
NYG,Caleb Downs,0.1354,v1
NYG,Arvell Reese,0.0604,v1
NYG,Makai Lemon,0.0264,v1
NYG,Spencer Fano,0.0168,v1
NYG,Monroe Freeling,0.015,v1
NYG,Rueben Bain,0.0076,v1
NYG,Mansoor Delane,0.0046,v1
NYG,David Bailey,0.004,v1
NYJ,Arvell Reese,0.5002,v1
NYJ,David Bailey,0.3916,v1
NYJ,Akheem Mesidor,0.1678,v1
NYJ,Omar Cooper Jr.,0.1538,v1
NYJ,Keldric Faulk,0.1228,v1
NYJ,Olaivavega Ioane,0.1094,v1
NYJ,Jordyn Tyson,0.0926,v1
NYJ,Sonny Styles,0.0804,v1
NYJ,Carnell Tate,0.0514,v1
NYJ,Kevin Concepcion,0.0484,v1
NYJ,Rueben Bain,0.0312,v1
NYJ,Jeremiyah Love,0.0298,v1
NYJ,Dillon Thieneman,0.0278,v1
NYJ,Kadyn Proctor,0.0266,v1
NYJ,Kenyon Sadiq,0.0206,v1
NYJ,Ty Simpson,0.0188,v1
NYJ,Makai Lemon,0.018,v1
NYJ,Francis Mauigoa,0.0176,v1
NYJ,Avieon Terrell,0.0174,v1
NYJ,Mansoor Delane,0.0154,v1
NYJ,Jermod McCoy,0.014,v1
NYJ,Blake Miller,0.0096,v1
NYJ,Spencer Fano,0.0092,v1
NYJ,Emmanuel McNeil-Warren,0.0072,v1
NYJ,Monroe Freeling,0.0066,v1
NYJ,T.J. Parker,0.005,v1
NYJ,Caleb Downs,0.003,v1
NYJ,Caleb Lomu,0.0026,v1
NYJ,Garrett Nussmeier,0.0006,v1
NYJ,Drew Allar,0.0004,v1
NYJ,Peter Woods,0.0002,v1
PHI,Caleb Lomu,0.189,v1
PHI,Blake Miller,0.1764,v1
PHI,Kevin Concepcion,0.1198,v1
PHI,Omar Cooper Jr.,0.0914,v1
PHI,T.J. Parker,0.0664,v1
PHI,Denzel Boston,0.066,v1
PHI,Spencer Fano,0.0546,v1
PHI,Emmanuel McNeil-Warren,0.0508,v1
PHI,Monroe Freeling,0.0362,v1
PHI,Kadyn Proctor,0.024,v1
PHI,Cashius Howell,0.021,v1
PHI,Akheem Mesidor,0.016,v1
PHI,Keldric Faulk,0.0104,v1
PHI,Kenyon Sadiq,0.0102,v1
PHI,Makai Lemon,0.0086,v1
PHI,Jordyn Tyson,0.0076,v1
PHI,Dillon Thieneman,0.0074,v1
PHI,Peter Woods,0.0064,v1
PHI,Francis Mauigoa,0.0058,v1
PHI,Avieon Terrell,0.0052,v1
PHI,Rueben Bain,0.0046,v1
PHI,Caleb Downs,0.0044,v1
PHI,Jeremiyah Love,0.004,v1
PHI,Zion Young,0.0036,v1
PHI,Kayden McDonald,0.0034,v1
PHI,Max Iheanachor,0.0032,v1
PHI,Sonny Styles,0.001,v1
PHI,Carnell Tate,0.0008,v1
PHI,C.J. Allen,0.0006,v1
PHI,Mansoor Delane,0.0004,v1
PHI,Olaivavega Ioane,0.0004,v1
PHI,Ty Simpson,0.0004,v1
PIT,Blake Miller,0.1938,v1
PIT,Caleb Lomu,0.1828,v1
PIT,Omar Cooper Jr.,0.0982,v1
PIT,Spencer Fano,0.0818,v1
PIT,Kevin Concepcion,0.0748,v1
PIT,Avieon Terrell,0.068,v1
PIT,Monroe Freeling,0.0662,v1
PIT,Kadyn Proctor,0.0586,v1
PIT,Jeremiyah Love,0.0488,v1
PIT,Francis Mauigoa,0.0174,v1
PIT,Denzel Boston,0.0132,v1
PIT,Ty Simpson,0.0114,v1
PIT,Emmanuel McNeil-Warren,0.0106,v1
PIT,Mansoor Delane,0.0094,v1
PIT,Olaivavega Ioane,0.0094,v1
PIT,Akheem Mesidor,0.0068,v1
PIT,Jermod McCoy,0.0062,v1
PIT,Keldric Faulk,0.0052,v1
PIT,Max Iheanachor,0.0046,v1
PIT,T.J. Parker,0.0046,v1
PIT,Jordyn Tyson,0.0042,v1
PIT,Makai Lemon,0.0042,v1
PIT,Peter Woods,0.0036,v1
PIT,Cashius Howell,0.003,v1
PIT,Carnell Tate,0.0024,v1
PIT,Colton Hood,0.0024,v1
PIT,Kenyon Sadiq,0.002,v1
PIT,Dillon Thieneman,0.0018,v1
PIT,Sonny Styles,0.0012,v1
PIT,Caleb Downs,0.001,v1
PIT,Kayden McDonald,0.001,v1
PIT,Rueben Bain,0.0004,v1
PIT,Zion Young,0.0004,v1
PIT,C.J. Allen,0.0002,v1
PIT,Drew Allar,0.0002,v1
PIT,Garrett Nussmeier,0.0002,v1
SEA,Colton Hood,0.221,v1
SEA,Zion Young,0.188,v1
SEA,Chris Johnson,0.1494,v1
SEA,Cashius Howell,0.076,v1
SEA,Avieon Terrell,0.0576,v1
SEA,Chase Bisontis,0.0514,v1
SEA,Malachi Lawrence,0.0468,v1
SEA,Brandon Cisse,0.0452,v1
SEA,C.J. Allen,0.0222,v1
SEA,Emmanuel Pregnon,0.0154,v1
SEA,T.J. Parker,0.014,v1
SEA,Keldric Faulk,0.0132,v1
SEA,Akheem Mesidor,0.0108,v1
SEA,Max Iheanachor,0.0108,v1
SEA,Kayden McDonald,0.0098,v1
SEA,Olaivavega Ioane,0.0088,v1
SEA,Ty Simpson,0.0078,v1
SEA,R Mason Thomas,0.0068,v1
SEA,Jermod McCoy,0.0066,v1
SEA,Caleb Banks,0.0056,v1
SEA,Jeremiyah Love,0.0052,v1
SEA,Kenyon Sadiq,0.0042,v1
SEA,Mansoor Delane,0.004,v1
