pick,player,position,count,probability
7,Arvell Reese,LB,185,0.037
7,Mansoor Delane,CB,96,0.0192
7,Spencer Fano,OT,32,0.0064
7,Jermod McCoy,CB,29,0.0058
7,Francis Mauigoa,OT,24,0.0048
7,Monroe Freeling,OT,24,0.0048
7,Dillon Thieneman,S,9,0.0018
7,Kenyon Sadiq,TE,3,0.0006
7,Olaivavega Ioane,IOL,3,0.0006
8,Mansoor Delane,CB,1894,0.3788
8,Rueben Bain,EDGE,1022,0.2044
8,Makai Lemon,WR,602,0.1204
8,Carnell Tate,WR,340,0.068
8,Jermod McCoy,CB,301,0.0602
8,Jordyn Tyson,WR,299,0.0598
8,David Bailey,EDGE,156,0.0312
8,Sonny Styles,LB,74,0.0148
8,Jeremiyah Love,RB,67,0.0134
8,Caleb Downs,S,63,0.0126
8,Spencer Fano,OT,52,0.0104
8,Arvell Reese,LB,48,0.0096
8,Monroe Freeling,OT,47,0.0094
8,Francis Mauigoa,OT,20,0.004
8,Olaivavega Ioane,IOL,10,0.002
8,Kadyn Proctor,OT,2,0.0004
8,Kenyon Sadiq,TE,2,0.0004
8,Dillon Thieneman,S,1,0.0002
9,Mansoor Delane,CB,1119,0.2238
9,Spencer Fano,OT,712,0.1424
9,Jermod McCoy,CB,669,0.1338
9,Caleb Downs,S,661,0.1322
9,Rueben Bain,EDGE,536,0.1072
9,Monroe Freeling,OT,397,0.0794
9,Makai Lemon,WR,267,0.0534
9,Francis Mauigoa,OT,165,0.033
9,Jordyn Tyson,WR,147,0.0294
9,David Bailey,EDGE,80,0.016
9,Keldric Faulk,EDGE,68,0.0136
9,Carnell Tate,WR,38,0.0076
9,Kadyn Proctor,OT,32,0.0064
9,Jeremiyah Love,RB,28,0.0056
9,Dillon Thieneman,S,24,0.0048
9,Sonny Styles,LB,19,0.0038
9,Arvell Reese,LB,18,0.0036
9,Olaivavega Ioane,IOL,13,0.0026
9,Kenyon Sadiq,TE,7,0.0014
10,Caleb Downs,S,2092,0.4184
10,Sonny Styles,LB,694,0.1388
10,Dillon Thieneman,S,545,0.109
10,Arvell Reese,LB,259,0.0518
10,Spencer Fano,OT,249,0.0498
10,Olaivavega Ioane,IOL,248,0.0496
10,Monroe Freeling,OT,205,0.041
10,Mansoor Delane,CB,141,0.0282
10,Jeremiyah Love,RB,116,0.0232
10,Jordyn Tyson,WR,97,0.0194
10,Makai Lemon,WR,94,0.0188
10,Jermod McCoy,CB,86,0.0172
10,Francis Mauigoa,OT,74,0.0148
10,Kenyon Sadiq,TE,23,0.0046
10,Rueben Bain,EDGE,21,0.0042
10,David Bailey,EDGE,18,0.0036
10,Kadyn Proctor,OT,12,0.0024
10,Keldric Faulk,EDGE,12,0.0024
10,Carnell Tate,WR,7,0.0014
10,Akheem Mesidor,EDGE,6,0.0012
10,Ty Simpson,QB,1,0.0002
11,Makai Lemon,WR,1167,0.2334
11,Jordyn Tyson,WR,820,0.164
11,Jermod McCoy,CB,775,0.155
11,Mansoor Delane,CB,705,0.141
11,Olaivavega Ioane,IOL,634,0.1268
11,Kenyon Sadiq,TE,126,0.0252
11,Dillon Thieneman,S,104,0.0208
11,Spencer Fano,OT,96,0.0192
11,Monroe Freeling,OT,90,0.018
11,Omar Cooper Jr.,WR,80,0.016
11,Caleb Downs,S,78,0.0156
11,Keldric Faulk,EDGE,49,0.0098
11,Carnell Tate,WR,45,0.009
11,Akheem Mesidor,EDGE,42,0.0084
11,Rueben Bain,EDGE,42,0.0084
11,Jeremiyah Love,RB,39,0.0078
11,David Bailey,EDGE,33,0.0066
11,Francis Mauigoa,OT,29,0.0058
11,Kadyn Proctor,OT,16,0.0032
11,Sonny Styles,LB,14,0.0028
11,Arvell Reese,LB,11,0.0022
11,Emmanuel McNeil-Warren,S,4,0.0008
11,Blake Miller,OT,1,0.0002
12,Jermod McCoy,CB,2261,0.4522
12,Sonny Styles,LB,471,0.0942
12,Mansoor Delane,CB,408,0.0816
12,Keldric Faulk,EDGE,278,0.0556
12,Dillon Thieneman,S,226,0.0452
12,Spencer Fano,OT,214,0.0428
12,Monroe Freeling,OT,213,0.0426
12,Jeremiyah Love,RB,108,0.0216
12,Makai Lemon,WR,98,0.0196
12,Caleb Downs,S,95,0.019
12,Jordyn Tyson,WR,92,0.0184
12,Akheem Mesidor,EDGE,82,0.0164
12,Rueben Bain,EDGE,82,0.0164
12,Francis Mauigoa,OT,72,0.0144
12,Olaivavega Ioane,IOL,63,0.0126
12,Kenyon Sadiq,TE,58,0.0116
12,Emmanuel McNeil-Warren,S,57,0.0114
12,Arvell Reese,LB,41,0.0082
12,Kadyn Proctor,OT,40,0.008
12,David Bailey,EDGE,24,0.0048
12,Omar Cooper Jr.,WR,8,0.0016
12,Blake Miller,OT,3,0.0006
12,Caleb Lomu,OT,3,0.0006
12,Carnell Tate,WR,3,0.0006
13,Jordyn Tyson,WR,1469,0.2938
13,Monroe Freeling,OT,1051,0.2102
13,Makai Lemon,WR,916,0.1832
13,Spencer Fano,OT,321,0.0642
13,Francis Mauigoa,OT,262,0.0524
13,Kadyn Proctor,OT,236,0.0472
13,Sonny Styles,LB,150,0.03
13,Omar Cooper Jr.,WR,124,0.0248
13,Jeremiyah Love,RB,76,0.0152
13,Carnell Tate,WR,60,0.012
13,Blake Miller,OT,50,0.01
13,Dillon Thieneman,S,49,0.0098
13,Kenyon Sadiq,TE,44,0.0088
13,Olaivavega Ioane,IOL,44,0.0088
13,Jermod McCoy,CB,31,0.0062
13,Keldric Faulk,EDGE,28,0.0056
13,Kevin Concepcion,WR,27,0.0054
13,Akheem Mesidor,EDGE,22,0.0044
13,Caleb Lomu,OT,11,0.0022
13,Arvell Reese,LB,7,0.0014
13,Mansoor Delane,CB,6,0.0012
13,Caleb Downs,S,5,0.001
13,Rueben Bain,EDGE,5,0.001
13,Emmanuel McNeil-Warren,S,4,0.0008
13,David Bailey,EDGE,1,0.0002
13,Ty Simpson,QB,1,0.0002
14,Olaivavega Ioane,IOL,1686,0.3372
14,Jordyn Tyson,WR,847,0.1694
14,Omar Cooper Jr.,WR,630,0.126
14,Kenyon Sadiq,TE,563,0.1126
14,Makai Lemon,WR,532,0.1064
14,Jeremiyah Love,RB,108,0.0216
14,Keldric Faulk,EDGE,79,0.0158
14,Akheem Mesidor,EDGE,75,0.015
14,Kadyn Proctor,OT,73,0.0146
14,Sonny Styles,LB,56,0.0112
14,Monroe Freeling,OT,48,0.0096
14,Carnell Tate,WR,45,0.009
14,Dillon Thieneman,S,41,0.0082
14,Kevin Concepcion,WR,41,0.0082
14,Jermod McCoy,CB,39,0.0078
14,Spencer Fano,OT,39,0.0078
14,Francis Mauigoa,OT,36,0.0072
14,Rueben Bain,EDGE,14,0.0028
14,Mansoor Delane,CB,12,0.0024
14,Caleb Downs,S,8,0.0016
14,David Bailey,EDGE,7,0.0014
14,Blake Miller,OT,6,0.0012
14,Caleb Lomu,OT,5,0.001
14,Emmanuel McNeil-Warren,S,5,0.001
14,Avieon Terrell,CB,3,0.0006
14,Arvell Reese,LB,2,0.0004
15,Keldric Faulk,EDGE,1675,0.335
15,Kenyon Sadiq,TE,1260,0.252
15,Akheem Mesidor,EDGE,873,0.1746
15,Olaivavega Ioane,IOL,336,0.0672
15,Jermod McCoy,CB,303,0.0606
15,Rueben Bain,EDGE,146,0.0292
15,Mansoor Delane,CB,66,0.0132
15,Jeremiyah Love,RB,52,0.0104
15,Kadyn Proctor,OT,51,0.0102
15,Dillon Thieneman,S,36,0.0072
15,Sonny Styles,LB,36,0.0072
15,Avieon Terrell,CB,28,0.0056
15,Jordyn Tyson,WR,27,0.0054
15,Emmanuel McNeil-Warren,S,23,0.0046
15,Francis Mauigoa,OT,22,0.0044
15,Monroe Freeling,OT,12,0.0024
15,David Bailey,EDGE,11,0.0022
15,Spencer Fano,OT,10,0.002
15,Caleb Downs,S,9,0.0018
15,Omar Cooper Jr.,WR,8,0.0016
15,Blake Miller,OT,6,0.0012
15,Caleb Lomu,OT,5,0.001
15,Makai Lemon,WR,3,0.0006
15,Kevin Concepcion,WR,2,0.0004
16,Akheem Mesidor,EDGE,839,0.1678
16,Omar Cooper Jr.,WR,769,0.1538
16,Keldric Faulk,EDGE,614,0.1228
16,Olaivavega Ioane,IOL,547,0.1094
16,Jordyn Tyson,WR,463,0.0926
16,Kevin Concepcion,WR,242,0.0484
16,Sonny Styles,LB,223,0.0446
16,Dillon Thieneman,S,139,0.0278
16,Kadyn Proctor,OT,133,0.0266
16,Jeremiyah Love,RB,123,0.0246
16,Kenyon Sadiq,TE,103,0.0206
16,Ty Simpson,QB,93,0.0186
16,Makai Lemon,WR,90,0.018
16,Avieon Terrell,CB,87,0.0174
16,Rueben Bain,EDGE,77,0.0154
16,Jermod McCoy,CB,70,0.014
16,Francis Mauigoa,OT,64,0.0128
16,Carnell Tate,WR,51,0.0102
16,Mansoor Delane,CB,50,0.01
16,Blake Miller,OT,48,0.0096
16,Spencer Fano,OT,46,0.0092
16,Emmanuel McNeil-Warren,S,36,0.0072
16,Monroe Freeling,OT,33,0.0066
16,T.J. Parker,EDGE,25,0.005
16,Caleb Downs,S,14,0.0028
16,Caleb Lomu,OT,13,0.0026
16,Garrett Nussmeier,QB,3,0.0006
16,David Bailey,EDGE,2,0.0004
16,Drew Allar,QB,2,0.0004
16,Peter Woods,DT,1,0.0002
17,Kadyn Proctor,OT,2060,0.412
17,Blake Miller,OT,548,0.1096
17,Caleb Lomu,OT,516,0.1032
17,Spencer Fano,OT,498,0.0996
17,Monroe Freeling,OT,337,0.0674
17,Francis Mauigoa,OT,294,0.0588
17,Peter Woods,DT,124,0.0248
17,Akheem Mesidor,EDGE,109,0.0218
17,Dillon Thieneman,S,83,0.0166
17,Jeremiyah Love,RB,83,0.0166
17,Keldric Faulk,EDGE,78,0.0156
17,Kenyon Sadiq,TE,61,0.0122
17,Omar Cooper Jr.,WR,44,0.0088
17,Sonny Styles,LB,43,0.0086
17,Olaivavega Ioane,IOL,36,0.0072
17,Emmanuel McNeil-Warren,S,22,0.0044
17,Rueben Bain,EDGE,18,0.0036
17,Caleb Downs,S,8,0.0016
17,Kevin Concepcion,WR,8,0.0016
17,Avieon Terrell,CB,7,0.0014
17,Jordyn Tyson,WR,7,0.0014
17,Mansoor Delane,CB,5,0.001
17,Jermod McCoy,CB,4,0.0008
17,Makai Lemon,WR,3,0.0006
17,T.J. Parker,EDGE,3,0.0006
17,Carnell Tate,WR,1,0.0002
18,Dillon Thieneman,S,2173,0.4346
18,Emmanuel McNeil-Warren,S,1427,0.2854
18,Jeremiyah Love,RB,379,0.0758
18,Caleb Downs,S,207,0.0414
18,Peter Woods,DT,131,0.0262
18,Avieon Terrell,CB,111,0.0222
18,Mansoor Delane,CB,84,0.0168
18,Keldric Faulk,EDGE,62,0.0124
18,Kadyn Proctor,OT,57,0.0114
18,Kenyon Sadiq,TE,49,0.0098
18,Akheem Mesidor,EDGE,44,0.0088
18,Jermod McCoy,CB,44,0.0088
18,Omar Cooper Jr.,WR,38,0.0076
18,Kevin Concepcion,WR,32,0.0064
18,Spencer Fano,OT,28,0.0056
18,Blake Miller,OT,26,0.0052
18,Caleb Lomu,OT,21,0.0042
18,Francis Mauigoa,OT,18,0.0036
18,Kayden McDonald,DT,16,0.0032
18,Olaivavega Ioane,IOL,15,0.003
18,Monroe Freeling,OT,13,0.0026
18,Sonny Styles,LB,12,0.0024
18,Carnell Tate,WR,4,0.0008
18,T.J. Parker,EDGE,4,0.0008
18,Jordyn Tyson,WR,2,0.0004
18,Rueben Bain,EDGE,2,0.0004
18,Denzel Boston,WR,1,0.0002
19,Akheem Mesidor,EDGE,933,0.1866
19,Omar Cooper Jr.,WR,680,0.136
19,Keldric Faulk,EDGE,662,0.1324
19,Kenyon Sadiq,TE,585,0.117
19,Kevin Concepcion,WR,344,0.0688
19,Kadyn Proctor,OT,268,0.0536
19,Peter Woods,DT,238,0.0476
19,Blake Miller,OT,219,0.0438
19,Caleb Lomu,OT,109,0.0218
19,T.J. Parker,EDGE,104,0.0208
19,Denzel Boston,WR,95,0.019
19,Spencer Fano,OT,90,0.018
19,Avieon Terrell,CB,87,0.0174
19,Jeremiyah Love,RB,80,0.016
19,Dillon Thieneman,S,70,0.014
19,Francis Mauigoa,OT,60,0.012
19,Monroe Freeling,OT,56,0.0112
19,Emmanuel McNeil-Warren,S,53,0.0106
19,Rueben Bain,EDGE,50,0.01
19,Kayden McDonald,DT,39,0.0078
19,Jordyn Tyson,WR,34,0.0068
19,Makai Lemon,WR,34,0.0068
19,Cashius Howell,EDGE,27,0.0054
19,Carnell Tate,WR,21,0.0042
19,Sonny Styles,LB,20,0.004
19,Mansoor Delane,CB,16,0.0032
19,Caleb Downs,S,11,0.0022
19,Jermod McCoy,CB,11,0.0022
19,Olaivavega Ioane,IOL,4,0.0008
20,Avieon Terrell,CB,840,0.168
20,Akheem Mesidor,EDGE,704,0.1408
20,Emmanuel McNeil-Warren,S,616,0.1232
20,Keldric Faulk,EDGE,491,0.0982
20,Peter Woods,DT,356,0.0712
20,Sonny Styles,LB,339,0.0678
20,Dillon Thieneman,S,204,0.0408
20,Omar Cooper Jr.,WR,144,0.0288
20,Kadyn Proctor,OT,131,0.0262
20,Jermod McCoy,CB,121,0.0242
20,T.J. Parker,EDGE,118,0.0236
20,Blake Miller,OT,116,0.0232
20,Caleb Lomu,OT,116,0.0232
20,Caleb Downs,S,115,0.023
20,Kayden McDonald,DT,106,0.0212
20,Jeremiyah Love,RB,91,0.0182
20,Mansoor Delane,CB,71,0.0142
20,Spencer Fano,OT,62,0.0124
20,Kevin Concepcion,WR,53,0.0106
20,Rueben Bain,EDGE,53,0.0106
20,Francis Mauigoa,OT,39,0.0078
20,Kenyon Sadiq,TE,28,0.0056
20,Monroe Freeling,OT,27,0.0054
20,Cashius Howell,EDGE,19,0.0038
20,Denzel Boston,WR,17,0.0034
20,Olaivavega Ioane,IOL,9,0.0018
20,Makai Lemon,WR,8,0.0016
20,Jordyn Tyson,WR,3,0.0006
20,Carnell Tate,WR,2,0.0004
20,David Bailey,EDGE,1,0.0002
21,Blake Miller,OT,969,0.1938
21,Caleb Lomu,OT,914,0.1828
21,Omar Cooper Jr.,WR,491,0.0982
21,Spencer Fano,OT,409,0.0818
21,Kevin Concepcion,WR,374,0.0748
21,Avieon Terrell,CB,340,0.068
21,Monroe Freeling,OT,331,0.0662
21,Kadyn Proctor,OT,293,0.0586
21,Jeremiyah Love,RB,244,0.0488
21,Francis Mauigoa,OT,87,0.0174
21,Denzel Boston,WR,66,0.0132
21,Ty Simpson,QB,57,0.0114
21,Emmanuel McNeil-Warren,S,53,0.0106
21,Mansoor Delane,CB,47,0.0094
21,Olaivavega Ioane,IOL,47,0.0094
21,Akheem Mesidor,EDGE,34,0.0068
21,Jermod McCoy,CB,31,0.0062
21,Keldric Faulk,EDGE,26,0.0052
21,Max Iheanachor,OT,23,0.0046
21,T.J. Parker,EDGE,23,0.0046
21,Jordyn Tyson,WR,21,0.0042
21,Makai Lemon,WR,21,0.0042
21,Peter Woods,DT,18,0.0036
21,Cashius Howell,EDGE,15,0.003
21,Carnell Tate,WR,12,0.0024
21,Colton Hood,CB,12,0.0024
21,Kenyon Sadiq,TE,10,0.002
21,Dillon Thieneman,S,9,0.0018
21,Sonny Styles,LB,6,0.0012
21,Caleb Downs,S,5,0.001
21,Kayden McDonald,DT,5,0.001
21,Rueben Bain,EDGE,2,0.0004
21,Zion Young,EDGE,2,0.0004
21,C.J. Allen,LB,1,0.0002
21,Drew Allar,QB,1,0.0002
21,Garrett Nussmeier,QB,1,0.0002
22,T.J. Parker,EDGE,674,0.1348
22,Akheem Mesidor,EDGE,572,0.1144
22,Kevin Concepcion,WR,538,0.1076
22,Peter Woods,DT,536,0.1072
22,Emmanuel McNeil-Warren,S,529,0.1058
22,Omar Cooper Jr.,WR,521,0.1042
22,Denzel Boston,WR,285,0.057
22,Keldric Faulk,EDGE,196,0.0392
22,Cashius Howell,EDGE,182,0.0364
22,Kayden McDonald,DT,182,0.0364
22,Olaivavega Ioane,IOL,171,0.0342
22,Blake Miller,OT,106,0.0212
22,Dillon Thieneman,S,71,0.0142
22,Caleb Downs,S,59,0.0118
22,Caleb Lomu,OT,46,0.0092
22,Avieon Terrell,CB,39,0.0078
22,Rueben Bain,EDGE,35,0.007
22,Jordyn Tyson,WR,33,0.0066
22,Zion Young,EDGE,32,0.0064
22,Jeremiyah Love,RB,29,0.0058
22,Caleb Banks,DT,28,0.0056
22,Makai Lemon,WR,28,0.0056
22,Spencer Fano,OT,25,0.005
22,Monroe Freeling,OT,22,0.0044
22,Kenyon Sadiq,TE,18,0.0036
22,Kadyn Proctor,OT,10,0.002
22,Sonny Styles,LB,9,0.0018
22,Francis Mauigoa,OT,8,0.0016
22,Carnell Tate,WR,6,0.0012
22,C.J. Allen,LB,3,0.0006
22,Max Iheanachor,OT,3,0.0006
22,Mansoor Delane,CB,2,0.0004
22,Chris Johnson,CB,1,0.0002
22,Colton Hood,CB,1,0.0002
23,Caleb Lomu,OT,945,0.189
23,Blake Miller,OT,882,0.1764
23,Kevin Concepcion,WR,599,0.1198
23,Omar Cooper Jr.,WR,457,0.0914
23,T.J. Parker,EDGE,332,0.0664
23,Denzel Boston,WR,330,0.066
23,Spencer Fano,OT,273,0.0546
23,Emmanuel McNeil-Warren,S,254,0.0508
23,Monroe Freeling,OT,181,0.0362
23,Kadyn Proctor,OT,120,0.024
23,Cashius Howell,EDGE,105,0.021
23,Akheem Mesidor,EDGE,80,0.016
23,Keldric Faulk,EDGE,52,0.0104
23,Kenyon Sadiq,TE,51,0.0102
23,Makai Lemon,WR,43,0.0086
23,Jordyn Tyson,WR,38,0.0076
23,Dillon Thieneman,S,37,0.0074
23,Peter Woods,DT,32,0.0064
23,Francis Mauigoa,OT,29,0.0058
23,Avieon Terrell,CB,26,0.0052
23,Rueben Bain,EDGE,23,0.0046
23,Caleb Downs,S,22,0.0044
23,Jeremiyah Love,RB,20,0.004
23,Zion Young,EDGE,18,0.0036
23,Kayden McDonald,DT,17,0.0034
23,Max Iheanachor,OT,16,0.0032
23,Sonny Styles,LB,5,0.001
23,Carnell Tate,WR,4,0.0008
23,C.J. Allen,LB,3,0.0006
23,Mansoor Delane,CB,2,0.0004
23,Olaivavega Ioane,IOL,2,0.0004
23,Ty Simpson,QB,2,0.0004
24,Caleb Lomu,OT,1052,0.2104
24,Kevin Concepcion,WR,1016,0.2032
24,Denzel Boston,WR,579,0.1158
24,Monroe Freeling,OT,370,0.074
24,Blake Miller,OT,336,0.0672
24,Kadyn Proctor,OT,262,0.0524
24,Spencer Fano,OT,179,0.0358
24,Omar Cooper Jr.,WR,168,0.0336
24,Avieon Terrell,CB,107,0.0214
24,Olaivavega Ioane,IOL,107,0.0214
24,Emmanuel McNeil-Warren,S,92,0.0184
24,T.J. Parker,EDGE,87,0.0174
24,Peter Woods,DT,86,0.0172
24,Ty Simpson,QB,84,0.0168
24,Makai Lemon,WR,57,0.0114
24,Jordyn Tyson,WR,53,0.0106
24,Jeremiyah Love,RB,51,0.0102
24,Kayden McDonald,DT,51,0.0102
24,Cashius Howell,EDGE,49,0.0098
24,Kenyon Sadiq,TE,24,0.0048
24,Sonny Styles,LB,24,0.0048
24,Max Iheanachor,OT,19,0.0038
24,Chase Bisontis,IOL,17,0.0034
24,Emmanuel Pregnon,IOL,17,0.0034
24,Colton Hood,CB,16,0.0032
24,Francis Mauigoa,OT,15,0.003
24,Caleb Downs,S,14,0.0028
24,Dillon Thieneman,S,12,0.0024
24,C.J. Allen,LB,10,0.002
24,Mansoor Delane,CB,9,0.0018
24,Akheem Mesidor,EDGE,8,0.0016
24,Keldric Faulk,EDGE,8,0.0016
24,Jermod McCoy,CB,7,0.0014
24,Carnell Tate,WR,6,0.0012
24,Zion Young,EDGE,3,0.0006
24,Caleb Banks,DT,2,0.0004
24,Rueben Bain,EDGE,2,0.0004
24,Garrett Nussmeier,QB,1,0.0002
25,Peter Woods,DT,1941,0.3882
25,Kayden McDonald,DT,1474,0.2948
25,Emmanuel McNeil-Warren,S,335,0.067
25,Avieon Terrell,CB,256,0.0512
25,Dillon Thieneman,S,184,0.0368
25,Caleb Downs,S,92,0.0184
25,Blake Miller,OT,87,0.0174
25,Caleb Banks,DT,83,0.0166
25,Kevin Concepcion,WR,80,0.016
25,T.J. Parker,EDGE,78,0.0156
25,Caleb Lomu,OT,56,0.0112
25,Denzel Boston,WR,53,0.0106
25,Jeremiyah Love,RB,39,0.0078
25,Cashius Howell,EDGE,36,0.0072
25,Spencer Fano,OT,35,0.007
25,Colton Hood,CB,26,0.0052
25,C.J. Allen,LB,17,0.0034
25,Kenyon Sadiq,TE,17,0.0034
25,Max Iheanachor,OT,12,0.0024
25,Olaivavega Ioane,IOL,10,0.002
25,Sonny Styles,LB,10,0.002
25,Omar Cooper Jr.,WR,9,0.0018
25,Jermod McCoy,CB,8,0.0016
25,Kadyn Proctor,OT,8,0.0016
25,Monroe Freeling,OT,8,0.0016
25,Akheem Mesidor,EDGE,7,0.0014
25,Mansoor Delane,CB,7,0.0014
25,Chris Johnson,CB,6,0.0012
25,Jordyn Tyson,WR,5,0.001
25,Keldric Faulk,EDGE,5,0.001
25,Ty Simpson,QB,5,0.001
25,Brandon Cisse,CB,3,0.0006
25,Rueben Bain,EDGE,3,0.0006
25,Makai Lemon,WR,2,0.0004
25,Chase Bisontis,IOL,1,0.0002
25,Emmanuel Pregnon,IOL,1,0.0002
25,Francis Mauigoa,OT,1,0.0002
26,Denzel Boston,WR,978,0.1956
26,T.J. Parker,EDGE,958,0.1916
26,Kevin Concepcion,WR,673,0.1346
26,Cashius Howell,EDGE,592,0.1184
26,Kayden McDonald,DT,348,0.0696
26,Peter Woods,DT,274,0.0548
26,Zion Young,EDGE,160,0.032
26,Olaivavega Ioane,IOL,150,0.03
26,Keldric Faulk,EDGE,84,0.0168
26,Avieon Terrell,CB,76,0.0152
26,Akheem Mesidor,EDGE,70,0.014
26,Omar Cooper Jr.,WR,69,0.0138
26,Dillon Thieneman,S,56,0.0112
26,Emmanuel McNeil-Warren,S,50,0.01
26,C.J. Allen,LB,46,0.0092
26,Jordyn Tyson,WR,40,0.008
26,Makai Lemon,WR,37,0.0074
26,Caleb Lomu,OT,36,0.0072
26,Malachi Lawrence,EDGE,33,0.0066
26,Caleb Downs,S,32,0.0064
26,Jeremiyah Love,RB,25,0.005
26,Emmanuel Pregnon,IOL,24,0.0048
26,Spencer Fano,OT,24,0.0048
26,Caleb Banks,DT,23,0.0046
26,Chase Bisontis,IOL,22,0.0044
26,Rueben Bain,EDGE,21,0.0042
26,Sonny Styles,LB,17,0.0034
26,Blake Miller,OT,16,0.0032
26,Kenyon Sadiq,TE,12,0.0024
26,Ty Simpson,QB,11,0.0022
26,Colton Hood,CB,8,0.0016
26,Kadyn Proctor,OT,8,0.0016
26,Monroe Freeling,OT,8,0.0016
26,Max Iheanachor,OT,6,0.0012
26,Carnell Tate,WR,4,0.0008
26,Chris Johnson,CB,3,0.0006
26,Jermod McCoy,CB,2,0.0004
26,Mansoor Delane,CB,2,0.0004
26,Brandon Cisse,CB,1,0.0002
26,Francis Mauigoa,OT,1,0.0002
27,Denzel Boston,WR,798,0.1596
27,T.J. Parker,EDGE,598,0.1196
27,Cashius Howell,EDGE,570,0.114
27,Kevin Concepcion,WR,422,0.0844
27,Spencer Fano,OT,356,0.0712
27,Monroe Freeling,OT,223,0.0446
27,Caleb Lomu,OT,216,0.0432
27,Max Iheanachor,OT,213,0.0426
27,Avieon Terrell,CB,202,0.0404
27,Kadyn Proctor,OT,198,0.0396
27,Blake Miller,OT,188,0.0376
27,Olaivavega Ioane,IOL,137,0.0274
27,Omar Cooper Jr.,WR,109,0.0218
27,Zion Young,EDGE,87,0.0174
27,Colton Hood,CB,70,0.014
27,Emmanuel McNeil-Warren,S,65,0.013
27,Dillon Thieneman,S,58,0.0116
27,Peter Woods,DT,46,0.0092
27,Kayden McDonald,DT,38,0.0076
27,Keldric Faulk,EDGE,38,0.0076
27,Jordyn Tyson,WR,34,0.0068
27,Makai Lemon,WR,34,0.0068
27,C.J. Allen,LB,32,0.0064
27,Chase Bisontis,IOL,32,0.0064
27,Caleb Downs,S,31,0.0062
27,Jeremiyah Love,RB,31,0.0062
27,Akheem Mesidor,EDGE,30,0.006
27,Emmanuel Pregnon,IOL,28,0.0056
27,Kenyon Sadiq,TE,22,0.0044
27,Jermod McCoy,CB,15,0.003
27,Francis Mauigoa,OT,13,0.0026
27,Rueben Bain,EDGE,11,0.0022
27,Caleb Banks,DT,9,0.0018
27,Malachi Lawrence,EDGE,9,0.0018
27,Sonny Styles,LB,9,0.0018
27,Brandon Cisse,CB,8,0.0016
27,Mansoor Delane,CB,6,0.0012
