file_path,file_type,category,reason,imports_or_called_by,git_tracked,last_modified,safe_to_delete_now
data/analysis/backtests/parity_reference_rush_backtest/rush_yds_backtest_by_edge_bucket.csv,csv,keep_reference,reference/baseline/parity/archive artifact,,yes,2026-05-26T14:09:38.615111828,no
data/analysis/backtests/parity_reference_rush_backtest/rush_yds_backtest_by_ev_bucket.csv,csv,keep_reference,reference/baseline/parity/archive artifact,,yes,2026-05-26T14:09:38.617334366,no
data/analysis/backtests/parity_reference_rush_backtest/rush_yds_backtest_by_side.csv,csv,keep_reference,reference/baseline/parity/archive artifact,,yes,2026-05-26T14:09:38.620354414,no
data/analysis/backtests/parity_reference_rush_backtest/rush_yds_backtest_rows.csv,csv,keep_reference,reference/baseline/parity/archive artifact,,yes,2026-05-26T14:09:38.607680798,no
data/analysis/backtests/parity_reference_rush_backtest/rush_yds_backtest_summary.csv,csv,keep_reference,reference/baseline/parity/archive artifact,,yes,2026-05-26T14:09:38.610480547,no
data/analysis/backtests/pass_yds_safe_sidecar_validation.csv,csv,keep_active,"safe-output, audit, or validation artifact from current workflow",,no,2026-05-28T16:44:06.724917650,no
data/analysis/backtests/pass_yds_source_lineage_audit.csv,csv,keep_active,"safe-output, audit, or validation artifact from current workflow",,no,2026-05-28T16:42:19.865131855,no
data/analysis/backtests/receiving_config_filter_general_backtest/reception_yds_backtest_by_edge_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T18:19:59.405050755,no
data/analysis/backtests/receiving_config_filter_general_backtest/reception_yds_backtest_by_ev_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T18:19:59.406050682,no
data/analysis/backtests/receiving_config_filter_general_backtest/reception_yds_backtest_by_side.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T18:19:59.407232523,no
data/analysis/backtests/receiving_config_filter_general_backtest/reception_yds_backtest_rows.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T18:19:59.401047707,no
data/analysis/backtests/receiving_config_filter_general_backtest/reception_yds_backtest_summary.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T18:19:59.403049707,no
data/analysis/backtests/receiving_config_filter_general_projection.csv,csv,keep_reference,backtest output artifact; useful for comparison/history,,no,2026-05-26T18:19:41.768431425,no
data/analysis/backtests/receiving_config_filter_reference_projection.csv,csv,keep_reference,backtest output artifact; useful for comparison/history,,no,2026-05-26T18:19:41.751212835,no
data/analysis/backtests/receiving_production_experiment_before/reception_yds_backtest_rows.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T13:58:14.948606014,no
data/analysis/backtests/receiving_production_experiment_before/reception_yds_backtest_summary.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T13:58:14.950629711,no
data/analysis/backtests/receiving_production_experiment_before/test_reception_yds_model_bets_api.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-21T19:52:48.653598070,no
data/analysis/backtests/receiving_production_experiment_general_backtest/reception_yds_backtest_by_edge_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T18:12:54.158636093,no
data/analysis/backtests/receiving_production_experiment_general_backtest/reception_yds_backtest_by_ev_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T18:12:54.159914494,no
data/analysis/backtests/receiving_production_experiment_general_backtest/reception_yds_backtest_by_side.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T18:12:54.162354708,no
data/analysis/backtests/receiving_production_experiment_general_backtest/reception_yds_backtest_rows.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T18:12:54.155540705,no
data/analysis/backtests/receiving_production_experiment_general_backtest/reception_yds_backtest_summary.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T18:12:54.157631874,no
data/analysis/backtests/receiving_production_experiment_general_projection.csv,csv,keep_reference,backtest output artifact; useful for comparison/history,,no,2026-05-26T18:12:25.603321791,no
data/analysis/backtests/receiving_production_experiment_reference_backtest/reception_yds_backtest_by_edge_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T18:12:54.154541016,no
data/analysis/backtests/receiving_production_experiment_reference_backtest/reception_yds_backtest_by_ev_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T18:12:54.155540705,no
data/analysis/backtests/receiving_production_experiment_reference_backtest/reception_yds_backtest_by_side.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T18:12:54.156572580,no
data/analysis/backtests/receiving_production_experiment_reference_backtest/reception_yds_backtest_rows.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T18:12:54.150539875,no
data/analysis/backtests/receiving_production_experiment_reference_backtest/reception_yds_backtest_summary.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T18:12:54.152545214,no
data/analysis/backtests/receiving_production_experiment_reference_projection.csv,csv,keep_reference,backtest output artifact; useful for comparison/history,,no,2026-05-26T18:12:25.605325460,no
data/analysis/backtests/reception_yds_backtest_by_edge_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-28T17:41:46.941564083,no
data/analysis/backtests/reception_yds_backtest_by_ev_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-28T17:41:46.943719625,no
data/analysis/backtests/reception_yds_backtest_by_side.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-28T17:41:46.945728540,no
data/analysis/backtests/reception_yds_backtest_rows.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-28T17:41:46.939923763,no
data/analysis/backtests/reception_yds_backtest_summary.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-28T17:41:46.941564083,no
data/analysis/backtests/reception_yds_missing_actuals_audit.csv,csv,keep_active,"safe-output, audit, or validation artifact from current workflow",,no,2026-05-28T17:41:46.909023046,no
data/analysis/backtests/receptions_backtest_by_edge_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,no,2026-05-28T17:41:42.946399689,no
data/analysis/backtests/receptions_backtest_by_ev_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,no,2026-05-28T17:41:42.946399689,no
data/analysis/backtests/receptions_backtest_by_side.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,no,2026-05-28T17:41:42.946399689,no
data/analysis/backtests/receptions_backtest_rows.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,no,2026-05-28T17:41:42.946399689,no
data/analysis/backtests/receptions_backtest_summary.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,no,2026-05-28T17:41:42.946399689,no
data/analysis/backtests/receptions_missing_actuals_audit.csv,csv,keep_active,"safe-output, audit, or validation artifact from current workflow",,no,2026-05-28T17:41:42.910909176,no
data/analysis/backtests/rush_yds_backtest_by_edge_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-28T17:41:50.520374537,no
data/analysis/backtests/rush_yds_backtest_by_ev_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-28T17:41:50.521373987,no
data/analysis/backtests/rush_yds_backtest_by_side.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-28T17:41:50.521373987,no
data/analysis/backtests/rush_yds_backtest_rows.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-28T17:41:50.518374443,no
data/analysis/backtests/rush_yds_backtest_summary.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-28T17:41:50.519374609,no
data/analysis/backtests/safe_output_validation_summary.csv,csv,keep_active,"safe-output, audit, or validation artifact from current workflow",,no,2026-05-28T15:58:10.289235592,no
data/analysis/backtests/safe_output_validation_summary_with_pass_inspection.csv,csv,keep_active,"safe-output, audit, or validation artifact from current workflow",,no,2026-05-28T16:38:14.266073942,no
data/analysis/backtests/validation_after_pass_migration/reception_yds_backtest_by_edge_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:51:13.004798651,no
data/analysis/backtests/validation_after_pass_migration/reception_yds_backtest_by_ev_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:51:13.008819342,no
data/analysis/backtests/validation_after_pass_migration/reception_yds_backtest_by_side.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:51:13.014658451,no
data/analysis/backtests/validation_after_pass_migration/reception_yds_backtest_rows.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:51:12.995542288,no
data/analysis/backtests/validation_after_pass_migration/reception_yds_backtest_summary.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:51:12.999702215,no
data/analysis/backtests/validation_after_pass_migration/rush_yds_backtest_by_edge_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:51:12.876796007,no
data/analysis/backtests/validation_after_pass_migration/rush_yds_backtest_by_ev_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:51:12.883639097,no
data/analysis/backtests/validation_after_pass_migration/rush_yds_backtest_by_side.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:51:12.887274027,no
data/analysis/backtests/validation_after_pass_migration/rush_yds_backtest_rows.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:51:12.865783691,no
data/analysis/backtests/validation_after_pass_migration/rush_yds_backtest_summary.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:51:12.871887445,no
data/analysis/backtests/validation_after_receptions_block/reception_yds_backtest_by_edge_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:44:29.020303249,no
data/analysis/backtests/validation_after_receptions_block/reception_yds_backtest_by_ev_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:44:29.024529696,no
data/analysis/backtests/validation_after_receptions_block/reception_yds_backtest_by_side.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:44:29.027068853,no
data/analysis/backtests/validation_after_receptions_block/reception_yds_backtest_rows.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:44:29.012278318,no
data/analysis/backtests/validation_after_receptions_block/reception_yds_backtest_summary.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:44:29.015275240,no
data/analysis/backtests/validation_after_receptions_block/rush_yds_backtest_by_edge_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:44:28.936794281,no
data/analysis/backtests/validation_after_receptions_block/rush_yds_backtest_by_ev_bucket.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:44:28.940145254,no
data/analysis/backtests/validation_after_receptions_block/rush_yds_backtest_by_side.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:44:28.943332911,no
data/analysis/backtests/validation_after_receptions_block/rush_yds_backtest_rows.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:44:28.923355818,no
data/analysis/backtests/validation_after_receptions_block/rush_yds_backtest_summary.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-26T14:44:28.925869465,no
data/analysis/diagnostics/player_props_cleanup_inventory.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T19:52:01.149863958,no
data/analysis/diagnostics/projection_source_inventory.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T19:31:38.173606396,no
data/analysis/diagnostics/receiving_yds_best_interactions_min30.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:51:29.282232761,no
data/analysis/diagnostics/receiving_yds_by_edge_bucket.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:30:08.571568966,no
data/analysis/diagnostics/receiving_yds_by_ev_bucket.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:30:08.572998762,no
data/analysis/diagnostics/receiving_yds_by_fav_status.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:30:08.574048519,no
data/analysis/diagnostics/receiving_yds_by_line_bucket.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:30:08.570339441,no
data/analysis/diagnostics/receiving_yds_by_line_size_bucket.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:30:08.578119755,no
data/analysis/diagnostics/receiving_yds_by_position.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:30:08.570339441,no
data/analysis/diagnostics/receiving_yds_by_side.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:30:08.568329334,no
data/analysis/diagnostics/receiving_yds_by_spread_bucket.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:30:08.575559139,no
data/analysis/diagnostics/receiving_yds_by_total_bucket.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:30:08.576684952,no
data/analysis/diagnostics/receiving_yds_diagnostic_summary.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:30:08.567156315,no
data/analysis/diagnostics/receiving_yds_filter_chrono_split.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:59:36.202975273,no
data/analysis/diagnostics/receiving_yds_filter_chrono_summary.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:59:36.204481602,no
data/analysis/diagnostics/receiving_yds_filter_experiments.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:34:19.554189920,no
data/analysis/diagnostics/receiving_yds_filter_validation_by_season.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:54:30.603812218,no
data/analysis/diagnostics/receiving_yds_filter_validation_summary.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:54:30.605814219,no
data/analysis/diagnostics/receiving_yds_high_confidence_interactions_min50.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:51:29.284890890,no
data/analysis/diagnostics/receiving_yds_interaction_diagnostics.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:51:29.275104284,no
data/analysis/diagnostics/receiving_yds_interactions.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:30:08.581567287,no
data/analysis/diagnostics/receiving_yds_worst_interactions_min30.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-26T17:51:29.278688669,no
data/analysis/ffa_pass_yds_calibration_summary.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-20T13:28:30.784940004,no
data/analysis/fp_pass_yds_calibration_summary.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-20T13:28:30.784940004,no
data/analysis/pass_yds_distribution_calibration.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-20T13:28:30.788893938,no
data/analysis/pass_yds_distribution_fit_summary.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T13:28:30.788893938,no
data/analysis/pass_yds_distribution_probability_bins.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T13:28:30.788893938,no
data/analysis/pass_yds_ev_thresholds.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T13:28:30.788893938,no
data/analysis/pass_yds_juice_buckets.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T13:28:30.792013168,no
data/analysis/pass_yds_line_buckets.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T13:28:30.792013168,no
data/analysis/pass_yds_market_analysis_rows.csv,csv,keep_active,referenced by MARKET_CONFIG,,yes,2026-05-20T13:28:30.796472073,no
data/analysis/pass_yds_market_summary.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T13:28:30.798476934,no
data/analysis/pass_yds_model_bets_backtest_safe.csv,csv,keep_active,"safe-output, audit, or validation artifact from current workflow",,no,2026-05-28T16:44:06.724917650,no
data/analysis/pass_yds_projection_error_penalty.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T13:28:30.799478769,no
data/analysis/pass_yds_residuals.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-20T13:28:30.800473928,no
data/analysis/pass_yds_residuals_clean.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-20T13:28:30.801477909,no
data/analysis/pass_yds_roi_by_juice_bucket.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T13:28:30.802477121,no
data/analysis/pass_yds_roi_by_line_bucket.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T13:28:30.802477121,no
data/analysis/player_props_cleanup_inventory.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,no,2026-05-28T17:41:30.400791407,no
data/analysis/plots/pass_yds_actual_minus_line_boxplot.png,png,archive_candidate,generated plot/image output; likely archival analysis artifact,,no,2026-05-20T13:28:30.803475857,no
data/analysis/plots/pass_yds_actual_minus_line_hist.png,png,archive_candidate,generated plot/image output; likely archival analysis artifact,,no,2026-05-20T13:28:30.804473639,no
data/analysis/plots/pass_yds_line_vs_actual_scatter.png,png,archive_candidate,generated plot/image output; likely archival analysis artifact,,no,2026-05-20T13:28:30.806477308,no
data/analysis/plots/pass_yds_projection_delta_to_p_over.png,png,archive_candidate,generated plot/image output; likely archival analysis artifact,,no,2026-05-20T13:28:30.808104277,no
data/analysis/plots/pass_yds_residual_distribution_fit.png,png,archive_candidate,generated plot/image output; likely archival analysis artifact,,no,2026-05-20T13:28:30.809141636,no
data/analysis/plots/pass_yds_residual_qq_normal.png,png,archive_candidate,generated plot/image output; likely archival analysis artifact,,no,2026-05-20T13:28:30.810809851,no
data/analysis/plots/reception_yds_actual_minus_line_boxplot.png,png,archive_candidate,generated plot/image output; likely archival analysis artifact,,no,2026-05-20T15:26:44.091790915,no
data/analysis/plots/reception_yds_actual_minus_line_hist.png,png,archive_candidate,generated plot/image output; likely archival analysis artifact,,no,2026-05-20T15:26:43.940823555,no
data/analysis/plots/reception_yds_line_vs_actual_scatter.png,png,archive_candidate,generated plot/image output; likely archival analysis artifact,,no,2026-05-20T15:26:44.267103195,no
data/analysis/plots/receptions_actual_minus_line_boxplot.png,png,archive_candidate,generated plot/image output; likely archival analysis artifact,,no,2026-05-20T13:28:30.811972618,no
data/analysis/plots/receptions_actual_minus_line_hist.png,png,archive_candidate,generated plot/image output; likely archival analysis artifact,,no,2026-05-20T13:28:30.813974857,no
data/analysis/plots/receptions_line_vs_actual_scatter.png,png,archive_candidate,generated plot/image output; likely archival analysis artifact,,no,2026-05-20T13:28:30.814973593,no
data/analysis/plots/rush_yds_actual_minus_line_boxplot.png,png,archive_candidate,generated plot/image output; likely archival analysis artifact,,no,2026-05-21T17:35:15.803616285,no
data/analysis/plots/rush_yds_actual_minus_line_hist.png,png,archive_candidate,generated plot/image output; likely archival analysis artifact,,no,2026-05-21T17:35:15.678969383,no
data/analysis/plots/rush_yds_line_vs_actual_scatter.png,png,archive_candidate,generated plot/image output; likely archival analysis artifact,,no,2026-05-21T17:35:15.957944393,no
data/analysis/projection_ensemble_thresholds.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T13:28:30.815969944,no
data/analysis/reception_yds_juice_buckets.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T15:26:43.253212928,no
data/analysis/reception_yds_line_buckets.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T15:26:43.245697975,no
data/analysis/reception_yds_market_analysis_rows.csv,csv,keep_active,referenced by MARKET_CONFIG,,yes,2026-05-20T15:26:43.647387505,no
data/analysis/reception_yds_market_summary.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T15:26:43.241158724,no
data/analysis/reception_yds_model_bets.csv,csv,keep_active,referenced by MARKET_CONFIG,,no,2026-05-28T15:12:34.242227077,no
data/analysis/reception_yds_model_bets_backtest_safe.csv,csv,keep_active,referenced by MARKET_CONFIG,,no,2026-05-28T15:12:34.387943506,no
data/analysis/reception_yds_residuals.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-20T15:26:43.563156366,no
data/analysis/reception_yds_residuals_clean.csv,csv,archive_candidate,diagnostic/audit/validation/calibration-style artifact,,yes,2026-05-20T15:26:43.570832729,no
data/analysis/reception_yds_roi_by_juice_bucket.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T15:26:43.315609217,no
data/analysis/reception_yds_roi_by_line_bucket.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T15:26:43.307424784,no
data/analysis/reception_yds_roi_by_position.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T15:26:43.320658684,no
data/analysis/reception_yds_roi_by_position_favorite_status.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T15:26:43.363664150,no
data/analysis/reception_yds_roi_by_position_favorite_total_bucket.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T15:26:43.440755367,no
data/analysis/reception_yds_roi_by_position_line_bucket.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T15:26:43.341180086,no
data/analysis/reception_yds_roi_by_position_line_bucket_favorite_status.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T15:26:43.557708263,no
data/analysis/reception_yds_roi_by_position_line_bucket_favorite_total_bucket.csv,csv,unknown_review_needed,analysis CSV not directly classified; review usage before archiving,,yes,2026-05-20T15:26:43.504106521,no
