pick,player,position,count,probability,moneyline
10,Sonny Styles,LB,865,0.173,+478
10,Dillon Thieneman,S,491,0.0982,+918
10,Olaivavega Ioane,IOL,261,0.0522,+1816
10,Spencer Fano,OT,203,0.0406,+2363
10,Monroe Freeling,OT,185,0.037,+2603
10,Mansoor Delane,CB,135,0.027,+3604
10,Jeremiyah Love,RB,115,0.023,+4248
10,Jermod McCoy,CB,97,0.0194,+5055
10,Rueben Bain,EDGE,96,0.0192,+5108
10,Makai Lemon,WR,90,0.018,+5456
10,Jordyn Tyson,WR,88,0.0176,+5582
10,Arvell Reese,LB,74,0.0148,+6657
10,Francis Mauigoa,OT,62,0.0124,+7965
10,Kenyon Sadiq,TE,27,0.0054,+18419
10,Carnell Tate,WR,16,0.0032,+31150
10,David Bailey,EDGE,12,0.0024,+41567
10,Akheem Mesidor,EDGE,8,0.0016,+62400
10,Kadyn Proctor,OT,8,0.0016,+62400
10,Keldric Faulk,EDGE,8,0.0016,+62400
11,Makai Lemon,WR,1182,0.2364,+323
11,Jordyn Tyson,WR,765,0.153,+554
11,Jermod McCoy,CB,741,0.1482,+575
11,Mansoor Delane,CB,722,0.1444,+593
11,Olaivavega Ioane,IOL,574,0.1148,+771
11,Caleb Downs,S,207,0.0414,+2315
11,Kenyon Sadiq,TE,116,0.0232,+4210
11,Dillon Thieneman,S,105,0.021,+4662
11,Spencer Fano,OT,103,0.0206,+4754
11,Rueben Bain,EDGE,98,0.0196,+5002
11,Monroe Freeling,OT,80,0.016,+6150
11,Omar Cooper Jr.,WR,69,0.0138,+7146
11,Keldric Faulk,EDGE,50,0.01,+9900
11,Carnell Tate,WR,47,0.0094,+10538
11,Jeremiyah Love,RB,45,0.009,+11011
11,Akheem Mesidor,EDGE,27,0.0054,+18419
11,Francis Mauigoa,OT,22,0.0044,+22627
11,Kadyn Proctor,OT,19,0.0038,+26216
11,David Bailey,EDGE,13,0.0026,+38362
11,Sonny Styles,LB,12,0.0024,+41567
11,Emmanuel McNeil-Warren,S,2,0.0004,+249900
11,Blake Miller,OT,1,0.0002,+499900
12,Jermod McCoy,CB,2176,0.4352,+130
12,Mansoor Delane,CB,745,0.149,+571
12,Sonny Styles,LB,456,0.0912,+996
12,Keldric Faulk,EDGE,244,0.0488,+1949
12,Spencer Fano,OT,205,0.041,+2339
12,Dillon Thieneman,S,182,0.0364,+2647
12,Monroe Freeling,OT,177,0.0354,+2725
12,Caleb Downs,S,120,0.024,+4067
12,Makai Lemon,WR,106,0.0212,+4617
12,Jeremiyah Love,RB,97,0.0194,+5055
12,Akheem Mesidor,EDGE,75,0.015,+6567
12,Jordyn Tyson,WR,75,0.015,+6567
12,Rueben Bain,EDGE,75,0.015,+6567
12,Francis Mauigoa,OT,60,0.012,+8233
12,Olaivavega Ioane,IOL,51,0.0102,+9704
12,Emmanuel McNeil-Warren,S,46,0.0092,+10770
12,Kenyon Sadiq,TE,44,0.0088,+11264
12,Kadyn Proctor,OT,31,0.0062,+16029
12,Arvell Reese,LB,11,0.0022,+45355
12,Carnell Tate,WR,8,0.0016,+62400
12,David Bailey,EDGE,8,0.0016,+62400
12,Omar Cooper Jr.,WR,4,0.0008,+124900
12,Caleb Lomu,OT,3,0.0006,+166567
12,Blake Miller,OT,1,0.0002,+499900
13,Jordyn Tyson,WR,1307,0.2614,+283
13,Spencer Fano,OT,998,0.1996,+401
13,Monroe Freeling,OT,885,0.177,+465
13,Makai Lemon,WR,835,0.167,+499
13,Francis Mauigoa,OT,261,0.0522,+1816
13,Kadyn Proctor,OT,176,0.0352,+2741
13,Sonny Styles,LB,98,0.0196,+5002
13,Omar Cooper Jr.,WR,93,0.0186,+5276
13,Jeremiyah Love,RB,61,0.0122,+8097
13,Blake Miller,OT,42,0.0084,+11805
13,Dillon Thieneman,S,38,0.0076,+13058
13,Kenyon Sadiq,TE,35,0.007,+14186
13,Carnell Tate,WR,32,0.0064,+15525
13,Olaivavega Ioane,IOL,32,0.0064,+15525
13,Jermod McCoy,CB,27,0.0054,+18419
13,Akheem Mesidor,EDGE,21,0.0042,+23710
13,Kevin Concepcion,WR,20,0.004,+24900
13,Keldric Faulk,EDGE,11,0.0022,+45355
13,Caleb Downs,S,7,0.0014,+71329
13,Rueben Bain,EDGE,7,0.0014,+71329
13,Mansoor Delane,CB,6,0.0012,+83233
13,Caleb Lomu,OT,4,0.0008,+124900
13,Emmanuel McNeil-Warren,S,2,0.0004,+249900
13,Arvell Reese,LB,1,0.0002,+499900
13,Ty Simpson,QB,1,0.0002,+499900
14,Olaivavega Ioane,IOL,1524,0.3048,+228
14,Jordyn Tyson,WR,988,0.1976,+406
14,Makai Lemon,WR,619,0.1238,+708
14,Omar Cooper Jr.,WR,524,0.1048,+854
14,Kenyon Sadiq,TE,508,0.1016,+884
14,Monroe Freeling,OT,159,0.0318,+3045
14,Jeremiyah Love,RB,99,0.0198,+4951
14,Keldric Faulk,EDGE,75,0.015,+6567
14,Akheem Mesidor,EDGE,73,0.0146,+6749
14,Kadyn Proctor,OT,62,0.0124,+7965
14,Carnell Tate,WR,53,0.0106,+9334
14,Spencer Fano,OT,52,0.0104,+9515
14,Dillon Thieneman,S,50,0.01,+9900
14,Francis Mauigoa,OT,46,0.0092,+10770
14,Sonny Styles,LB,43,0.0086,+11528
14,Jermod McCoy,CB,41,0.0082,+12095
14,Kevin Concepcion,WR,39,0.0078,+12721
14,Rueben Bain,EDGE,16,0.0032,+31150
14,Caleb Downs,S,7,0.0014,+71329
14,Mansoor Delane,CB,6,0.0012,+83233
14,Emmanuel McNeil-Warren,S,5,0.001,+99900
14,Blake Miller,OT,3,0.0006,+166567
14,Caleb Lomu,OT,3,0.0006,+166567
14,David Bailey,EDGE,3,0.0006,+166567
14,Avieon Terrell,CB,2,0.0004,+249900
15,Keldric Faulk,EDGE,1621,0.3242,+208
15,Kenyon Sadiq,TE,1225,0.245,+308
15,Akheem Mesidor,EDGE,787,0.1574,+535
15,Jermod McCoy,CB,381,0.0762,+1212
15,Olaivavega Ioane,IOL,375,0.075,+1233
15,Rueben Bain,EDGE,172,0.0344,+2807
15,Jeremiyah Love,RB,64,0.0128,+7712
15,Kadyn Proctor,OT,55,0.011,+8991
15,Mansoor Delane,CB,43,0.0086,+11528
15,Jordyn Tyson,WR,39,0.0078,+12721
15,Monroe Freeling,OT,38,0.0076,+13058
15,Sonny Styles,LB,33,0.0066,+15052
15,Francis Mauigoa,OT,29,0.0058,+17141
15,Makai Lemon,WR,27,0.0054,+18419
15,Avieon Terrell,CB,25,0.005,+19900
15,Dillon Thieneman,S,24,0.0048,+20733
15,Emmanuel McNeil-Warren,S,19,0.0038,+26216
15,Spencer Fano,OT,12,0.0024,+41567
15,Omar Cooper Jr.,WR,11,0.0022,+45355
15,Blake Miller,OT,8,0.0016,+62400
15,Caleb Downs,S,4,0.0008,+124900
15,Caleb Lomu,OT,4,0.0008,+124900
15,Kevin Concepcion,WR,2,0.0004,+249900
15,Carnell Tate,WR,1,0.0002,+499900
15,David Bailey,EDGE,1,0.0002,+499900
16,Akheem Mesidor,EDGE,732,0.1464,+583
16,Omar Cooper Jr.,WR,665,0.133,+652
16,Keldric Faulk,EDGE,601,0.1202,+732
16,Jordyn Tyson,WR,563,0.1126,+788
16,Olaivavega Ioane,IOL,563,0.1126,+788
16,Jermod McCoy,CB,241,0.0482,+1975
16,Sonny Styles,LB,198,0.0396,+2425
16,Kevin Concepcion,WR,192,0.0384,+2504
16,Makai Lemon,WR,183,0.0366,+2632
16,Jeremiyah Love,RB,126,0.0252,+3868
16,Dillon Thieneman,S,123,0.0246,+3965
16,Kenyon Sadiq,TE,119,0.0238,+4102
16,Kadyn Proctor,OT,98,0.0196,+5002
16,Avieon Terrell,CB,76,0.0152,+6479
16,Rueben Bain,EDGE,74,0.0148,+6657
16,Francis Mauigoa,OT,69,0.0138,+7146
16,Ty Simpson,QB,62,0.0124,+7965
16,Spencer Fano,OT,59,0.0118,+8375
16,Mansoor Delane,CB,50,0.01,+9900
16,Carnell Tate,WR,46,0.0092,+10770
16,Monroe Freeling,OT,39,0.0078,+12721
16,Blake Miller,OT,38,0.0076,+13058
16,Emmanuel McNeil-Warren,S,29,0.0058,+17141
16,T.J. Parker,EDGE,23,0.0046,+21639
16,Caleb Downs,S,16,0.0032,+31150
16,Caleb Lomu,OT,9,0.0018,+55456
16,Peter Woods,DT,3,0.0006,+166567
16,Drew Allar,QB,2,0.0004,+249900
16,Garrett Nussmeier,QB,1,0.0002,+499900
17,Kadyn Proctor,OT,2055,0.411,+143
17,Spencer Fano,OT,500,0.1,+900
17,Monroe Freeling,OT,480,0.096,+942
17,Caleb Lomu,OT,478,0.0956,+946
17,Blake Miller,OT,475,0.095,+953
17,Francis Mauigoa,OT,262,0.0524,+1808
17,Peter Woods,DT,112,0.0224,+4364
17,Akheem Mesidor,EDGE,109,0.0218,+4487
17,Dillon Thieneman,S,90,0.018,+5456
17,Keldric Faulk,EDGE,84,0.0168,+5852
17,Jeremiyah Love,RB,73,0.0146,+6749
17,Kenyon Sadiq,TE,67,0.0134,+7363
17,Olaivavega Ioane,IOL,50,0.01,+9900
17,Omar Cooper Jr.,WR,38,0.0076,+13058
17,Sonny Styles,LB,34,0.0068,+14606
17,Jordyn Tyson,WR,29,0.0058,+17141
17,Caleb Downs,S,14,0.0028,+35614
17,Emmanuel McNeil-Warren,S,13,0.0026,+38362
17,Kevin Concepcion,WR,9,0.0018,+55456
17,Rueben Bain,EDGE,8,0.0016,+62400
17,Avieon Terrell,CB,5,0.001,+99900
17,Makai Lemon,WR,5,0.001,+99900
17,Jermod McCoy,CB,4,0.0008,+124900
17,T.J. Parker,EDGE,3,0.0006,+166567
17,Arvell Reese,LB,1,0.0002,+499900
17,Carnell Tate,WR,1,0.0002,+499900
17,Denzel Boston,WR,1,0.0002,+499900
18,Dillon Thieneman,S,2245,0.449,+123
18,Emmanuel McNeil-Warren,S,1380,0.276,+262
18,Jeremiyah Love,RB,364,0.0728,+1274
18,Caleb Downs,S,199,0.0398,+2413
18,Peter Woods,DT,114,0.0228,+4286
18,Avieon Terrell,CB,113,0.0226,+4325
18,Kadyn Proctor,OT,72,0.0144,+6844
18,Jermod McCoy,CB,62,0.0124,+7965
18,Akheem Mesidor,EDGE,55,0.011,+8991
18,Kenyon Sadiq,TE,55,0.011,+8991
18,Keldric Faulk,EDGE,45,0.009,+11011
18,Mansoor Delane,CB,43,0.0086,+11528
18,Omar Cooper Jr.,WR,43,0.0086,+11528
18,Olaivavega Ioane,IOL,39,0.0078,+12721
18,Kevin Concepcion,WR,28,0.0056,+17757
18,Spencer Fano,OT,27,0.0054,+18419
18,Blake Miller,OT,25,0.005,+19900
18,Caleb Lomu,OT,21,0.0042,+23710
18,Monroe Freeling,OT,21,0.0042,+23710
18,Kayden McDonald,DT,14,0.0028,+35614
18,Sonny Styles,LB,11,0.0022,+45355
18,Francis Mauigoa,OT,10,0.002,+49900
18,T.J. Parker,EDGE,5,0.001,+99900
18,Jordyn Tyson,WR,3,0.0006,+166567
18,Makai Lemon,WR,3,0.0006,+166567
18,Rueben Bain,EDGE,2,0.0004,+249900
18,Denzel Boston,WR,1,0.0002,+499900
19,Kenyon Sadiq,TE,1354,0.2708,+269
19,Akheem Mesidor,EDGE,829,0.1658,+503
19,Keldric Faulk,EDGE,588,0.1176,+750
19,Omar Cooper Jr.,WR,538,0.1076,+829
19,Kevin Concepcion,WR,261,0.0522,+1816
19,Kadyn Proctor,OT,212,0.0424,+2258
19,Peter Woods,DT,168,0.0336,+2876
19,Blake Miller,OT,161,0.0322,+3006
19,Spencer Fano,OT,90,0.018,+5456
19,Monroe Freeling,OT,84,0.0168,+5852
19,Caleb Lomu,OT,79,0.0158,+6229
19,Denzel Boston,WR,73,0.0146,+6749
19,T.J. Parker,EDGE,73,0.0146,+6749
19,Jeremiyah Love,RB,60,0.012,+8233
19,Avieon Terrell,CB,58,0.0116,+8521
19,Emmanuel McNeil-Warren,S,46,0.0092,+10770
19,Makai Lemon,WR,46,0.0092,+10770
19,Dillon Thieneman,S,43,0.0086,+11528
19,Francis Mauigoa,OT,43,0.0086,+11528
19,Jordyn Tyson,WR,41,0.0082,+12095
19,Rueben Bain,EDGE,35,0.007,+14186
19,Sonny Styles,LB,27,0.0054,+18419
19,Kayden McDonald,DT,23,0.0046,+21639
19,Cashius Howell,EDGE,18,0.0036,+27678
19,Olaivavega Ioane,IOL,16,0.0032,+31150
19,Carnell Tate,WR,11,0.0022,+45355
19,Caleb Downs,S,9,0.0018,+55456
19,Jermod McCoy,CB,8,0.0016,+62400
19,Mansoor Delane,CB,6,0.0012,+83233
20,Akheem Mesidor,EDGE,795,0.159,+529
20,Avieon Terrell,CB,658,0.1316,+660
20,Keldric Faulk,EDGE,560,0.112,+793
20,Emmanuel McNeil-Warren,S,555,0.111,+801
20,Dillon Thieneman,S,525,0.105,+852
20,Peter Woods,DT,341,0.0682,+1366
20,Sonny Styles,LB,259,0.0518,+1831
20,Kadyn Proctor,OT,155,0.031,+3126
20,Omar Cooper Jr.,WR,152,0.0304,+3189
20,T.J. Parker,EDGE,116,0.0232,+4210
20,Jermod McCoy,CB,103,0.0206,+4754
20,Kayden McDonald,DT,100,0.02,+4900
20,Caleb Lomu,OT,94,0.0188,+5219
20,Blake Miller,OT,90,0.018,+5456
20,Caleb Downs,S,85,0.017,+5782
20,Jeremiyah Love,RB,67,0.0134,+7363
20,Kevin Concepcion,WR,55,0.011,+8991
20,Monroe Freeling,OT,50,0.01,+9900
20,Spencer Fano,OT,46,0.0092,+10770
20,Mansoor Delane,CB,43,0.0086,+11528
20,Rueben Bain,EDGE,40,0.008,+12400
20,Kenyon Sadiq,TE,28,0.0056,+17757
20,Francis Mauigoa,OT,24,0.0048,+20733
20,Denzel Boston,WR,18,0.0036,+27678
20,Makai Lemon,WR,14,0.0028,+35614
20,Cashius Howell,EDGE,10,0.002,+49900
20,Olaivavega Ioane,IOL,9,0.0018,+55456
20,Jordyn Tyson,WR,6,0.0012,+83233
20,Carnell Tate,WR,2,0.0004,+249900
21,Kadyn Proctor,OT,852,0.1704,+487
21,Blake Miller,OT,834,0.1668,+500
21,Caleb Lomu,OT,810,0.162,+517
21,Omar Cooper Jr.,WR,472,0.0944,+959
21,Monroe Freeling,OT,353,0.0706,+1316
21,Spencer Fano,OT,334,0.0668,+1397
21,Kevin Concepcion,WR,326,0.0652,+1434
21,Avieon Terrell,CB,305,0.061,+1539
21,Jeremiyah Love,RB,155,0.031,+3126
21,Francis Mauigoa,OT,66,0.0132,+7476
21,Olaivavega Ioane,IOL,65,0.013,+7592
21,Denzel Boston,WR,56,0.0112,+8829
21,Akheem Mesidor,EDGE,41,0.0082,+12095
21,Ty Simpson,QB,37,0.0074,+13414
21,Jermod McCoy,CB,36,0.0072,+13789
21,Keldric Faulk,EDGE,32,0.0064,+15525
21,Emmanuel McNeil-Warren,S,30,0.006,+16567
21,Jordyn Tyson,WR,29,0.0058,+17141
21,Makai Lemon,WR,28,0.0056,+17757
21,Peter Woods,DT,24,0.0048,+20733
21,Mansoor Delane,CB,22,0.0044,+22627
21,T.J. Parker,EDGE,18,0.0036,+27678
21,Max Iheanachor,OT,16,0.0032,+31150
21,Colton Hood,CB,12,0.0024,+41567
21,Cashius Howell,EDGE,11,0.0022,+45355
21,Dillon Thieneman,S,8,0.0016,+62400
21,Kayden McDonald,DT,6,0.0012,+83233
21,Kenyon Sadiq,TE,6,0.0012,+83233
21,Sonny Styles,LB,6,0.0012,+83233
21,Caleb Downs,S,5,0.001,+99900
21,Carnell Tate,WR,2,0.0004,+249900
21,Drew Allar,QB,1,0.0002,+499900
21,Garrett Nussmeier,QB,1,0.0002,+499900
21,Rueben Bain,EDGE,1,0.0002,+499900
22,Akheem Mesidor,EDGE,649,0.1298,+670
22,Omar Cooper Jr.,WR,592,0.1184,+745
22,T.J. Parker,EDGE,566,0.1132,+783
22,Kevin Concepcion,WR,486,0.0972,+929
22,Emmanuel McNeil-Warren,S,484,0.0968,+933
22,Peter Woods,DT,477,0.0954,+948
22,Keldric Faulk,EDGE,476,0.0952,+950
22,Denzel Boston,WR,232,0.0464,+2055
22,Olaivavega Ioane,IOL,200,0.04,+2400
22,Kayden McDonald,DT,162,0.0324,+2986
22,Cashius Howell,EDGE,156,0.0312,+3105
22,Blake Miller,OT,87,0.0174,+5647
22,Caleb Downs,S,49,0.0098,+10104
22,Avieon Terrell,CB,45,0.009,+11011
22,Dillon Thieneman,S,43,0.0086,+11528
22,Caleb Lomu,OT,39,0.0078,+12721
22,Jordyn Tyson,WR,38,0.0076,+13058
22,Makai Lemon,WR,28,0.0056,+17757
22,Rueben Bain,EDGE,26,0.0052,+19131
22,Caleb Banks,DT,25,0.005,+19900
22,Monroe Freeling,OT,24,0.0048,+20733
22,Spencer Fano,OT,24,0.0048,+20733
22,Zion Young,EDGE,20,0.004,+24900
22,Jeremiyah Love,RB,16,0.0032,+31150
22,Sonny Styles,LB,14,0.0028,+35614
22,Kadyn Proctor,OT,11,0.0022,+45355
22,Kenyon Sadiq,TE,10,0.002,+49900
22,Carnell Tate,WR,5,0.001,+99900
22,C.J. Allen,LB,3,0.0006,+166567
22,Ty Simpson,QB,3,0.0006,+166567
22,Francis Mauigoa,OT,2,0.0004,+249900
22,Jermod McCoy,CB,2,0.0004,+249900
22,Mansoor Delane,CB,2,0.0004,+249900
22,Max Iheanachor,OT,2,0.0004,+249900
22,Chris Johnson,CB,1,0.0002,+499900
22,Colton Hood,CB,1,0.0002,+499900
23,Caleb Lomu,OT,887,0.1774,+464
23,Blake Miller,OT,859,0.1718,+482
23,Kevin Concepcion,WR,550,0.11,+809
23,Omar Cooper Jr.,WR,541,0.1082,+824
23,T.J. Parker,EDGE,286,0.0572,+1648
23,Denzel Boston,WR,281,0.0562,+1679
23,Spencer Fano,OT,267,0.0534,+1773
23,Monroe Freeling,OT,261,0.0522,+1816
23,Akheem Mesidor,EDGE,233,0.0466,+2046
23,Emmanuel McNeil-Warren,S,224,0.0448,+2132
23,Kadyn Proctor,OT,111,0.0222,+4405
23,Cashius Howell,EDGE,97,0.0194,+5055
23,Keldric Faulk,EDGE,74,0.0148,+6657
23,Kenyon Sadiq,TE,46,0.0092,+10770
23,Jordyn Tyson,WR,45,0.009,+11011
23,Dillon Thieneman,S,36,0.0072,+13789
23,Makai Lemon,WR,33,0.0066,+15052
23,Francis Mauigoa,OT,23,0.0046,+21639
23,Avieon Terrell,CB,21,0.0042,+23710
23,Caleb Downs,S,21,0.0042,+23710
23,Peter Woods,DT,20,0.004,+24900
23,Kayden McDonald,DT,16,0.0032,+31150
23,Zion Young,EDGE,15,0.003,+33233
23,Jeremiyah Love,RB,12,0.0024,+41567
23,Rueben Bain,EDGE,12,0.0024,+41567
23,Max Iheanachor,OT,9,0.0018,+55456
23,Carnell Tate,WR,7,0.0014,+71329
23,Sonny Styles,LB,5,0.001,+99900
23,Olaivavega Ioane,IOL,4,0.0008,+124900
23,C.J. Allen,LB,3,0.0006,+166567
23,Mansoor Delane,CB,1,0.0002,+499900
24,Caleb Lomu,OT,1100,0.22,+355
24,Kevin Concepcion,WR,981,0.1962,+410
24,Denzel Boston,WR,485,0.097,+931
24,Omar Cooper Jr.,WR,440,0.088,+1036
24,Monroe Freeling,OT,382,0.0764,+1209
24,Blake Miller,OT,380,0.076,+1216
24,Kadyn Proctor,OT,202,0.0404,+2375
24,Olaivavega Ioane,IOL,140,0.028,+3471
24,Spencer Fano,OT,124,0.0248,+3932
24,Avieon Terrell,CB,101,0.0202,+4850
24,T.J. Parker,EDGE,97,0.0194,+5055
24,Emmanuel McNeil-Warren,S,83,0.0166,+5924
24,Ty Simpson,QB,67,0.0134,+7363
24,Peter Woods,DT,61,0.0122,+8097
24,Jordyn Tyson,WR,59,0.0118,+8375
24,Cashius Howell,EDGE,47,0.0094,+10538
24,Kayden McDonald,DT,44,0.0088,+11264
24,Makai Lemon,WR,41,0.0082,+12095
24,Jeremiyah Love,RB,19,0.0038,+26216
24,Emmanuel Pregnon,IOL,14,0.0028,+35614
24,Kenyon Sadiq,TE,14,0.0028,+35614
24,Sonny Styles,LB,13,0.0026,+38362
24,Akheem Mesidor,EDGE,12,0.0024,+41567
24,Colton Hood,CB,12,0.0024,+41567
24,Dillon Thieneman,S,12,0.0024,+41567
24,Chase Bisontis,IOL,11,0.0022,+45355
24,Caleb Downs,S,10,0.002,+49900
24,Max Iheanachor,OT,9,0.0018,+55456
24,C.J. Allen,LB,8,0.0016,+62400
24,Jermod McCoy,CB,8,0.0016,+62400
24,Rueben Bain,EDGE,6,0.0012,+83233
24,Francis Mauigoa,OT,5,0.001,+99900
24,Carnell Tate,WR,3,0.0006,+166567
24,Keldric Faulk,EDGE,3,0.0006,+166567
24,Mansoor Delane,CB,3,0.0006,+166567
24,Chris Johnson,CB,2,0.0004,+249900
24,Caleb Banks,DT,1,0.0002,+499900
24,Zion Young,EDGE,1,0.0002,+499900
25,Peter Woods,DT,1779,0.3558,+181
25,Kayden McDonald,DT,1212,0.2424,+313
25,Emmanuel McNeil-Warren,S,920,0.184,+443
25,Avieon Terrell,CB,221,0.0442,+2162
25,Dillon Thieneman,S,167,0.0334,+2894
25,Blake Miller,OT,84,0.0168,+5852
25,Caleb Downs,S,75,0.015,+6567
25,Kevin Concepcion,WR,67,0.0134,+7363
25,Caleb Banks,DT,66,0.0132,+7476
25,Denzel Boston,WR,62,0.0124,+7965
25,Caleb Lomu,OT,55,0.011,+8991
25,T.J. Parker,EDGE,45,0.009,+11011
25,Spencer Fano,OT,33,0.0066,+15052
25,Cashius Howell,EDGE,26,0.0052,+19131
25,Jeremiyah Love,RB,21,0.0042,+23710
25,Colton Hood,CB,18,0.0036,+27678
25,Monroe Freeling,OT,17,0.0034,+29312
25,Kenyon Sadiq,TE,16,0.0032,+31150
25,Max Iheanachor,OT,15,0.003,+33233
25,Olaivavega Ioane,IOL,12,0.0024,+41567
25,Omar Cooper Jr.,WR,12,0.0024,+41567
25,C.J. Allen,LB,9,0.0018,+55456
